ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1700860	0.146396	3.44e-02	-2.228798	-3.965122	-0.1015488	115527083	MYL1	myosin light chain 1
ILMN_1697117	0.146415	3.44e-02	2.228607	-3.965477	0.1682359	285026518	TBP	TATA-box binding protein
ILMN_1689098	0.146415	3.44e-02	-2.228495	-3.965686	-0.1185976	371940934	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3
ILMN_1705433	0.146415	3.44e-02	-2.228472	-3.965728	-0.186459	546231485	CBLL1	Cbl proto-oncogene like 1
ILMN_1676575	0.146687	3.45e-02	2.227523	-3.967496	0.3530578	628601882	IKZF1	IKAROS family zinc finger 1
ILMN_1682647	0.146747	3.45e-02	2.227245	-3.968015	0.1939254	221316685	IPO7	importin 7
ILMN_1795007	0.146747	3.45e-02	2.22716	-3.968174	0.2630996	239582771	C2orf47	chromosome 2 open reading frame 47
ILMN_1774722	0.146802	3.45e-02	-2.226895	-3.968667	-0.0637852	261278345	CGREF1	cell growth regulator with EF-hand domain 1
ILMN_1713482	0.146837	3.46e-02	2.226697	-3.969036	0.1694642	148833501	CWC15	CWC15 spliceosome-associated protein
ILMN_1793832	0.146929	3.46e-02	-2.226317	-3.969743	-0.1816317	71979662	GRB14	growth factor receptor bound protein 14
ILMN_1798817	0.147006	3.46e-02	2.225986	-3.970359	0.0630798	116268110	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1
ILMN_1809307	0.147066	3.46e-02	-2.225641	-3.971003	-0.1489001	21553334	DNAJB7	DnaJ heat shock protein family (Hsp40) member B7
ILMN_1736045	0.147066	3.46e-02	-2.225622	-3.971039	-0.3099992	394025740	KCNJ16	potassium voltage-gated channel subfamily J member 16
ILMN_1659082	0.147132	3.47e-02	2.225325	-3.971591	0.1445002	51243064	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1
ILMN_1668398	0.147166	3.47e-02	2.224925	-3.972336	0.1343062	67782302	MSS51	MSS51 mitochondrial translational activator
ILMN_1657312	0.147166	3.47e-02	-2.224695	-3.972763	-0.1117095	229892284	CBWD2	COBW domain containing 2
ILMN_1757867	0.147166	3.47e-02	2.224643	-3.972861	0.0833875	NA		
ILMN_1654016	0.147166	3.47e-02	-2.224611	-3.97292	-0.1378676	222144322	MYL12B	myosin light chain 12B
ILMN_1793002	0.147166	3.47e-02	2.2246	-3.972941	0.2765105	744066828	C20orf196	chromosome 20 open reading frame 196
ILMN_1723846	0.147166	3.47e-02	2.224574	-3.972988	0.3405687	45827720	METTL21B	methyltransferase like 21B
ILMN_1718687	0.147166	3.47e-02	2.224547	-3.97304	0.181549	149192856	TPPP	tubulin polymerization promoting protein
ILMN_1774336	0.147166	3.47e-02	-2.22442	-3.973275	-0.1288636	309747077	POLE2	DNA polymerase epsilon 2, accessory subunit
ILMN_1761829	0.147166	3.47e-02	2.22442	-3.973275	0.2078796	188497753	HK1	hexokinase 1
ILMN_1712197	0.147475	3.48e-02	2.223346	-3.975274	0.1787246	525313546	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3
ILMN_1697925	0.147475	3.48e-02	-2.223274	-3.975408	-0.3767413	340138931	APOBR	apolipoprotein B receptor
ILMN_1672042	0.147502	3.48e-02	2.223061	-3.975804	0.1896948	209571513	DOLPP1	dolichyldiphosphatase 1
ILMN_1761120	0.147502	3.48e-02	-2.222992	-3.975934	-0.2649552	91807118	TM2D3	TM2 domain containing 3
ILMN_1775943	0.147502	3.48e-02	2.222888	-3.976126	0.2260539	68348706	BRMS1L	breast cancer metastasis-suppressor 1-like
ILMN_1769219	0.147502	3.48e-02	-2.222834	-3.976227	-0.0780361	156938339	TPSG1	tryptase gamma 1
ILMN_1672879	0.147507	3.49e-02	-2.222704	-3.976469	-0.1259767	NA		
ILMN_1815937	0.147507	3.49e-02	2.222626	-3.976614	0.1307432	NA		
ILMN_1687641	0.147507	3.49e-02	-2.222554	-3.976748	-0.0969251	76056881	CABP1	calcium binding protein 1
ILMN_1806828	0.147526	3.49e-02	2.222375	-3.977082	0.1671267	1044635705	MRI1	methylthioribose-1-phosphate isomerase 1
ILMN_1742704	0.147526	3.49e-02	-2.222317	-3.977189	-0.0848552	162461737	GNAO1	G protein subunit alpha o1
ILMN_1675583	0.14753	3.49e-02	2.222217	-3.977375	0.2218627	594140700	SPG7	SPG7, paraplegin matrix AAA peptidase subunit
ILMN_1757053	0.147556	3.49e-02	-2.22194	-3.977891	-0.0813175	300116152	PAX3	paired box 3
ILMN_1704173	0.147556	3.49e-02	2.221917	-3.977934	0.1091492	226437565	AIFM3	apoptosis inducing factor, mitochondria associated 3
ILMN_1687331	0.147556	3.49e-02	2.221869	-3.978022	0.0869295	524588740	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2
ILMN_1726552	0.147661	3.49e-02	-2.221453	-3.978796	-0.0693013	73486652	MS4A3	membrane spanning 4-domains A3
ILMN_1755664	0.147666	3.50e-02	2.221326	-3.979032	0.0767651	71559137	RPS26	ribosomal protein S26
ILMN_1808354	0.147666	3.50e-02	2.22126	-3.979155	0.2656336	385648266	SLC4A7	solute carrier family 4 member 7
ILMN_1812353	0.147685	3.50e-02	2.221112	-3.97943	0.1456334	NA		
ILMN_1705064	0.147703	3.50e-02	-2.220969	-3.979696	-0.391761	380422391	NDEL1	nudE neurodevelopment protein 1 like 1
ILMN_1806320	0.147707	3.50e-02	2.220866	-3.979888	0.0514138	312032468	PPFIBP1	PPFIA binding protein 1
ILMN_1764321	0.147748	3.50e-02	2.22061	-3.980364	0.4626577	187761340	ACOT4	acyl-CoA thioesterase 4
ILMN_1804255	0.147748	3.50e-02	-2.220561	-3.980455	-0.096769	110349783	ADRB1	adrenoceptor beta 1
ILMN_1711462	0.147779	3.50e-02	2.220379	-3.980794	0.0710951	209915559	MNS1	meiosis specific nuclear structural 1
ILMN_1726761	0.147954	3.51e-02	-2.219742	-3.981977	-0.1476878	NA		
ILMN_1682987	0.147993	3.51e-02	-2.21952	-3.98239	-0.0827858	142976782	PDZRN4	PDZ domain containing ring finger 4
ILMN_1711745	0.147993	3.51e-02	2.219443	-3.982532	0.200292	44890060	PPIB	peptidylprolyl isomerase B
ILMN_1794588	0.148022	3.51e-02	2.219264	-3.982866	0.2721903	153281168	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
ILMN_1702698	0.148089	3.51e-02	-2.218966	-3.983419	-0.206343	735997412	LSM11	LSM11, U7 small nuclear RNA associated
ILMN_1721419	0.148246	3.52e-02	2.218286	-3.984683	0.1150816	306482601	L3MBTL1	l(3)mbt-like 1 (Drosophila)
ILMN_1754476	0.148246	3.52e-02	-2.218281	-3.984691	-0.265691	149193330	TRIM15	tripartite motif containing 15
ILMN_1713948	0.148246	3.52e-02	2.21821	-3.984824	0.0814341	571330785	FPGS	folylpolyglutamate synthase
ILMN_1662280	0.148296	3.52e-02	-2.21792	-3.985362	-0.0994356	594140565	CERS1	ceramide synthase 1
ILMN_1726225	0.148296	3.52e-02	2.217877	-3.985443	0.1400582	442565688	SERPINI2	serpin family I member 2
ILMN_1705077	0.148337	3.52e-02	-2.217663	-3.985841	-0.2538398	52317163	OR1J1	olfactory receptor family 1 subfamily J member 1
ILMN_1800463	0.148346	3.52e-02	2.217428	-3.986278	0.2229994	301129205	UCKL1	uridine-cytidine kinase 1 like 1
ILMN_1723689	0.148346	3.53e-02	2.217346	-3.98643	0.1740619	194097486	RANBP3	RAN binding protein 3
ILMN_1739168	0.148346	3.53e-02	-2.217241	-3.986624	-0.072957	52317214	OR2T10	olfactory receptor family 2 subfamily T member 10
ILMN_1729117	0.148346	3.53e-02	2.217195	-3.98671	0.0841991	89363016	COL5A2	collagen type V alpha 2 chain
ILMN_1676631	0.148346	3.53e-02	2.217194	-3.986711	0.7082554	664818519	CCNO	cyclin O
ILMN_1756402	0.148607	3.53e-02	2.216291	-3.988388	0.2396494	157419117	TMEM177	transmembrane protein 177
ILMN_1754051	0.14861	3.53e-02	2.216192	-3.988572	0.1700502	153791760	RMI1	RecQ mediated genome instability 1
ILMN_1806284	0.148726	3.54e-02	2.215662	-3.989556	0.0725904	90577183	KRT84	keratin 84
ILMN_1727916	0.148726	3.54e-02	-2.215657	-3.989566	-0.1043928	124487386	RNF207	ring finger protein 207
ILMN_1708340	0.148734	3.54e-02	2.215544	-3.989775	0.3328322	570359573	DAPK1	death associated protein kinase 1
ILMN_1704730	0.148771	3.54e-02	-2.215336	-3.990161	-0.7803768	88758612	CD93	CD93 molecule
ILMN_1720916	0.148771	3.54e-02	2.215253	-3.990316	0.1360154	807201075	SETD7	SET domain containing lysine methyltransferase 7
ILMN_1651373	0.148781	3.54e-02	-2.215131	-3.990542	-0.1493845	544583548	RHD	Rh blood group D antigen
ILMN_1664630	0.1488	3.54e-02	2.214985	-3.990814	0.1044563	349501059	CHEK1	checkpoint kinase 1
ILMN_1692665	0.14885	3.55e-02	2.214741	-3.991266	0.3075737	349585201	UNC5B	unc-5 netrin receptor B
ILMN_1729963	0.14908	3.55e-02	-2.213937	-3.992758	-0.2454288	523704358	KCNH5	potassium voltage-gated channel subfamily H member 5
ILMN_1774062	0.149202	3.56e-02	2.213469	-3.993626	0.227739	258547133	SLC25A5	solute carrier family 25 member 5
ILMN_1661083	0.149213	3.56e-02	-2.213347	-3.993852	-0.1001424	385137137	NFATC2	nuclear factor of activated T-cells 2
ILMN_1659259	0.149314	3.56e-02	-2.2129	-3.994682	-0.2230098	91208424	PRPF6	pre-mRNA processing factor 6
ILMN_1790575	0.149314	3.56e-02	2.212857	-3.994762	0.192077	55956896	METTL13	methyltransferase like 13
ILMN_1738103	0.149332	3.56e-02	-2.21268	-3.99509	-0.163932	40805824	COPE	coatomer protein complex subunit epsilon
ILMN_1766275	0.149332	3.56e-02	-2.212628	-3.995186	-0.3378928	156564404	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
ILMN_1660223	0.149518	3.57e-02	-2.211925	-3.99649	-0.1828874	540344587	CREBL2	cAMP responsive element binding protein like 2
ILMN_1758279	0.149518	3.57e-02	2.211874	-3.996584	0.1027927	209862795	SLC48A1	solute carrier family 48 member 1
ILMN_1668652	0.149684	3.57e-02	2.211242	-3.997755	0.331684	134152700	CELF2	CUGBP, Elav-like family member 2
ILMN_1664660	0.149684	3.57e-02	-2.211183	-3.997865	-0.0897951	614458200	GAGE12J	G antigen 12J
ILMN_1652379	0.15007	3.58e-02	2.209885	-4.000272	0.303222	294862268	SUCLG2	succinate-CoA ligase GDP-forming beta subunit
ILMN_1655741	0.15007	3.58e-02	-2.209812	-4.000407	-0.1729086	31791015	KRTAP21-2	keratin associated protein 21-2
ILMN_1721816	0.150089	3.58e-02	2.209665	-4.000679	0.1525353	387849299	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
ILMN_1777783	0.150234	3.59e-02	-2.209128	-4.001675	-0.3146569	42519913	STAT5B	signal transducer and activator of transcription 5B
ILMN_1811330	0.150258	3.59e-02	2.208968	-4.001972	0.3675173	356582286	FAM134B	family with sequence similarity 134 member B
ILMN_1798395	0.150339	3.59e-02	-2.20863	-4.002598	-0.1095463	110224468	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
ILMN_1770128	0.150353	3.59e-02	-2.208364	-4.00309	-0.2701911	148228292	FAM150B	family with sequence similarity 150 member B
ILMN_1682928	0.150353	3.60e-02	2.208237	-4.003324	0.3985371	83641875	CPVL	carboxypeptidase, vitellogenic like
ILMN_1805225	0.150353	3.60e-02	2.208222	-4.003352	0.2527597	42542393	LPCAT3	lysophosphatidylcholine acyltransferase 3
ILMN_1796288	0.150353	3.60e-02	-2.208163	-4.003461	-0.0833925	110735434	COL5A3	collagen type V alpha 3 chain
ILMN_1662681	0.150353	3.60e-02	-2.208073	-4.003629	-0.1127169	392306970	AMBRA1	autophagy and beclin 1 regulator 1
ILMN_1785345	0.150353	3.60e-02	-2.208061	-4.00365	-0.7765669	295842489	GPR84	G protein-coupled receptor 84
ILMN_1662023	0.150424	3.60e-02	2.207755	-4.004218	0.0831964	401709916	KLF7	Kruppel like factor 7
ILMN_1767556	0.150538	3.60e-02	-2.207313	-4.005037	-0.2817936	155030183	C10orf10	chromosome 10 open reading frame 10
ILMN_1732374	0.150649	3.61e-02	-2.206883	-4.005833	-0.0585378	NA		
ILMN_1721887	0.150688	3.61e-02	2.206548	-4.006452	0.0681813	331999976	ABT1	activator of basal transcription 1
ILMN_1676350	0.150688	3.61e-02	2.206529	-4.006488	0.0684542	297206829	HTR4	5-hydroxytryptamine receptor 4
ILMN_1680251	0.150688	3.61e-02	-2.2065	-4.006542	-0.3295348	331028403	SORCS1	sortilin related VPS10 domain containing receptor 1
ILMN_1692824	0.150696	3.61e-02	-2.206389	-4.006748	-0.1113905	73622272	ASPA	aspartoacylase
ILMN_1758606	0.150784	3.61e-02	-2.206031	-4.00741	-0.1546203	544583484	CCNY	cyclin Y
ILMN_1807888	0.150819	3.62e-02	-2.205671	-4.008075	-0.1947826	41327747	ANAPC2	anaphase promoting complex subunit 2
ILMN_1656361	0.150819	3.62e-02	-2.205609	-4.008191	-0.3540454	226817315	ARHGAP27	Rho GTPase activating protein 27
ILMN_1667115	0.150819	3.62e-02	-2.205565	-4.008272	-0.0963806	732662988	TMEM61	transmembrane protein 61
ILMN_1730048	0.150819	3.62e-02	2.205477	-4.008435	0.2977608	733215678	C7orf26	chromosome 7 open reading frame 26
ILMN_1805812	0.150819	3.62e-02	-2.205426	-4.008529	-0.2368424	56550122	TOR1A	torsin family 1 member A
ILMN_1770053	0.150819	3.62e-02	2.205398	-4.008581	0.0977784	212276187	RBBP7	RB binding protein 7, chromatin remodeling factor
ILMN_1788305	0.150827	3.62e-02	-2.205239	-4.008876	-0.0669405	223029497	EFCAB5	EF-hand calcium binding domain 5
ILMN_1665985	0.150827	3.62e-02	-2.205197	-4.008953	-0.1343076	NA		
ILMN_1748968	0.150869	3.62e-02	-2.204959	-4.009394	-0.5698207	196162715	ATG10	autophagy related 10
ILMN_1757461	0.150869	3.62e-02	-2.204895	-4.009512	-0.0987349	133925808	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3
ILMN_1702787	0.150886	3.62e-02	-2.204754	-4.009773	-0.4791403	300863070	SEMA4A	semaphorin 4A
ILMN_1682483	0.150886	3.62e-02	2.204667	-4.009934	0.0688017	115430109	FAM81B	family with sequence similarity 81 member B
ILMN_1790230	0.150907	3.62e-02	-2.204517	-4.010211	-0.0701194	224586801	ZNF181	zinc finger protein 181
ILMN_1680314	0.150962	3.63e-02	-2.204158	-4.010876	-0.2803731	349732252	TXN	thioredoxin
ILMN_1674665	0.150962	3.63e-02	2.204097	-4.010989	0.2092303	312261208	CPNE2	copine 2
ILMN_1658528	0.150962	3.63e-02	-2.204086	-4.011009	-0.2962541	589269134	MYADM	myeloid associated differentiation marker
ILMN_1794844	0.151061	3.63e-02	-2.203693	-4.011735	-0.0633184	318037251	THRSP	thyroid hormone responsive
ILMN_1730294	0.151142	3.63e-02	-2.203357	-4.012357	-0.2165625	149408120	INO80C	INO80 complex subunit C
ILMN_1767414	0.151194	3.64e-02	2.203108	-4.012818	0.1752552	164519034	CDK3	cyclin dependent kinase 3
ILMN_1774427	0.151206	3.64e-02	2.202983	-4.013048	0.2784091	219521891	CALCOCO1	calcium binding and coiled-coil domain 1
ILMN_1775428	0.151232	3.64e-02	-2.202818	-4.013354	-0.0542936	969812485	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
ILMN_1683580	0.151394	3.64e-02	-2.202233	-4.014435	-0.0912127	296531448	NRG2	neuregulin 2
ILMN_1689968	0.151462	3.64e-02	-2.201936	-4.014985	-0.2989285	221139703	PLEKHO2	pleckstrin homology domain containing O2
ILMN_1691425	0.1516	3.65e-02	2.201425	-4.01593	0.2217816	49355806	LDOC1L	leucine zipper down-regulated in cancer 1 like
ILMN_1659948	0.151611	3.65e-02	-2.201304	-4.016152	-0.4098982	351542244	PPFIA1	PTPRF interacting protein alpha 1
ILMN_1782057	0.151728	3.65e-02	-2.200822	-4.017043	-0.2041937	210032612	ATP8B2	ATPase phospholipid transporting 8B2
ILMN_1697176	0.151728	3.65e-02	-2.200765	-4.017148	-0.078148	334688841	GFAP	glial fibrillary acidic protein
ILMN_1718972	0.151728	3.65e-02	2.200683	-4.017301	0.2591242	733605431	MFSD3	major facilitator superfamily domain containing 3
ILMN_1731292	0.151759	3.66e-02	-2.200501	-4.017637	-0.1203272	4502520	CA5A	carbonic anhydrase 5A
ILMN_1701778	0.151801	3.66e-02	-2.200194	-4.018204	-0.1245943	156616293	PGLYRP2	peptidoglycan recognition protein 2
ILMN_1777014	0.151801	3.66e-02	-2.200122	-4.018337	-0.1855371	336285433	NCAM1	neural cell adhesion molecule 1
ILMN_1695199	0.151801	3.66e-02	-2.20011	-4.018358	-0.3831438	21264599	HIST1H4H	histone cluster 1, H4h
ILMN_1770537	0.15182	3.66e-02	-2.199925	-4.018701	-0.1316098	544063428	BEX3	brain expressed X-linked 3
ILMN_1704485	0.15182	3.66e-02	-2.199879	-4.018786	-0.1009543	13775161	OR7A17	olfactory receptor family 7 subfamily A member 17
ILMN_1781388	0.151841	3.66e-02	2.199728	-4.019065	0.4618345	68299819	PGM5	phosphoglucomutase 5
ILMN_1672486	0.15186	3.66e-02	2.199583	-4.019332	0.3185573	226371744	TCF7L2	transcription factor 7 like 2
ILMN_1793870	0.151981	3.67e-02	-2.198989	-4.020431	-0.0677619	268840044	IL1RAP	interleukin 1 receptor accessory protein
ILMN_1813800	0.151981	3.67e-02	2.198967	-4.02047	0.1100372	166235162	NUFIP1	NUFIP1, FMR1 interacting protein 1
ILMN_1653591	0.151981	3.67e-02	-2.198952	-4.020498	-0.0583357	557636679	TRIM40	tripartite motif containing 40
ILMN_1796180	0.152227	3.67e-02	2.198112	-4.022049	0.1911582	188536099	CRY2	cryptochrome circadian clock 2
ILMN_1781126	0.152397	3.68e-02	-2.197472	-4.023231	-0.1730685	38016938	HPD	4-hydroxyphenylpyruvate dioxygenase
ILMN_1679600	0.152397	3.68e-02	2.197332	-4.02349	0.1864848	NA		
ILMN_1734194	0.152397	3.68e-02	2.197332	-4.02349	0.1856334	389616144	EXOSC3	exosome component 3
ILMN_1740426	0.152427	3.68e-02	-2.197151	-4.023823	-0.3751828	317008583	RASD1	ras related dexamethasone induced 1
ILMN_1724734	0.152548	3.69e-02	2.196697	-4.024662	0.1250535	296923772	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1
ILMN_1776102	0.15255	3.69e-02	2.196602	-4.024838	0.2344158	325652107	PSMD10	proteasome 26S subunit, non-ATPase 10
ILMN_1774705	0.152723	3.69e-02	-2.195988	-4.025971	-0.0868232	45439356	TCEB3B	transcription elongation factor B subunit 3B
ILMN_1702642	0.152953	3.70e-02	-2.1952	-4.027424	-0.3989893	45935388	SULT1C2	sulfotransferase family 1C member 2
ILMN_1702979	0.153075	3.70e-02	-2.194742	-4.028268	-0.1923222	254750645	SHOX2	short stature homeobox 2
ILMN_1741712	0.153159	3.70e-02	2.1944	-4.028899	0.390676	343098440	MS4A4A	membrane spanning 4-domains A4A
ILMN_1697473	0.153183	3.71e-02	-2.194239	-4.029196	-0.0843981	118600970	TCEAL6	transcription elongation factor A like 6
ILMN_1763524	0.153337	3.71e-02	2.19364	-4.030301	0.2464376	969812513	LZTS2	leucine zipper tumor suppressor 2
ILMN_1726549	0.153337	3.71e-02	2.193597	-4.030381	0.0850195	284055237	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2
ILMN_1809484	0.153343	3.71e-02	-2.193492	-4.030574	-0.2469837	296317329	TMOD3	tropomodulin 3
ILMN_1782125	0.153398	3.71e-02	-2.193239	-4.03104	-0.4398944	758330057	DSC2	desmocollin 2
ILMN_1780790	0.153407	3.72e-02	-2.192915	-4.031638	-0.4396611	239835766	DPPA2	developmental pluripotency associated 2
ILMN_1678745	0.153407	3.72e-02	-2.192894	-4.031677	-0.0782154	189571676	NUDCD1	NudC domain containing 1
ILMN_1696311	0.153407	3.72e-02	2.192878	-4.031707	0.1823611	362999014	IMPAD1	inositol monophosphatase domain containing 1
ILMN_1794165	0.153407	3.72e-02	-2.192864	-4.031732	-0.3109417	751130503	PGD	phosphogluconate dehydrogenase
ILMN_1735827	0.153409	3.72e-02	2.192772	-4.031902	0.2622528	144953896	NISCH	nischarin
ILMN_1751411	0.153426	3.72e-02	2.192632	-4.03216	0.0959205	142976732	CDON	cell adhesion associated, oncogene regulated
ILMN_1714782	0.153438	3.72e-02	2.192511	-4.032383	0.0765043	973186541	OPRK1	opioid receptor kappa 1
ILMN_1692100	0.153502	3.72e-02	2.192227	-4.032906	0.1977439	109715826	ZNF35	zinc finger protein 35
ILMN_1731375	0.153503	3.72e-02	-2.192121	-4.033102	-0.0657776	124301233	GMCL1P1	germ cell-less, spermatogenesis associated 1 pseudogene 1
ILMN_1749210	0.153503	3.72e-02	-2.191996	-4.033332	-0.1592773	229577269	BUD13	BUD13 homolog
ILMN_1735719	0.153503	3.72e-02	2.191907	-4.033495	0.0932011	310923203	UNG	uracil DNA glycosylase
ILMN_1730662	0.153503	3.72e-02	2.191878	-4.03355	0.1166832	NA		
ILMN_1729130	0.153556	3.73e-02	-2.191631	-4.034005	-0.2244002	98162825	TMEM248	transmembrane protein 248
ILMN_1778041	0.153689	3.73e-02	2.191141	-4.034907	0.2047777	404501449	ZNF512	zinc finger protein 512
ILMN_1761138	0.153699	3.73e-02	2.190976	-4.035211	0.2566633	1045961247	C9orf142	chromosome 9 open reading frame 142
ILMN_1715905	0.153699	3.73e-02	2.190936	-4.035285	0.1113963	223972617	DSN1	DSN1 homolog, MIS12 kinetochore complex component
ILMN_1698653	0.153786	3.74e-02	-2.190457	-4.036168	-0.1596767	310750411	ODF2	outer dense fiber of sperm tails 2
ILMN_1752579	0.153786	3.74e-02	2.190304	-4.036449	0.3135258	77539781	ATP6V0A1	ATPase H+ transporting V0 subunit a1
ILMN_1700923	0.153786	3.74e-02	2.190286	-4.036482	0.30417	320118919	ATG4C	autophagy related 4C cysteine peptidase
ILMN_1787618	0.153786	3.74e-02	-2.190249	-4.036551	-0.0997048	259490349	ABHD2	abhydrolase domain containing 2
ILMN_1750465	0.153786	3.74e-02	2.190241	-4.036566	0.3042246	189458834	AGPS	alkylglycerone phosphate synthase
ILMN_1691283	0.15383	3.74e-02	2.19002	-4.036972	0.3269156	296011018	SUFU	SUFU negative regulator of hedgehog signaling
ILMN_1699249	0.15393	3.74e-02	2.189631	-4.037688	0.1081165	296531455	ZNF649	zinc finger protein 649
ILMN_1721138	0.153965	3.74e-02	2.189438	-4.038044	0.2430039	87196332	GRPEL2	GrpE like 2, mitochondrial
ILMN_1777366	0.153988	3.74e-02	-2.189282	-4.038332	-0.1902693	1043631244	EMC2	ER membrane protein complex subunit 2
ILMN_1691742	0.154093	3.75e-02	-2.188877	-4.039076	-0.0607949	148231467	GFRAL	GDNF family receptor alpha like
ILMN_1728803	0.154154	3.75e-02	2.188606	-4.039577	0.1433337	392996996	HMP19	HMP19 protein
ILMN_1785818	0.154321	3.76e-02	-2.188017	-4.040661	-0.0873687	110556647	RXFP2	relaxin/insulin like family peptide receptor 2
ILMN_1659622	0.154346	3.76e-02	-2.187854	-4.04096	-0.0901183	556503441	GPRC6A	G protein-coupled receptor class C group 6 member A
ILMN_1770558	0.154384	3.76e-02	-2.187653	-4.04133	-0.2508415	209180416	PIWIL2	piwi like RNA-mediated gene silencing 2
ILMN_1757723	0.154408	3.76e-02	-2.187434	-4.041733	-0.233993	567757466	C6orf106	chromosome 6 open reading frame 106
ILMN_1796464	0.154408	3.76e-02	2.187298	-4.041984	0.1999002	71164896	WDR37	WD repeat domain 37
ILMN_1791469	0.154408	3.76e-02	2.187281	-4.042015	0.2816836	21618356	KLK11	kallikrein related peptidase 11
ILMN_1675282	0.154408	3.76e-02	2.187234	-4.042101	0.1937846	NA		
ILMN_1800164	0.154581	3.77e-02	2.186626	-4.043221	0.2425554	351542243	PPFIA1	PTPRF interacting protein alpha 1
ILMN_1654396	0.154605	3.77e-02	2.186465	-4.043516	0.2481743	735367774	ITGB2	integrin subunit beta 2
ILMN_1813120	0.154702	3.77e-02	2.186022	-4.044332	0.2185717	394025667	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3
ILMN_1794949	0.154702	3.77e-02	-2.186002	-4.044368	-0.186628	354681998	RCAN2	regulator of calcineurin 2
ILMN_1720422	0.15471	3.77e-02	2.185891	-4.044572	0.2715872	194733762	G3BP2	G3BP stress granule assembly factor 2
ILMN_1745262	0.154788	3.77e-02	-2.185569	-4.045164	-0.4820586	124248561	REM2	RRAD and GEM like GTPase 2
ILMN_1748543	0.154859	3.78e-02	-2.185086	-4.046054	-0.0726529	31559780	STRC	stereocilin
ILMN_1725031	0.154859	3.78e-02	-2.18507	-4.046082	-0.1920539	108773774	LHFPL1	lipoma HMGIC fusion partner-like 1
ILMN_1795078	0.154859	3.78e-02	2.185068	-4.046086	0.0738176	325296965	CDH16	cadherin 16
ILMN_1781672	0.154859	3.78e-02	-2.18501	-4.046192	-0.0735917	195927064	GAB1	GRB2 associated binding protein 1
ILMN_1663858	0.155087	3.79e-02	2.184202	-4.047677	0.1156425	195927045	ZNF286A	zinc finger protein 286A
ILMN_1773496	0.155087	3.79e-02	-2.184149	-4.047776	-0.1686305	50959101	THOC5	THO complex 5
ILMN_1705743	0.155329	3.79e-02	-2.183334	-4.049273	-0.3250591	512388689	ARHGEF40	Rho guanine nucleotide exchange factor 40
ILMN_1662973	0.155416	3.80e-02	-2.182988	-4.049909	-0.3616953	67782352	CD82	CD82 molecule
ILMN_1685009	0.155551	3.80e-02	-2.182484	-4.050835	-0.4309235	88501733	ITGAM	integrin subunit alpha M
ILMN_1746492	0.155551	3.80e-02	2.182409	-4.050974	0.3980622	374074935	IFT27	intraflagellar transport 27
ILMN_1813650	0.15565	3.80e-02	-2.182026	-4.051678	-0.2535038	342307079	INPP5F	inositol polyphosphate-5-phosphatase F
ILMN_1793570	0.155671	3.80e-02	-2.181876	-4.051953	-0.0705073	NA		
ILMN_1671221	0.155695	3.81e-02	2.18172	-4.05224	0.2190401	662236797	GAPVD1	GTPase activating protein and VPS9 domains 1
ILMN_1815700	0.1557	3.81e-02	2.181481	-4.052679	0.0875827	325053704	WNT3A	Wnt family member 3A
ILMN_1701906	0.1557	3.81e-02	2.181447	-4.052742	0.3589032	425905329	CD300C	CD300c molecule
ILMN_1702105	0.1557	3.81e-02	2.181445	-4.052746	0.0832711	461496495	EFS	embryonal Fyn-associated substrate
ILMN_1735735	0.15572	3.81e-02	2.181217	-4.053163	0.1836819	83779013	KATNB1	katanin regulatory subunit B1
ILMN_1669424	0.15572	3.81e-02	2.181212	-4.053173	0.2462278	NA		
ILMN_1708964	0.155816	3.81e-02	2.180838	-4.053859	0.0797803	NA		
ILMN_1767481	0.155859	3.82e-02	2.180559	-4.054373	0.2882813	1000232079	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog
ILMN_1742677	0.155859	3.82e-02	-2.180538	-4.05441	-0.0763704	84043952	HOXB13	homeobox B13
ILMN_1727444	0.155954	3.82e-02	-2.180147	-4.055128	-0.2189535	156523249	PAGR1	PAXIP1 associated glutamate rich protein 1
ILMN_1679311	0.155954	3.82e-02	-2.180081	-4.05525	-0.2073099	543173102	STK40	serine/threonine kinase 40
ILMN_1684694	0.156015	3.82e-02	-2.179813	-4.055741	-0.0999194	NA		
ILMN_1666372	0.156016	3.82e-02	2.179693	-4.055963	0.275592	51479150	ATP5H	ATP synthase, H+ transporting, mitochondrial Fo complex subunit D
