ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1715789	0.379	0.03046657	2.2531508	-3.5879	0.29695765	589811534	DOCK1	dedicator of cytokinesis 1
ILMN_1683375	0.379	0.03047229	-2.253068	-3.588	-0.28243204	309747065	MCL1	BCL2 family apoptosis regulator
ILMN_1676191	0.379	0.03048539	2.2528784	-3.5884	0.1573348	267844906	DARS2	aspartyl-tRNA synthetase 2, mitochondrial
ILMN_1801452	0.379	0.03048983	-2.252814	-3.5885	-0.1217914	NA		
ILMN_1689329	0.379	0.03049527	2.2527354	-3.5886	0.43186203	53759150	SCD	stearoyl-CoA desaturase
ILMN_1723522	0.3794	0.03054222	2.2520565	-3.5899	0.0634848	188528638	APOLD1	apolipoprotein L domain containing 1
ILMN_1720771	0.3799	0.03061587	-2.2509934	-3.5918	-0.33342572	187423911	STX11	syntaxin 11
ILMN_1653125	0.3799	0.03062966	-2.2507946	-3.5921	-0.2496492	194097340	PER1	period circadian clock 1
ILMN_1668546	0.3799	0.03064431	2.2505835	-3.5925	0.1003577	386781717	STK31	serine/threonine kinase 31
ILMN_1705546	0.3799	0.03066054	2.2503498	-3.593	0.09855333	553727227	POU5F1	POU class 5 homeobox 1
ILMN_1770070	0.3799	0.03067238	-2.2501792	-3.5933	-0.12177637	281427263	LANCL3	LanC like 3
ILMN_1775380	0.38	0.03069638	-2.2498338	-3.5939	-0.52121401	397739042	SMOX	spermine oxidase
ILMN_1691111	0.3801	0.03072893	-2.2493659	-3.5947	-0.26315081	307078157	SPATA2L	spermatogenesis associated 2 like
ILMN_1771827	0.3801	0.03074103	2.249192	-3.5951	0.05704849	NA		
ILMN_1699632	0.3801	0.03076741	2.2488131	-3.5958	0.09640468	194097488	RANBP3	RAN binding protein 3
ILMN_1760683	0.3801	0.03077594	2.2486907	-3.596	0.16182346	38016912	SRSF9	serine and arginine rich splicing factor 9
ILMN_1764850	0.3805	0.0308248	-2.24799	-3.5972	-0.25869795	385298699	HPCAL1	hippocalcin like 1
ILMN_1760037	0.3811	0.03088723	-2.2470962	-3.5989	-0.15307475	974005236	ATAT1	alpha tubulin acetyltransferase 1
ILMN_1804339	0.3811	0.03091936	-2.2466366	-3.5997	-0.29923712	41327718	CAMK1G	calcium/calmodulin dependent protein kinase IG
ILMN_1722423	0.3811	0.03092367	2.2465751	-3.5998	0.18303609	289547540	SHPRH	SNF2 histone linker PHD RING helicase
ILMN_1755749	0.3812	0.03095136	-2.2461795	-3.6005	-0.20879471	183603937	PGK1	phosphoglycerate kinase 1
ILMN_1706200	0.3814	0.03098025	2.2457672	-3.6013	0.10212154	646227319	MED15	mediator complex subunit 15
ILMN_1786347	0.3824	0.03109415	2.2441448	-3.6042	0.2884736	133925810	TNPO1	transportin 1
ILMN_1775822	0.3824	0.031101	-2.2440473	-3.6044	-0.25243984	939106608	PDGFB	platelet derived growth factor subunit B
ILMN_1774427	0.3824	0.03112695	2.2436787	-3.6051	0.21504023	219521891	CALCOCO1	calcium binding and coiled-coil domain 1
ILMN_1674399	0.3824	0.03114773	-2.2433835	-3.6056	-0.28846311	262527219	ZNF143	zinc finger protein 143
ILMN_1773742	0.3824	0.03115135	-2.2433321	-3.6057	-0.26969335	313482783	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
ILMN_1652784	0.3824	0.03118932	-2.2427933	-3.6067	-0.04342363	NA		
ILMN_1669878	0.3824	0.03125344	2.2418848	-3.6083	0.25793364	268834191	GUSB	glucuronidase beta
ILMN_1673478	0.3824	0.03126155	2.2417701	-3.6085	0.17725259	961441412	FAM13B	family with sequence similarity 13 member B
ILMN_1794698	0.3824	0.03127298	-2.2416083	-3.6088	-0.0681856	514825565	UBE2D3	ubiquitin conjugating enzyme E2 D3
ILMN_1772316	0.3824	0.03128727	2.2414062	-3.6092	0.34000921	284925163	SUN1	Sad1 and UNC84 domain containing 1
ILMN_1782094	0.3824	0.03130236	-2.2411928	-3.6096	-0.14636565	565671711	PAIP2	poly(A) binding protein interacting protein 2
ILMN_1739812	0.3824	0.03134719	-2.2405596	-3.6107	-0.07055651	938403408	PRKCG	protein kinase C gamma
ILMN_1660079	0.3824	0.03136112	-2.2403628	-3.6111	-0.22513095	42718018	RNF44	ring finger protein 44
ILMN_1687567	0.3824	0.03136956	-2.2402438	-3.6113	-0.17829554	321400108	CUX1	cut like homeobox 1
ILMN_1697777	0.3824	0.03137222	2.2402062	-3.6114	0.12013079	194394229	TSTA3	tissue specific transplantation antigen P35B
ILMN_1724449	0.3824	0.03142101	-2.2395184	-3.6126	-0.549153	121582465	CCL3	C-C motif chemokine ligand 3
ILMN_1730568	0.3824	0.03143338	2.2393442	-3.6129	0.20062496	224493955	ZDHHC7	zinc finger DHHC-type containing 7
ILMN_1698463	0.3824	0.0314377	2.2392834	-3.613	0.27265693	212549549	ILF3	interleukin enhancer binding factor 3
ILMN_1812571	0.3824	0.03148104	-2.2386735	-3.6141	-0.2337016	270288765	RAB35	RAB35, member RAS oncogene family
ILMN_1684031	0.3824	0.03148837	2.2385704	-3.6143	0.25769537	365733630	MYO1A	myosin IA
ILMN_1700546	0.3824	0.03150073	-2.2383965	-3.6146	-0.10256474	195539341	ELOVL6	ELOVL fatty acid elongase 6
ILMN_1793849	0.3824	0.03158008	2.2372825	-3.6167	0.05984329	19743570	TANK	TRAF family member associated NFKB activator
ILMN_1757119	0.3824	0.03160782	-2.2368936	-3.6174	-0.0616346	NA		
ILMN_1703695	0.3824	0.03161233	2.2368304	-3.6175	0.20589319	365767597	C19orf12	chromosome 19 open reading frame 12
ILMN_1689953	0.3824	0.03162645	2.2366326	-3.6178	0.16416285	62240999	CD81	CD81 molecule
ILMN_1706832	0.3824	0.03162683	2.2366272	-3.6178	0.0690426	21389568	TEKT5	tektin 5
ILMN_1798931	0.3824	0.03167358	2.2359729	-3.619	0.30344414	222418644	MUC7	mucin 7, secreted
ILMN_1662364	0.3824	0.03167369	2.2359714	-3.619	0.24402985	109148541	AARS	alanyl-tRNA synthetase
ILMN_1798454	0.3824	0.03167565	-2.235944	-3.6191	-0.24394117	51243061	MAD2L1BP	MAD2L1 binding protein
ILMN_1673682	0.3824	0.03168404	-2.2358267	-3.6193	-0.2111818	164519145	GATAD2A	GATA zinc finger domain containing 2A
ILMN_1706967	0.3824	0.03171303	2.2354214	-3.62	0.07791715	194239641	ATF7	activating transcription factor 7
ILMN_1663526	0.3824	0.03171315	2.2354198	-3.62	0.28668794	306966129	SPTAN1	spectrin alpha, non-erythrocytic 1
ILMN_1747598	0.3824	0.03172451	-2.235261	-3.6203	-0.15871193	109637789	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11
ILMN_1727315	0.3824	0.03173416	-2.2351263	-3.6206	-0.28349934	55749788	DENND1A	DENN domain containing 1A
ILMN_1664294	0.3824	0.03173565	2.2351055	-3.6206	0.18153531	186928834	P3H1	prolyl 3-hydroxylase 1
ILMN_1781242	0.3824	0.03174465	-2.2349798	-3.6208	-0.18918741	61676080	SOST	sclerostin
ILMN_1676159	0.3824	0.03174633	-2.2349563	-3.6209	-0.24061045	109633025	STK26	serine/threonine protein kinase 26
ILMN_1701466	0.3824	0.03175189	-2.2348788	-3.621	-0.15660502	196259808	PEX16	peroxisomal biogenesis factor 16
ILMN_1713496	0.3824	0.03176756	2.2346601	-3.6214	0.23963887	109633043	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ILMN_1679838	0.3824	0.03179855	2.234228	-3.6222	0.35124017	55743146	TCEAL9	transcription elongation factor A like 9
ILMN_1812616	0.3824	0.03180207	2.234179	-3.6223	0.24851835	124494246	MYO1C	myosin IC
ILMN_1740155	0.3824	0.03180294	2.2341668	-3.6223	0.08966579	119508425	COL9A3	collagen type IX alpha 3 chain
ILMN_1673123	0.3824	0.03180609	2.2341229	-3.6224	0.17974703	559098437	SH3GLB2	SH3 domain containing GRB2 like endophilin B2
ILMN_1765674	0.3824	0.03181801	2.2339568	-3.6227	0.12367204	585866348	ALS2CR12	amyotrophic lateral sclerosis 2 chromosome region candidate 12
ILMN_1793990	0.3835	0.03192896	-2.2324136	-3.6255	-0.25540037	33946335	ID2	inhibitor of DNA binding 2, HLH protein
ILMN_1725337	0.3839	0.03198382	-2.2316524	-3.6268	-0.08723837	91984782	SYN1	synapsin I
ILMN_1806284	0.3839	0.03199782	2.2314583	-3.6272	0.06843776	90577183	KRT84	keratin 84
ILMN_1779530	0.3848	0.0321204	2.229762	-3.6303	0.24834455	223468626	COG6	component of oligomeric golgi complex 6
ILMN_1657442	0.3848	0.03212421	-2.2297094	-3.6304	-0.15384656	NA		
ILMN_1776582	0.3848	0.03212628	-2.2296809	-3.6304	-0.23171616	291045188	PDK3	pyruvate dehydrogenase kinase 3
ILMN_1766269	0.3848	0.03217952	2.2289461	-3.6317	0.25712533	540344533	HM13	histocompatibility minor 13
ILMN_1687960	0.3848	0.03218393	-2.2288852	-3.6318	-0.31749631	73390139	LIMK2	LIM domain kinase 2
ILMN_1681802	0.3848	0.03218777	-2.2288324	-3.6319	-0.28916627	153266933	GRK6	G protein-coupled receptor kinase 6
ILMN_1675577	0.3848	0.03220668	2.2285717	-3.6324	0.18796585	123173771	TRMT61A	tRNA methyltransferase 61A
ILMN_1673243	0.3848	0.03221169	-2.2285026	-3.6325	-0.04799539	574957036	ABCC9	ATP binding cassette subfamily C member 9
ILMN_1673971	0.385	0.03224297	-2.2280718	-3.6333	-0.07154208	NA		
ILMN_1786308	0.385	0.03226492	-2.2277697	-3.6339	-0.04860029	751557622	NIPSNAP3B	nipsnap homolog 3B
ILMN_1676342	0.385	0.03227664	-2.2276084	-3.6341	-0.09174333	293651594	CPEB2	cytoplasmic polyadenylation element binding protein 2
ILMN_1736742	0.3852	0.03231712	-2.227052	-3.6351	-0.17010212	742068523	COLGALT2	collagen beta(1-O)galactosyltransferase 2
ILMN_1757355	0.3854	0.03234966	2.2266051	-3.636	0.05760929	208431760	FBXO4	F-box protein 4
ILMN_1692026	0.3858	0.03242284	-2.2256017	-3.6378	-0.1693062	50659083	KMT5B	lysine methyltransferase 5B
ILMN_1705594	0.3858	0.03243642	2.2254158	-3.6381	0.20706169	221316722	NAT10	N-acetyltransferase 10
ILMN_1688070	0.3858	0.03243868	2.2253848	-3.6382	0.25246267	NA		
ILMN_1789563	0.3858	0.0324482	-2.2252545	-3.6384	-0.09310305	296531337	PLCB3	phospholipase C beta 3
ILMN_1689445	0.386	0.03250198	2.2245187	-3.6397	0.2247827	523425727	POLR2H	RNA polymerase II subunit H
ILMN_1680714	0.386	0.03250374	-2.2244947	-3.6398	-0.13853487	46255051	LIG4	DNA ligase 4
ILMN_1747839	0.3868	0.03259439	2.2232573	-3.642	0.09334758	60115722	ANKRD20A2	ankyrin repeat domain 20 family member A2
ILMN_1669015	0.3868	0.03260548	2.223106	-3.6423	0.2044669	264681562	XPNPEP1	X-prolyl aminopeptidase 1
ILMN_1720829	0.3873	0.03268434	-2.2220324	-3.6442	-0.40174421	393539037	ZFP36	ZFP36 ring finger protein
ILMN_1768486	0.3873	0.03268643	2.2220039	-3.6442	0.1731971	114199472	VPS41	VPS41, HOPS complex subunit
ILMN_1726434	0.3883	0.03278776	2.2206278	-3.6467	0.18203039	1021312287	UNC45A	unc-45 myosin chaperone A
ILMN_1742577	0.3883	0.03279992	2.2204629	-3.647	0.24315267	55953086	GTPBP4	GTP binding protein 4
ILMN_1769118	0.3883	0.03282664	2.2201008	-3.6477	0.22447799	164698490	SEPT9	septin 9
ILMN_1685319	0.3883	0.03285306	-2.2197429	-3.6483	-0.08842292	594140568	GDF1	growth differentiation factor 1
ILMN_1723007	0.3883	0.03289462	2.2191806	-3.6493	0.17607168	196259801	ZCCHC9	zinc finger CCHC-type containing 9
ILMN_1797975	0.3883	0.03290256	-2.2190732	-3.6495	-0.22741278	4504098	CXCR3	C-X-C motif chemokine receptor 3
ILMN_1793033	0.3883	0.03291782	2.218867	-3.6499	0.20886433	187960108	RBM28	RNA binding motif protein 28
ILMN_1657693	0.3883	0.03292281	2.2187995	-3.65	0.0538271	116812581	SMG8	SMG8, nonsense mediated mRNA decay factor
ILMN_1812226	0.3883	0.03292437	-2.2187784	-3.6501	-0.50839822	167466197	ICAM1	intercellular adhesion molecule 1
ILMN_1763452	0.3884	0.03295089	-2.2184202	-3.6507	-0.35672637	148227043	EVI2B	ecotropic viral integration site 2B
ILMN_1751803	0.3884	0.03296715	-2.2182008	-3.6511	-0.18286124	751868069	LSM10	LSM10, U7 small nuclear RNA associated
ILMN_1735798	0.3891	0.03305582	2.2170055	-3.6532	0.11220146	532691780	OSBPL3	oxysterol binding protein like 3
ILMN_1713156	0.3891	0.033094	2.2164916	-3.6542	0.31186101	NA		
ILMN_1795996	0.3891	0.03310645	2.2163242	-3.6545	0.05490637	300797532	AFTPH	aftiphilin
ILMN_1668834	0.3891	0.03312392	2.2160894	-3.6549	0.08803976	38788332	RSF1	remodeling and spacing factor 1
ILMN_1791545	0.3891	0.03312574	-2.2160649	-3.6549	-0.47959919	539847577	KRT23	keratin 23
ILMN_1719972	0.3891	0.03313641	2.2159215	-3.6552	0.3179033	533112478	PLXNA3	plexin A3
ILMN_1666972	0.3898	0.03331795	-2.2134884	-3.6596	-0.05662868	164663744	SLC5A2	solute carrier family 5 member 2
ILMN_1713807	0.3898	0.03334067	2.2131848	-3.6601	0.27261554	573014776	MAN1C1	mannosidase alpha class 1C member 1
ILMN_1709032	0.3898	0.03334372	2.2131441	-3.6602	0.2127396	364502962	FYCO1	FYVE and coiled-coil domain containing 1
ILMN_1693538	0.3898	0.03334601	2.2131135	-3.6602	0.44511416	343183345	STK36	serine/threonine kinase 36
ILMN_1733684	0.3898	0.03335005	-2.2130596	-3.6603	-0.05532438	20544167	HIST1H1T	histone cluster 1, H1t
ILMN_1768491	0.3898	0.0333773	2.2126957	-3.661	0.07053223	124299170	TBC1D25	TBC1 domain family member 25
ILMN_1711060	0.3898	0.03337878	2.2126758	-3.661	0.09102191	NA		
ILMN_1672161	0.3898	0.03338431	-2.212602	-3.6612	-0.09185144	68161512	ARPP21	cAMP regulated phosphoprotein 21
ILMN_1773855	0.3898	0.03341806	-2.2121519	-3.662	-0.08016822	315221115	CPT1C	carnitine palmitoyltransferase 1C
ILMN_1724480	0.3898	0.0334211	2.2121114	-3.662	0.25003342	195927058	AXIN2	axin 2
ILMN_1785756	0.3898	0.03342277	2.212089	-3.6621	0.27608986	NA		
ILMN_1801928	0.3898	0.03344763	-2.2117577	-3.6627	-0.18872715	208973236	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
ILMN_1778132	0.3898	0.03345356	2.2116788	-3.6628	0.20919743	594190920	C2CD2L	C2CD2 like
ILMN_1674063	0.3898	0.03345957	2.2115987	-3.663	0.30827119	74229018	OAS2	2'-5'-oligoadenylate synthetase 2
ILMN_1761058	0.3898	0.03346769	2.2114905	-3.6631	0.36238033	145275196	ACAD11	acyl-CoA dehydrogenase family member 11
ILMN_1739887	0.3898	0.03348919	-2.2112043	-3.6637	-0.08643948	1043392488	RBP5	retinol binding protein 5
ILMN_1668850	0.3898	0.03350733	-2.2109629	-3.6641	-0.15816531	299523249	PCSK9	proprotein convertase subtilisin/kexin type 9
ILMN_1669323	0.3898	0.03351983	-2.2107966	-3.6644	-0.11417957	521258685	BACE2	beta-site APP-cleaving enzyme 2
ILMN_1679725	0.3898	0.03352777	2.2106911	-3.6646	0.22828807	166795300	PCYOX1	prenylcysteine oxidase 1
ILMN_1720430	0.3903	0.03358697	2.2099047	-3.666	0.3925339	34147371	PPDPF	pancreatic progenitor cell differentiation and proliferation factor
ILMN_1761086	0.3904	0.03361567	2.2095238	-3.6667	0.18870446	54234033	VPS54	VPS54, GARP complex subunit
ILMN_1673950	0.3905	0.03367382	-2.2087532	-3.6681	-0.12445914	339515664	STBD1	starch binding domain 1
ILMN_1757536	0.3905	0.03367947	2.2086783	-3.6682	0.06548684	116063563	USP40	ubiquitin specific peptidase 40
ILMN_1687544	0.3905	0.03369548	2.2084664	-3.6686	0.07999922	1018443221	ZNF567	zinc finger protein 567
ILMN_1742779	0.3905	0.03370146	2.2083872	-3.6687	0.12571965	283945456	CENPL	centromere protein L
ILMN_1658145	0.3905	0.03371077	2.208264	-3.6689	0.08324624	NA		
ILMN_1670542	0.3914	0.03380516	-2.2070166	-3.6712	-0.26750251	312836804	AK2	adenylate kinase 2
ILMN_1672547	0.3917	0.03384642	2.2064725	-3.6721	0.23714357	194248061	MYO9B	myosin IXB
ILMN_1706238	0.3918	0.03387199	2.2061355	-3.6728	0.21410783	371502110	CSE1L	chromosome segregation 1 like
ILMN_1784633	0.3922	0.03393329	2.2053285	-3.6742	0.06020008	61743913	CHRNG	cholinergic receptor nicotinic gamma subunit
ILMN_1728180	0.3922	0.03394749	2.2051418	-3.6745	0.08288423	256542311	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
ILMN_1652540	0.3925	0.03399173	2.2045604	-3.6756	0.19090019	194097445	RELL2	RELT like 2
ILMN_1718060	0.3935	0.03411645	2.202925	-3.6785	0.06950368	18702330	OTUD7A	OTU deubiquitinase 7A
ILMN_1681668	0.3935	0.03412118	2.2028631	-3.6786	0.1036063	289577047	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1
ILMN_1803464	0.3935	0.03413007	2.2027468	-3.6788	0.20671312	166197665	PHTF1	putative homeodomain transcription factor 1
ILMN_1744851	0.3938	0.03416782	2.2022531	-3.6797	0.17592857	222136626	CLEC16A	C-type lectin domain family 16 member A
ILMN_1712786	0.3939	0.0341966	2.201877	-3.6804	0.20663821	298286487	AHCYL2	adenosylhomocysteinase like 2
ILMN_1723582	0.394	0.03426553	-2.2009773	-3.682	-0.11253422	66267726	KIR2DL5B	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B
ILMN_1663667	0.394	0.0342721	2.2008917	-3.6821	0.16950715	296434317	FLAD1	flavin adenine dinucleotide synthetase 1
ILMN_1806908	0.394	0.03427274	-2.2008833	-3.6822	-0.75613706	197100031	PRKCB	protein kinase C beta
ILMN_1670130	0.394	0.0342844	-2.2007314	-3.6824	-0.30336739	118026938	ARID3A	AT-rich interaction domain 3A
ILMN_1775999	0.394	0.03430709	2.2004357	-3.683	0.12315456	974005236	ATAT1	alpha tubulin acetyltransferase 1
ILMN_1751411	0.394	0.03432968	2.2001416	-3.6835	0.0776658	142976732	CDON	cell adhesion associated, oncogene regulated
ILMN_1716053	0.394	0.03433193	-2.2001123	-3.6835	-0.27546553	312836804	AK2	adenylate kinase 2
ILMN_1675376	0.3944	0.03439352	2.1993111	-3.685	0.06689468	62865638	AURKC	aurora kinase C
ILMN_1780988	0.3944	0.03441521	-2.1990293	-3.6855	-0.1590908	333609273	FIGNL2	fidgetin like 2
ILMN_1811997	0.3944	0.0344193	2.1989762	-3.6856	0.1559139	523498727	RNF115	ring finger protein 115
ILMN_1685576	0.3945	0.03444917	-2.1985884	-3.6863	-0.32303133	NA		
ILMN_1671316	0.3945	0.03447378	-2.1982692	-3.6868	-0.22671845	168480146	JAG1	jagged 1
ILMN_1770892	0.3945	0.03450014	2.1979274	-3.6874	0.18122034	459683878	YY1	YY1 transcription factor
ILMN_1666480	0.3945	0.03452588	-2.1975939	-3.688	-0.24030386	221316619	CDC123	cell division cycle 123
ILMN_1693494	0.3945	0.03452816	-2.1975643	-3.6881	-0.11084064	NA		
ILMN_1746456	0.3945	0.03453654	2.1974558	-3.6883	0.06195462	NA		
ILMN_1757074	0.3948	0.03459133	-2.1967469	-3.6895	-0.31619399	310832405	GNG10	G protein subunit gamma 10
ILMN_1789240	0.3948	0.0346087	2.1965223	-3.6899	0.17589101	312596908	MLST8	MTOR associated protein, LST8 homolog
ILMN_1783695	0.3948	0.03461868	2.1963934	-3.6902	0.26006631	62241041	EPRS	glutamyl-prolyl-tRNA synthetase
ILMN_1776435	0.3952	0.03466724	2.1957662	-3.6913	0.33318175	112821689	GPRIN3	GPRIN family member 3
ILMN_1682323	0.3953	0.03469665	2.1953869	-3.692	0.1380332	154759256	DDX51	DEAD-box helicase 51
ILMN_1740597	0.3954	0.03474993	-2.1947003	-3.6932	-0.27335567	39995074	CDKN2D	cyclin dependent kinase inhibitor 2D
ILMN_1813361	0.3954	0.03476618	-2.1944911	-3.6936	-0.10728367	498917154	ANGPTL7	angiopoietin like 7
ILMN_1795344	0.3954	0.03477225	2.1944129	-3.6937	0.18779309	815890942	GOLIM4	golgi integral membrane protein 4
ILMN_1724169	0.3954	0.03477554	-2.1943707	-3.6938	-0.2163827	304282223	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
ILMN_1761166	0.3959	0.03485169	-2.1933915	-3.6955	-0.42410556	153792775	GPR171	G protein-coupled receptor 171
ILMN_1661689	0.3959	0.03488146	-2.1930093	-3.6962	-0.21564566	523498300	OTUD7B	OTU deubiquitinase 7B
ILMN_1728662	0.3959	0.03488611	2.1929497	-3.6963	0.33310953	586946389	ALDH3B1	aldehyde dehydrogenase 3 family member B1
ILMN_1785926	0.3959	0.03489118	2.1928845	-3.6964	0.22451279	564730573	ZNF621	zinc finger protein 621
ILMN_1815032	0.3961	0.03492741	2.1924199	-3.6973	0.05423065	525342676	SOX7	SRY-box 7
ILMN_1708964	0.3961	0.03495068	2.1921217	-3.6978	0.06494867	NA		
ILMN_1761911	0.3961	0.03496425	2.1919479	-3.6981	0.16432859	225690528	GORAB	golgin, RAB6 interacting
ILMN_1696549	0.3962	0.03498427	-2.1916915	-3.6986	-0.5520695	342307084	BIRC3	baculoviral IAP repeat containing 3
ILMN_1678831	0.3971	0.03509123	-2.1903241	-3.701	-0.09539644	254039636	GCC2	GRIP and coiled-coil domain containing 2
ILMN_1810085	0.3971	0.03512384	2.189908	-3.7017	0.18598593	148612852	ABCF3	ATP binding cassette subfamily F member 3
ILMN_1705392	0.3971	0.03514566	2.1896298	-3.7022	0.12772013	51173726	SMAD1	SMAD family member 1
ILMN_1659763	0.3971	0.03514617	-2.1896232	-3.7023	-0.25920743	747811803	ERMN	ermin
ILMN_1666618	0.3971	0.03519803	-2.1889626	-3.7034	-0.19898338	380034208	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1
ILMN_1769107	0.3971	0.03519877	2.1889531	-3.7034	0.1806531	281427106	TMEM86B	transmembrane protein 86B
ILMN_1789897	0.3971	0.0352437	2.1883814	-3.7045	0.06289912	255683309	FAM170A	family with sequence similarity 170 member A
ILMN_1691846	0.3971	0.0352544	-2.1882454	-3.7047	-0.93710307	181336848	G0S2	G0/G1 switch 2
ILMN_1658743	0.3971	0.03526682	-2.1880875	-3.705	-0.1422528	345842467	CCNDBP1	cyclin D1 binding protein 1
ILMN_1729161	0.3971	0.03529113	-2.1877786	-3.7055	-0.43368262	975830165	NOTCH1	notch 1
ILMN_1725338	0.3971	0.03530899	2.1875518	-3.7059	0.30027353	124107615	CLDN23	claudin 23
ILMN_1744046	0.3971	0.03531081	2.1875287	-3.706	0.13905399	189242611	DIAPH2	diaphanous related formin 2
ILMN_1659990	0.3971	0.03532284	-2.187376	-3.7063	-0.29697188	149192860	HILPDA	hypoxia inducible lipid droplet associated
ILMN_1741219	0.3971	0.03533362	2.1872392	-3.7065	0.18189192	194440689	RRAGB	Ras related GTP binding B
ILMN_1732575	0.3971	0.03536607	-2.1868277	-3.7072	-0.37668042	221316681	SEC14L1	SEC14 like lipid binding 1
ILMN_1811392	0.3971	0.03540198	-2.1863725	-3.708	-0.44011048	537361051	ARHGAP45	Rho GTPase activating protein 45
ILMN_1699737	0.3971	0.03540611	2.1863202	-3.7081	0.25271428	155722982	TRAP1	TNF receptor associated protein 1
ILMN_1748984	0.3971	0.03541113	-2.1862567	-3.7082	-0.06147768	NA		
ILMN_1680673	0.3971	0.035416	2.186195	-3.7084	0.20941411	38570155	NT5DC1	5'-nucleotidase domain containing 1
ILMN_1763144	0.3971	0.03543209	-2.1859913	-3.7087	-0.18421094	189217412	NEU1	neuraminidase 1 (lysosomal sialidase)
ILMN_1747412	0.3971	0.03544571	2.1858189	-3.709	0.13308993	375331939	DPP3	dipeptidyl peptidase 3
ILMN_1783598	0.3972	0.03547232	-2.1854824	-3.7096	-0.34808769	565324217	CAB39L	calcium binding protein 39 like
ILMN_1794349	0.3975	0.03553308	2.1847147	-3.711	0.13182714	255760023	XYLB	xylulokinase
ILMN_1674955	0.3975	0.03554052	2.1846208	-3.7112	0.08885741	302318894	SCP2	sterol carrier protein 2
ILMN_1783546	0.3975	0.03555006	2.1845004	-3.7114	0.20091374	338968895	NAXD	NAD(P)HX dehydratase
ILMN_1678690	0.3977	0.03558174	-2.1841007	-3.7121	-0.57108845	56550123	UPB1	beta-ureidopropionase 1
ILMN_1746941	0.3978	0.03562307	-2.1835799	-3.713	-0.17795384	498917227	HIPK3	homeodomain interacting protein kinase 3
ILMN_1657096	0.3978	0.0356773	-2.1828972	-3.7142	-0.07516254	84452149	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
ILMN_1791949	0.3978	0.035691	2.1827249	-3.7145	0.08472959	296080758	PGBD1	piggyBac transposable element derived 1
ILMN_1717154	0.3978	0.03571594	2.1824114	-3.7151	0.1313085	58374127	AQR	aquarius intron-binding spliceosomal factor
ILMN_1737036	0.3978	0.03571924	2.1823699	-3.7152	0.10061403	109148538	GGT7	gamma-glutamyltransferase 7
ILMN_1787186	0.3978	0.03574769	-2.1820124	-3.7158	-0.10308376	169234615	NOV	nephroblastoma overexpressed
ILMN_1678619	0.3978	0.03574919	2.1819937	-3.7158	0.15239355	92091576	TKFC	triokinase and FMN cyclase
ILMN_1680082	0.3978	0.03576413	2.1818061	-3.7162	0.06758248	NA		
ILMN_1780057	0.3978	0.03576419	2.1818053	-3.7162	0.25775865	213417819	RENBP	renin binding protein
ILMN_1771822	0.3978	0.03577556	-2.1816626	-3.7164	-0.05092776	1042838840	ARL6	ADP ribosylation factor like GTPase 6
ILMN_1679417	0.3978	0.03579437	2.1814266	-3.7168	0.06468311	359751384	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)
ILMN_1655491	0.398	0.03585482	2.180669	-3.7182	0.13499658	652698609	AHDC1	AT-hook DNA binding motif containing 1
ILMN_1793730	0.398	0.03586513	2.1805399	-3.7184	0.39078264	381388756	DCSTAMP	dendrocyte expressed seven transmembrane protein
ILMN_1801246	0.398	0.03587041	-2.1804737	-3.7185	-0.90994835	150010588	IFITM1	interferon induced transmembrane protein 1
ILMN_1699598	0.398	0.03587816	2.1803767	-3.7187	0.2214225	68799813	AP2M1	adaptor related protein complex 2 mu 1 subunit
ILMN_1680102	0.3984	0.03593238	2.1796985	-3.7199	0.24196375	367145069	C11orf45	chromosome 11 open reading frame 45
ILMN_1710243	0.3984	0.03595217	2.1794512	-3.7203	0.07740811	6912553	OR1F1	olfactory receptor family 1 subfamily F member 1
ILMN_1741970	0.3984	0.035973	2.179191	-3.7208	0.10218654	213972609	JUP	junction plakoglobin
ILMN_1784665	0.3984	0.03599006	-2.178978	-3.7212	-0.06688268	NA		
ILMN_1747019	0.3989	0.03605358	-2.1781857	-3.7226	-0.08025556	315434234	PDYN	prodynorphin
ILMN_1719254	0.3993	0.03610437	-2.1775531	-3.7237	-0.22078441	190341105	TRIM9	tripartite motif containing 9
ILMN_1735765	0.3997	0.03615752	2.176892	-3.7249	0.05958807	209571485	RAB14	RAB14, member RAS oncogene family
ILMN_1747184	0.3997	0.03618145	2.1765946	-3.7254	0.15484601	425876773	PUS7L	pseudouridylate synthase 7 like
