ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
29436	5.84e-01	1.52e-01	-1.45	-5.20345	-6.27e-02		
1931	5.84e-01	1.52e-01	-1.45	-5.20346	-9.44e-02	GRHL2	grainyhead like transcription factor 2
44296	5.84e-01	1.52e-01	1.45	-5.20385	6.88e-02	EIF3I	eukaryotic translation initiation factor 3 subunit I
37072	5.84e-01	1.52e-01	-1.45	-5.20389	-7.09e-02	CACNA1D	calcium voltage-gated channel subunit alpha1 D
25963	5.84e-01	1.52e-01	-1.44	-5.20411	-5.74e-02		
27145	5.84e-01	1.52e-01	-1.44	-5.20417	-1.99e-01		
36849	5.84e-01	1.52e-01	-1.44	-5.20418	-6.41e-02	TMEM127	transmembrane protein 127
23478	5.84e-01	1.52e-01	-1.44	-5.20419	-8.24e-02		
37394	5.84e-01	1.52e-01	1.44	-5.2042	4.79e-02	SVOP	SV2 related protein
20047	5.84e-01	1.52e-01	1.44	-5.20421	6.26e-02	TNRC18	trinucleotide repeat containing 18
22434	5.84e-01	1.52e-01	1.44	-5.20437	1.31e-01	SIX3	SIX homeobox 3
21990	5.85e-01	1.52e-01	1.44	-5.20448	5.56e-02	FAT4	FAT atypical cadherin 4
29076	5.85e-01	1.52e-01	-1.44	-5.20453	-8.72e-02	MARVELD3	MARVEL domain containing 3
3145	5.85e-01	1.52e-01	1.44	-5.2046	6.86e-02	MCTS1	MCTS1, re-initiation and release factor
29476	5.85e-01	1.52e-01	1.44	-5.2048	1.03e-01	LST1	leukocyte specific transcript 1
7149	5.85e-01	1.52e-01	-1.44	-5.20495	-1.82e-01	C22orf34	chromosome 22 open reading frame 34
4111	5.85e-01	1.52e-01	-1.44	-5.20496	-1.12e-01	TMEM132A	transmembrane protein 132A
33143	5.85e-01	1.52e-01	-1.44	-5.20501	-1.95e-01	PTX3	pentraxin 3
6638	5.85e-01	1.52e-01	1.44	-5.20507	1.10e-01		
27780	5.85e-01	1.52e-01	1.44	-5.20514	7.25e-02	SNHG20	small nucleolar RNA host gene 20
39119	5.85e-01	1.52e-01	-1.44	-5.20526	-4.68e-02		
21582	5.85e-01	1.52e-01	1.44	-5.20533	9.38e-02	CCL22	C-C motif chemokine ligand 22
14083	5.85e-01	1.52e-01	-1.44	-5.20539	-1.31e-01	PLIN5	perilipin 5
21480	5.85e-01	1.52e-01	-1.44	-5.20543	-1.00e-01	NEK1	NIMA related kinase 1
8703	5.85e-01	1.53e-01	-1.44	-5.20563	-6.40e-02	ANKEF1	ankyrin repeat and EF-hand domain containing 1
19513	5.85e-01	1.53e-01	1.44	-5.20565	1.02e-01	PER3	period circadian clock 3
33696	5.85e-01	1.53e-01	-1.44	-5.20572	-5.62e-02	CDH23	cadherin-related 23
7464	5.85e-01	1.53e-01	1.44	-5.20573	4.23e-02	ELAVL4	ELAV like neuron-specific RNA binding protein 4
12873	5.85e-01	1.53e-01	-1.44	-5.2058	-1.12e-01	SUN1	Sad1 and UNC84 domain containing 1
26316	5.85e-01	1.53e-01	1.44	-5.20585	8.18e-02	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6
740	5.85e-01	1.53e-01	1.44	-5.20587	6.52e-02	TCAF2	TRPM8 channel associated factor 2
44546	5.85e-01	1.53e-01	1.44	-5.20587	4.90e-02		
33166	5.85e-01	1.53e-01	-1.44	-5.206	-6.72e-02	CACTIN	cactin, spliceosome C complex subunit
16825	5.85e-01	1.53e-01	1.44	-5.20624	7.39e-02	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
45105	5.85e-01	1.53e-01	1.44	-5.20625	6.91e-02	SLCO2B1	solute carrier organic anion transporter family member 2B1
44831	5.85e-01	1.53e-01	1.44	-5.20628	1.62e-01	TAF15	TATA-box binding protein associated factor 15
44225	5.85e-01	1.53e-01	1.44	-5.20661	5.62e-02	LOC103344931	uncharacterized LOC103344931
18116	5.85e-01	1.53e-01	-1.44	-5.20691	-5.84e-02	ZNF484	zinc finger protein 484
37496	5.85e-01	1.53e-01	1.44	-5.20691	5.35e-02	NLRP8	NLR family pyrin domain containing 8
3547	5.85e-01	1.53e-01	1.44	-5.20702	5.94e-02	PLAT	plasminogen activator, tissue type
42885	5.85e-01	1.53e-01	1.44	-5.20721	1.53e-01	FCRLA	Fc receptor like A
36925	5.85e-01	1.53e-01	-1.44	-5.20722	-9.31e-02		
20187	5.85e-01	1.53e-01	-1.44	-5.20775	-4.24e-02		
745	5.85e-01	1.53e-01	1.44	-5.20777	6.07e-02	KCNK3	potassium two pore domain channel subfamily K member 3
6968	5.85e-01	1.53e-01	1.44	-5.20777	5.86e-02	TERF1	telomeric repeat binding factor 1
35397	5.85e-01	1.53e-01	-1.44	-5.20782	-1.16e-01	SSBP4	single stranded DNA binding protein 4
36431	5.85e-01	1.53e-01	-1.44	-5.20788	-6.91e-02	ZNF678	zinc finger protein 678
39275	5.85e-01	1.53e-01	1.44	-5.20789	7.46e-02	PAXBP1-AS1	PAXBP1 antisense RNA 1
997	5.85e-01	1.53e-01	-1.44	-5.208	-1.08e-01	SMAP2	small ArfGAP2
44832	5.85e-01	1.53e-01	1.44	-5.20804	1.25e-01	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
44352	5.85e-01	1.53e-01	-1.44	-5.20809	-5.86e-02	FAM134A	family with sequence similarity 134 member A
29189	5.85e-01	1.53e-01	-1.44	-5.2081	-4.64e-02		
9594	5.86e-01	1.53e-01	1.44	-5.20848	3.82e-01	MCAT	malonyl-CoA-acyl carrier protein transacylase
41940	5.86e-01	1.53e-01	-1.44	-5.20852	-9.12e-02	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
32323	5.86e-01	1.53e-01	-1.44	-5.20867	-1.51e-01	CD9	CD9 molecule
31458	5.86e-01	1.53e-01	-1.44	-5.20873	-1.06e-01		
2939	5.86e-01	1.53e-01	1.44	-5.2088	7.40e-02	CRHR2	corticotropin releasing hormone receptor 2
28940	5.86e-01	1.53e-01	1.44	-5.20904	6.66e-02	LINC00602	long intergenic non-protein coding RNA 602
45116	5.86e-01	1.53e-01	-1.44	-5.20908	-4.31e-02	ARHGEF4	Rho guanine nucleotide exchange factor 4
5952	5.86e-01	1.53e-01	1.44	-5.20927	2.13e-01	IFI6	interferon alpha inducible protein 6
14075	5.86e-01	1.53e-01	1.44	-5.20948	5.93e-02	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)
11433	5.86e-01	1.53e-01	-1.44	-5.20968	-1.13e-01		
21067	5.86e-01	1.53e-01	1.44	-5.20969	3.76e-02	SIM2	single-minded family bHLH transcription factor 2
31557	5.86e-01	1.53e-01	-1.44	-5.20971	-9.51e-02	BCL10	B-cell CLL/lymphoma 10
27608	5.86e-01	1.53e-01	-1.44	-5.20982	-8.44e-02	IGF1R	insulin like growth factor 1 receptor
36487	5.86e-01	1.53e-01	-1.44	-5.20993	-4.90e-02	SCP2D1	SCP2 sterol binding domain containing 1
43307	5.86e-01	1.53e-01	1.44	-5.21	6.56e-02	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
21423	5.86e-01	1.53e-01	1.44	-5.21001	4.30e-02	NRTN	neurturin
16517	5.86e-01	1.53e-01	1.44	-5.21022	5.48e-02	TSN	translin
21944	5.86e-01	1.53e-01	1.44	-5.21023	9.59e-02	DNM1	dynamin 1
20312	5.86e-01	1.54e-01	-1.44	-5.21038	-7.30e-02	SCAMP1-AS1	SCAMP1 antisense RNA 1
43635	5.86e-01	1.54e-01	-1.44	-5.21038	-4.11e-02		
25054	5.86e-01	1.54e-01	1.44	-5.21039	6.98e-02		
2185	5.86e-01	1.54e-01	1.44	-5.21043	3.87e-02		
38634	5.86e-01	1.54e-01	-1.44	-5.2106	-1.09e-01	RNPC3	RNA binding region (RNP1, RRM) containing 3
18332	5.86e-01	1.54e-01	-1.44	-5.21061	-1.37e-01	AKAP9	A-kinase anchoring protein 9
32662	5.86e-01	1.54e-01	-1.44	-5.21074	-1.60e-01	HAGHL	hydroxyacylglutathione hydrolase-like
5088	5.86e-01	1.54e-01	1.44	-5.21082	7.51e-02	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
28841	5.86e-01	1.54e-01	1.44	-5.21118	1.61e-01	IL6	interleukin 6
32958	5.86e-01	1.54e-01	-1.44	-5.2112	-8.64e-02	RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2
28316	5.86e-01	1.54e-01	1.44	-5.21125	1.18e-01	PTGS2	prostaglandin-endoperoxide synthase 2
1911	5.86e-01	1.54e-01	-1.44	-5.21128	-2.65e-01	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
30771	5.86e-01	1.54e-01	-1.44	-5.21143	-1.01e-01	SMAP2	small ArfGAP2
7162	5.86e-01	1.54e-01	1.44	-5.21145	9.22e-02	NUDT19	nudix hydrolase 19
27183	5.87e-01	1.54e-01	1.44	-5.21177	1.81e-01	CHML	CHM like, Rab escort protein 2
33644	5.87e-01	1.54e-01	-1.44	-5.21184	-9.16e-02	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1
11303	5.87e-01	1.54e-01	-1.44	-5.21187	-4.30e-02	POTEE	POTE ankyrin domain family member E
742	5.87e-01	1.54e-01	-1.44	-5.21192	-8.34e-02	FGFR2	fibroblast growth factor receptor 2
37324	5.87e-01	1.54e-01	1.44	-5.21193	6.55e-02	DDB2	damage specific DNA binding protein 2
43193	5.87e-01	1.54e-01	1.44	-5.21195	1.07e-01	TRIM34	tripartite motif containing 34
4985	5.87e-01	1.54e-01	-1.44	-5.21203	-4.33e-02	MARK1	microtubule affinity regulating kinase 1
16665	5.87e-01	1.54e-01	-1.44	-5.21205	-5.89e-02	CCDC12	coiled-coil domain containing 12
11950	5.87e-01	1.54e-01	1.44	-5.21216	1.77e-01	CD28	CD28 molecule
29569	5.87e-01	1.54e-01	1.44	-5.21267	1.26e-01	HLA-DPB2	major histocompatibility complex, class II, DP beta 2 (pseudogene)
836	5.87e-01	1.54e-01	-1.44	-5.21268	-1.87e-01		
27388	5.87e-01	1.54e-01	-1.44	-5.21278	-8.12e-02	TNNI1	troponin I1, slow skeletal type
34628	5.87e-01	1.54e-01	-1.44	-5.21279	-1.50e-01	CFAP43	cilia and flagella associated protein 43
41806	5.87e-01	1.54e-01	-1.44	-5.213	-7.51e-02	IFNA8	interferon alpha 8
17415	5.87e-01	1.54e-01	1.44	-5.21304	3.46e-02	ERV9-1	endogenous retrovirus group 9 member 1
36119	5.87e-01	1.54e-01	1.44	-5.21309	5.45e-02		
25979	5.87e-01	1.54e-01	-1.44	-5.21348	-9.24e-02	PPP3CA	protein phosphatase 3 catalytic subunit alpha
42828	5.87e-01	1.54e-01	1.44	-5.21358	7.79e-02	HAAO	3-hydroxyanthranilate 3,4-dioxygenase
45042	5.87e-01	1.54e-01	1.44	-5.21385	5.18e-02		
11517	5.87e-01	1.54e-01	-1.44	-5.21395	-6.13e-02	NUMB	NUMB, endocytic adaptor protein
11272	5.87e-01	1.54e-01	-1.44	-5.21401	-4.94e-02		
36683	5.87e-01	1.54e-01	1.44	-5.21407	6.74e-02	SNHG6	small nucleolar RNA host gene 6
12610	5.87e-01	1.54e-01	1.44	-5.21418	6.93e-02	SNAPC5	small nuclear RNA activating complex polypeptide 5
22063	5.87e-01	1.54e-01	1.44	-5.2142	8.19e-02	GLTPD2	glycolipid transfer protein domain containing 2
5768	5.87e-01	1.54e-01	1.44	-5.21435	6.90e-02	PMPCB	peptidase, mitochondrial processing beta subunit
13017	5.87e-01	1.54e-01	-1.44	-5.21438	-6.67e-02		
45034	5.88e-01	1.54e-01	-1.44	-5.21475	-3.16e-01	CCL2	C-C motif chemokine ligand 2
19631	5.88e-01	1.54e-01	1.44	-5.21485	5.33e-02	DCBLD1	discoidin, CUB and LCCL domain containing 1
17516	5.88e-01	1.54e-01	1.44	-5.21487	6.02e-02		
33811	5.88e-01	1.54e-01	-1.44	-5.21501	-8.47e-02		
15067	5.88e-01	1.54e-01	1.44	-5.21501	1.09e-01	BTN3A1	butyrophilin subfamily 3 member A1
16719	5.88e-01	1.55e-01	-1.44	-5.21529	-9.27e-02	TBXAS1	thromboxane A synthase 1
43961	5.88e-01	1.55e-01	-1.44	-5.21547	-6.12e-02	RASSF6	Ras association domain family member 6
31218	5.88e-01	1.55e-01	-1.44	-5.2155	-9.30e-02		
29435	5.88e-01	1.55e-01	1.44	-5.21559	6.18e-02	ZBTB21	zinc finger and BTB domain containing 21
19461	5.88e-01	1.55e-01	-1.44	-5.21561	-1.97e-01		
21852	5.88e-01	1.55e-01	1.44	-5.21578	8.52e-02	C20orf197	chromosome 20 open reading frame 197
41583	5.88e-01	1.55e-01	1.44	-5.21587	6.29e-02	DCUN1D2	defective in cullin neddylation 1 domain containing 2
34417	5.88e-01	1.55e-01	-1.44	-5.21591	-7.28e-02	LOC389705	chromosome 4 open reading frame 27 pseudogene
28683	5.88e-01	1.55e-01	-1.44	-5.21595	-1.29e-01	CENPF	centromere protein F
24642	5.88e-01	1.55e-01	1.44	-5.21617	5.17e-02	FXYD4	FXYD domain containing ion transport regulator 4
36638	5.88e-01	1.55e-01	1.44	-5.21626	1.45e-01	IL6	interleukin 6
25500	5.88e-01	1.55e-01	1.44	-5.21644	5.96e-02	DIMT1	DIM1 dimethyladenosine transferase 1 homolog
24914	5.88e-01	1.55e-01	1.44	-5.21651	2.66e-01	SH2D2A	SH2 domain containing 2A
14021	5.88e-01	1.55e-01	1.44	-5.21653	4.90e-02	TERF1	telomeric repeat binding factor 1
14521	5.88e-01	1.55e-01	1.44	-5.21657	7.94e-02	FAM111A	family with sequence similarity 111 member A
33856	5.88e-01	1.55e-01	-1.44	-5.21669	-5.45e-02		
40443	5.88e-01	1.55e-01	1.44	-5.21677	1.15e-01		
29487	5.88e-01	1.55e-01	-1.44	-5.21683	-7.02e-02	ZDHHC13	zinc finger DHHC-type containing 13
44485	5.88e-01	1.55e-01	-1.44	-5.21687	-1.31e-01	HSPA6	heat shock protein family A (Hsp70) member 6
3284	5.88e-01	1.55e-01	-1.44	-5.21689	-9.11e-02	TFEC	transcription factor EC
15174	5.88e-01	1.55e-01	1.44	-5.21691	6.86e-02	SLC9B1	solute carrier family 9 member B1
7653	5.88e-01	1.55e-01	-1.44	-5.21693	-8.11e-02	TMEM150C	transmembrane protein 150C
36973	5.88e-01	1.55e-01	1.44	-5.21698	8.49e-02	EVI5	ecotropic viral integration site 5
1328	5.88e-01	1.55e-01	-1.44	-5.21706	-8.96e-02	FILIP1	filamin A interacting protein 1
27149	5.88e-01	1.55e-01	-1.44	-5.21724	-1.12e-01	MAMDC2	MAM domain containing 2
33107	5.88e-01	1.55e-01	1.44	-5.21755	6.19e-02	FAM210A	family with sequence similarity 210 member A
26435	5.88e-01	1.55e-01	1.43	-5.21769	6.14e-02	HNRNPD	heterogeneous nuclear ribonucleoprotein D
8871	5.88e-01	1.55e-01	-1.43	-5.21774	-7.77e-02	MPPE1	metallophosphoesterase 1
28726	5.89e-01	1.55e-01	-1.43	-5.21786	-5.70e-02	COBLL1	cordon-bleu WH2 repeat protein like 1
28814	5.89e-01	1.55e-01	-1.43	-5.21789	-1.51e-01	IL33	interleukin 33
35195	5.89e-01	1.55e-01	1.43	-5.21801	5.74e-02	ABCB10	ATP binding cassette subfamily B member 10
21932	5.89e-01	1.55e-01	-1.43	-5.21839	-6.24e-02	ITPKB	inositol-trisphosphate 3-kinase B
8067	5.89e-01	1.55e-01	1.43	-5.21846	4.73e-02	GPC6	glypican 6
4934	5.89e-01	1.55e-01	1.43	-5.21852	6.73e-02	ZNF543	zinc finger protein 543
944	5.89e-01	1.55e-01	1.43	-5.21856	5.60e-02	CCDC77	coiled-coil domain containing 77
36457	5.89e-01	1.55e-01	-1.43	-5.2187	-8.66e-02	C9orf3	chromosome 9 open reading frame 3
14017	5.89e-01	1.55e-01	-1.43	-5.21877	-7.14e-02	UBQLNL	ubiquilin-like
42277	5.89e-01	1.55e-01	1.43	-5.21882	1.43e-01	IL6	interleukin 6
30273	5.89e-01	1.55e-01	-1.43	-5.21889	-9.27e-02		
20405	5.89e-01	1.55e-01	1.43	-5.21891	4.60e-02	SLC6A15	solute carrier family 6 member 15
28355	5.89e-01	1.55e-01	1.43	-5.21902	9.31e-02	VPS13B	vacuolar protein sorting 13 homolog B
43533	5.89e-01	1.55e-01	1.43	-5.21911	9.64e-02		
9891	5.89e-01	1.55e-01	1.43	-5.21914	6.50e-02	PAFAH2	platelet activating factor acetylhydrolase 2
14725	5.89e-01	1.55e-01	-1.43	-5.21922	-4.65e-02	VEZT	vezatin, adherens junctions transmembrane protein
2558	5.89e-01	1.55e-01	1.43	-5.21937	7.55e-02		
39240	5.89e-01	1.55e-01	-1.43	-5.21949	-9.29e-02		
27792	5.89e-01	1.55e-01	1.43	-5.21955	6.43e-02		
44603	5.89e-01	1.55e-01	-1.43	-5.21956	-6.62e-02	ZNF493	zinc finger protein 493
44014	5.89e-01	1.55e-01	-1.43	-5.21987	-1.40e-01	ZNF429	zinc finger protein 429
35942	5.89e-01	1.56e-01	-1.43	-5.21994	-2.76e-01	CD36	CD36 molecule
15173	5.89e-01	1.56e-01	-1.43	-5.22002	-1.89e-01	NFE2L3	nuclear factor, erythroid 2 like 3
16147	5.89e-01	1.56e-01	1.43	-5.2201	7.55e-02	GPR6	G protein-coupled receptor 6
4171	5.89e-01	1.56e-01	-1.43	-5.2202	-9.07e-02		
20435	5.89e-01	1.56e-01	-1.43	-5.22026	-1.21e-01	PLCH1	phospholipase C eta 1
43984	5.89e-01	1.56e-01	1.43	-5.22049	5.18e-02	RAP2C	RAP2C, member of RAS oncogene family
31870	5.89e-01	1.56e-01	-1.43	-5.22052	-1.49e-01		
21225	5.89e-01	1.56e-01	-1.43	-5.22052	-6.89e-02	C8orf37	chromosome 8 open reading frame 37
35275	5.89e-01	1.56e-01	-1.43	-5.22059	-1.32e-01	DEXI	Dexi homolog
3133	5.89e-01	1.56e-01	1.43	-5.2206	6.29e-02		
42557	5.89e-01	1.56e-01	-1.43	-5.22062	-4.30e-02		
28974	5.89e-01	1.56e-01	-1.43	-5.22073	-7.84e-02		
35365	5.89e-01	1.56e-01	-1.43	-5.22079	-7.09e-02	MTURN	maturin, neural progenitor differentiation regulator homolog (Xenopus)
15793	5.89e-01	1.56e-01	1.43	-5.22081	7.19e-02	HPRT1	hypoxanthine phosphoribosyltransferase 1
17639	5.89e-01	1.56e-01	1.43	-5.221	5.01e-02	CCDC66	coiled-coil domain containing 66
29986	5.89e-01	1.56e-01	-1.43	-5.22101	-5.53e-02	KIAA1107	KIAA1107
34437	5.89e-01	1.56e-01	1.43	-5.22102	8.35e-02	TRIM14	tripartite motif containing 14
19031	5.89e-01	1.56e-01	-1.43	-5.22113	-5.44e-02	COASY	Coenzyme A synthase
28222	5.89e-01	1.56e-01	1.43	-5.22128	4.89e-02		
31585	5.89e-01	1.56e-01	-1.43	-5.22144	-9.87e-02	EIF4B	eukaryotic translation initiation factor 4B
20439	5.89e-01	1.56e-01	-1.43	-5.22171	-2.97e-01	AGT	angiotensinogen
22516	5.89e-01	1.56e-01	1.43	-5.22172	1.12e-01		
12091	5.89e-01	1.56e-01	-1.43	-5.22176	-7.59e-02	C6orf1	chromosome 6 open reading frame 1
11017	5.89e-01	1.56e-01	-1.43	-5.22184	-5.41e-02	XIRP2	xin actin binding repeat containing 2
43083	5.89e-01	1.56e-01	-1.43	-5.22187	-1.28e-01		
37748	5.89e-01	1.56e-01	1.43	-5.2219	8.30e-02	ARHGAP9	Rho GTPase activating protein 9
41075	5.89e-01	1.56e-01	-1.43	-5.22193	-4.54e-02		
17971	5.89e-01	1.56e-01	-1.43	-5.22197	-6.73e-02	NETO2	neuropilin and tolloid like 2
33621	5.89e-01	1.56e-01	-1.43	-5.22207	-6.84e-02	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
44472	5.90e-01	1.56e-01	1.43	-5.22261	6.33e-02	RBFA	ribosome binding factor A (putative)
7251	5.90e-01	1.56e-01	1.43	-5.22268	5.92e-02	GNL1	G protein nucleolar 1 (putative)
2986	5.90e-01	1.56e-01	1.43	-5.22271	7.93e-02		
34625	5.90e-01	1.56e-01	1.43	-5.22275	9.38e-02		
6746	5.90e-01	1.56e-01	1.43	-5.22312	8.50e-02	RPL22	ribosomal protein L22
34569	5.90e-01	1.56e-01	-1.43	-5.22313	-9.00e-02		
31088	5.90e-01	1.56e-01	-1.43	-5.22314	-7.04e-02	DAND5	DAN domain BMP antagonist family member 5
739	5.90e-01	1.56e-01	1.43	-5.22314	7.82e-02	SLC17A6	solute carrier family 17 member 6
3806	5.90e-01	1.56e-01	-1.43	-5.22324	-6.71e-02	JAK2	Janus kinase 2
15698	5.90e-01	1.56e-01	-1.43	-5.22327	-7.37e-02	SHARPIN	SHANK associated RH domain interactor
7139	5.90e-01	1.56e-01	1.43	-5.2234	4.39e-02	ZSCAN12	zinc finger and SCAN domain containing 12
35767	5.90e-01	1.56e-01	1.43	-5.22345	4.69e-02	TLL2	tolloid like 2
22971	5.90e-01	1.56e-01	1.43	-5.22352	4.42e-02		
36182	5.90e-01	1.56e-01	-1.43	-5.22364	-6.49e-02		
310	5.90e-01	1.56e-01	1.43	-5.22365	7.30e-02		
5211	5.90e-01	1.56e-01	1.43	-5.22368	6.52e-02	CDK9	cyclin dependent kinase 9
23480	5.90e-01	1.56e-01	-1.43	-5.22373	-6.40e-02		
7438	5.90e-01	1.56e-01	1.43	-5.22373	1.16e-01		
36420	5.90e-01	1.56e-01	-1.43	-5.22375	-6.30e-02	MRGBP	MRG/MORF4L binding protein
41613	5.90e-01	1.56e-01	1.43	-5.22376	6.71e-02		
12886	5.90e-01	1.56e-01	-1.43	-5.22381	-3.84e-02		
7076	5.90e-01	1.56e-01	1.43	-5.22394	5.90e-02		
17362	5.90e-01	1.56e-01	-1.43	-5.22412	-6.00e-02	ITGB3	integrin subunit beta 3
13737	5.90e-01	1.56e-01	1.43	-5.22443	6.73e-02		
26093	5.90e-01	1.57e-01	1.43	-5.22472	7.97e-02	C15orf52	chromosome 15 open reading frame 52
27430	5.90e-01	1.57e-01	1.43	-5.22482	9.34e-02	LOC101929229	uncharacterized LOC101929229
11054	5.90e-01	1.57e-01	1.43	-5.22491	6.45e-02	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma
19238	5.90e-01	1.57e-01	1.43	-5.22503	3.77e-02	KCNC1	potassium voltage-gated channel subfamily C member 1
23816	5.90e-01	1.57e-01	-1.43	-5.22522	-1.13e-01	ELF4	E74 like ETS transcription factor 4
38696	5.90e-01	1.57e-01	-1.43	-5.22523	-1.50e-01	ADGRA3	adhesion G protein-coupled receptor A3
13113	5.90e-01	1.57e-01	1.43	-5.22525	9.56e-02	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
8843	5.90e-01	1.57e-01	-1.43	-5.22533	-6.85e-02	NCOA5	nuclear receptor coactivator 5
15060	5.90e-01	1.57e-01	1.43	-5.22538	9.74e-02	LENG8	leukocyte receptor cluster member 8
17432	5.90e-01	1.57e-01	-1.43	-5.22542	-5.05e-02	GIPC2	GIPC PDZ domain containing family member 2
36287	5.91e-01	1.57e-01	1.43	-5.22559	5.65e-02	CD300LB	CD300 molecule like family member b
37063	5.91e-01	1.57e-01	1.43	-5.22564	7.42e-02	ACER3	alkaline ceramidase 3
42610	5.91e-01	1.57e-01	-1.43	-5.22572	-7.76e-02	TRAPPC11	trafficking protein particle complex 11
41056	5.91e-01	1.57e-01	-1.43	-5.22584	-7.26e-02	CCNA2	cyclin A2
16429	5.91e-01	1.57e-01	-1.43	-5.22595	-4.64e-02	ANGPTL8	angiopoietin like 8
9468	5.91e-01	1.57e-01	-1.43	-5.22604	-6.60e-02	STK11	serine/threonine kinase 11
16500	5.91e-01	1.57e-01	1.43	-5.22628	4.83e-02	ARHGEF25	Rho guanine nucleotide exchange factor 25
11058	5.91e-01	1.57e-01	1.43	-5.22654	7.61e-02	FAM13B	family with sequence similarity 13 member B
12248	5.91e-01	1.57e-01	1.43	-5.22655	5.60e-02	UNC5C	unc-5 netrin receptor C
1436	5.91e-01	1.57e-01	-1.43	-5.22665	-9.24e-02	CPM	carboxypeptidase M
3579	5.91e-01	1.57e-01	1.43	-5.22683	8.24e-02		
44285	5.91e-01	1.57e-01	1.43	-5.22688	5.15e-02		
4716	5.91e-01	1.57e-01	-1.43	-5.22688	-1.01e-01	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2
3788	5.91e-01	1.57e-01	1.43	-5.22699	4.36e-02	TNFSF8	tumor necrosis factor superfamily member 8
24047	5.91e-01	1.57e-01	1.43	-5.22718	8.00e-02		
23258	5.91e-01	1.57e-01	1.43	-5.22721	7.37e-02	LOC643733	caspase 4, apoptosis-related cysteine peptidase pseudogene
37468	5.91e-01	1.57e-01	-1.43	-5.22727	-9.34e-02	CENPQ	centromere protein Q
44872	5.91e-01	1.57e-01	1.43	-5.22794	6.32e-02		
39120	5.91e-01	1.57e-01	1.43	-5.22796	1.43e-01	IL6	interleukin 6
31844	5.91e-01	1.57e-01	1.43	-5.22799	8.20e-02	HLCS	holocarboxylase synthetase
36389	5.92e-01	1.57e-01	1.43	-5.22812	7.60e-02	DZIP1L	DAZ interacting zinc finger protein 1 like
8948	5.92e-01	1.57e-01	1.43	-5.22817	8.96e-02	PLA2G2D	phospholipase A2 group IID
34300	5.92e-01	1.57e-01	-1.43	-5.2282	-5.84e-02	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A
40667	5.92e-01	1.57e-01	-1.43	-5.2285	-6.13e-02	RIMKLB	ribosomal modification protein rimK like family member B
36417	5.92e-01	1.57e-01	-1.43	-5.22862	-8.07e-02	CDC42	cell division cycle 42
8103	5.92e-01	1.57e-01	-1.43	-5.22864	-5.89e-02	SEMA3A	semaphorin 3A
35939	5.92e-01	1.57e-01	-1.43	-5.22869	-8.84e-02	ZNF593	zinc finger protein 593
27298	5.92e-01	1.57e-01	-1.43	-5.22879	-8.60e-02	TTC30A	tetratricopeptide repeat domain 30A
15084	5.92e-01	1.57e-01	-1.43	-5.22891	-8.65e-02	MRFAP1L1	Morf4 family associated protein 1 like 1
20162	5.92e-01	1.57e-01	-1.43	-5.22918	-6.57e-02		
16640	5.92e-01	1.57e-01	1.43	-5.22918	5.19e-02	FLJ44715	uncharacterized LOC386671
12615	5.92e-01	1.57e-01	-1.43	-5.22928	-4.12e-02		
29114	5.92e-01	1.57e-01	-1.43	-5.22932	-8.52e-02	NDC1	NDC1 transmembrane nucleoporin
44663	5.92e-01	1.58e-01	-1.43	-5.22954	-1.81e-01	PTX3	pentraxin 3
11987	5.92e-01	1.58e-01	1.43	-5.22962	4.95e-02	IMMT	inner membrane mitochondrial protein
4136	5.92e-01	1.58e-01	-1.43	-5.22962	-8.36e-02	TTC37	tetratricopeptide repeat domain 37
33471	5.92e-01	1.58e-01	-1.43	-5.22969	-1.01e-01	KLHL8	kelch like family member 8
44767	5.92e-01	1.58e-01	-1.43	-5.22981	-3.05e-01	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
44951	5.92e-01	1.58e-01	-1.43	-5.2299	-8.28e-02	AGBL1	ATP/GTP binding protein like 1
27302	5.92e-01	1.58e-01	1.43	-5.22996	7.07e-02	FGL1	fibrinogen like 1
41844	5.92e-01	1.58e-01	-1.43	-5.22997	-4.00e-02		
30634	5.92e-01	1.58e-01	-1.43	-5.22999	-2.16e-01	TBX1	T-box 1
16076	5.92e-01	1.58e-01	1.43	-5.22999	3.87e-02	DEFB105B	defensin beta 105B
18674	5.92e-01	1.58e-01	-1.43	-5.2303	-7.05e-02		
7221	5.92e-01	1.58e-01	1.43	-5.23034	9.24e-02		
