GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
100132929	8.10e-02	6.10e-03	0.935	2.742478	2.564165	678.72	FAM25BP	protein FAM25
219402	8.10e-02	6.09e-03	1.56	-2.742991	-4.278074	44.5	MTIF3	mitochondrial translational initiation factor 3
25829	8.10e-02	6.11e-03	1.679	-2.741584	-4.604245	41.46	TMEM184B	transmembrane protein 184B
23198	8.24e-02	6.23e-03	1.368	-2.735203	-3.74203	22.03	PSME4	proteasome activator subunit 4
128240	8.25e-02	6.25e-03	1.479	-2.734529	-4.044318	18.54	NAXE	NAD(P)HX epimerase
170506	8.30e-02	6.30e-03	1.597	-2.731725	-4.363429	27.74	DHX36	DEAH-box helicase 36
1856	8.33e-02	6.33e-03	1.206	-2.729931	-3.293283	6.17	DVL2	dishevelled segment polarity protein 2
3039	8.35e-02	6.36e-03	0.859	2.728702	2.343976	1141.97	HBA1	hemoglobin subunit alpha 1
440138	8.39e-02	6.41e-03	1.25	-2.72615	-3.406532	9.21	ALG11	ALG11 alpha-1,2-mannosyltransferase
83658	8.39e-02	6.40e-03	0.87	2.726408	2.371719	88.11	DYNLRB1	dynein light chain roadblock-type 1
729759	8.41e-02	6.43e-03	1.305	2.724801	3.555789	59.17	OR4F29	olfactory receptor family 4 subfamily F member 29
401428	8.42e-02	6.48e-03	1.231	2.72259	3.351974	145.67	OR2A20P	olfactory receptor family 2 subfamily A member 20 pseudogene
57604	8.42e-02	6.46e-03	1.408	2.72352	3.833592	12.99	TRMT9B	tRNA methyltransferase 9B (putative)
22905	8.42e-02	6.48e-03	1.607	-2.72246	-4.37616	37.43	EPN2	epsin 2
390327	8.44e-02	6.50e-03	1.998	2.721411	5.436298	103.14	OR6C70	olfactory receptor family 6 subfamily C member 70
102724563	8.48e-02	6.55e-03	1.561	2.718945	4.24415	54.95	LOC102724563	transcription factor E2F6-like
3449	8.49e-02	6.56e-03	1.239	2.718225	3.367689	43.5	IFNA16	interferon alpha 16
102724865	8.49e-02	6.58e-03	1.561	2.717475	4.241857	54.87	LOC102724865	replaced by ID 100420178
729877	8.51e-02	6.60e-03	1.256	2.716301	3.411155	38.3	TBC1D3H	TBC1 domain family member 3H
1512	8.51e-02	6.62e-03	1.041	2.715557	2.827414	785.94	CTSH	cathepsin H
23526	8.56e-02	6.67e-03	1.273	-2.713049	-3.452821	33.73	ARHGAP45	Rho GTPase activating protein 45
90550	8.62e-02	6.74e-03	1.317	2.70925	3.566827	177.26	MCU	mitochondrial calcium uniporter
79890	8.62e-02	6.75e-03	1.492	-2.709145	-4.042909	9.45	RIN3	Ras and Rab interactor 3
11345	8.62e-02	6.75e-03	0.647	2.709055	1.751921	3537.11	GABARAPL2	GABA type A receptor associated protein like 2
729438	8.65e-02	6.78e-03	1.217	2.707629	3.296067	685.1	CASTOR2	cytosolic arginine sensor for mTORC1 subunit 2
100463486	8.73e-02	6.87e-03	1.722	2.703319	4.654641	297.39	MTRNR2L8	MT-RNR2 like 8 (pseudogene)
10436	8.73e-02	6.86e-03	0.988	-2.703638	-2.67249	39.24	EMG1	EMG1 N1-specific pseudouridine methyltransferase
353137	8.75e-02	6.89e-03	0.755	2.702037	2.039448	16371.29	LCE1F	late cornified envelope 1F
1028	8.76e-02	6.91e-03	1.591	2.701121	4.296613	108.84	CDKN1C	cyclin dependent kinase inhibitor 1C
7767	8.76e-02	6.93e-03	1.194	2.700339	3.224048	98.04	ZNF224	zinc finger protein 224
7918	8.78e-02	6.95e-03	1.39	-2.699153	-3.750695	11.7	GPANK1	G-patch domain and ankyrin repeats 1
81566	8.80e-02	6.99e-03	0.954	2.697156	2.573081	32.32	CSRNP2	cysteine and serine rich nuclear protein 2
11066	8.80e-02	6.99e-03	1.42	2.697288	3.828846	29.42	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35
27430	8.82e-02	7.02e-03	1.684	-2.696123	-4.541332	41.02	MAT2B	methionine adenosyltransferase 2B
7062	8.82e-02	7.04e-03	0.975	2.694995	2.62765	1311.75	TCHH	trichohyalin
10273	8.82e-02	7.03e-03	1.32	2.695501	3.558316	389.72	STUB1	STIP1 homology and U-box containing protein 1
10079	8.90e-02	7.11e-03	1.32	-2.691546	-3.553639	16.62	ATP9A	ATPase phospholipid transporting 9A (putative)
9698	8.92e-02	7.16e-03	1.559	-2.689475	-4.192673	43.9	PUM1	pumilio RNA binding family member 1
51092	8.92e-02	7.15e-03	1.58	-2.689806	-4.248776	58.44	SIDT2	SID1 transmembrane family member 2
84000	9.00e-02	7.23e-03	0.936	2.686097	2.512964	1092.4	TMPRSS13	transmembrane serine protease 13
128710	9.03e-02	7.27e-03	0.946	2.684232	2.539212	187.19	SLX4IP	SLX4 interacting protein
4055	9.05e-02	7.30e-03	1.566	-2.682947	-4.202459	72.84	LTBR	lymphotoxin beta receptor
171177	9.13e-02	7.37e-03	1.461	-2.679708	-3.914993	49.62	RHOV	ras homolog family member V
415116	9.17e-02	7.41e-03	1.335	-2.677658	-3.573931	157.94	PIM3	Pim-3 proto-oncogene, serine/threonine kinase
9415	9.25e-02	7.49e-03	1.443	2.67422	3.859943	423.41	FADS2	fatty acid desaturase 2
53349	9.30e-02	7.55e-03	1.477	-2.671671	-3.945802	19.76	ZFYVE1	zinc finger FYVE-type containing 1
343930	9.39e-02	7.63e-03	1.894	2.668009	5.053915	85.98	MSGN1	mesogenin 1
56910	9.47e-02	7.71e-03	1.191	2.664493	3.174257	638.29	STARD7	StAR related lipid transfer domain containing 7
730005	9.49e-02	7.74e-03	1.23	2.663267	3.276845	267.54	SEC14L6	SEC14 like lipid binding 6
8013	9.56e-02	7.81e-03	1.258	-2.660168	-3.345759	16.99	NR4A3	nuclear receptor subfamily 4 group A member 3
63925	9.56e-02	7.82e-03	1.193	-2.659864	-3.17363	4.45	ZNF335	zinc finger protein 335
55907	9.69e-02	7.95e-03	1.575	-2.654208	-4.181596	42.41	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase
84309	9.69e-02	7.95e-03	1.476	-2.654121	-3.916382	8.72	NUDT16L1	nudix hydrolase 16 like 1
91664	9.73e-02	7.99e-03	1.166	2.652305	3.093118	55.61	ZNF845	zinc finger protein 845
55699	9.77e-02	8.05e-03	1.509	-2.650128	-3.999251	40.9	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial
606724	9.77e-02	8.05e-03	1.525	2.649766	4.04151	121.04	LOC606724	coronin 1A pseudogene
121536	9.79e-02	8.08e-03	1.234	-2.648595	-3.269663	26.83	AEBP2	AE binding protein 2
56063	9.82e-02	8.12e-03	1.572	-2.646833	-4.159501	8.95	TMEM234	transmembrane protein 234
5868	9.86e-02	8.17e-03	0.852	2.64502	2.254854	1448.9	RAB5A	RAB5A, member RAS oncogene family
5603	9.86e-02	8.19e-03	0.97	2.644012	2.565882	187.8	MAPK13	mitogen-activated protein kinase 13
9919	9.86e-02	8.19e-03	1.339	-2.644187	-3.540072	73.9	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor
401447	9.90e-02	8.25e-03	1.418	2.641467	3.746312	64.69	USP17L1	ubiquitin specific peptidase 17 like family member 1
79665	9.90e-02	8.25e-03	1.245	-2.64176	-3.289384	12.14	DHX40	DEAH-box helicase 40
64121	9.96e-02	8.32e-03	1.443	-2.638858	-3.80814	44.18	RRAGC	Ras related GTP binding C
6187	9.97e-02	8.33e-03	0.844	2.638228	2.225739	281	RPS2	ribosomal protein S2
3005	9.98e-02	8.36e-03	0.82	2.637161	2.162763	1393.1	H1-0	H1.0 linker histone
23511	1.00e-01	8.44e-03	1.599	-2.633869	-4.211519	29.18	NUP188	nucleoporin 188
144501	1.00e-01	8.42e-03	0.564	2.634932	1.486021	7235.57	KRT80	keratin 80
26118	1.00e-01	8.45e-03	1.317	-2.633591	-3.469533	43.19	WSB1	WD repeat and SOCS box containing 1
10780	1.00e-01	8.45e-03	1.169	2.633577	3.079098	64.97	ZNF234	zinc finger protein 234
55656	1.01e-01	8.53e-03	1.304	-2.630173	-3.43078	74.66	INTS8	integrator complex subunit 8
3848	1.01e-01	8.53e-03	1.189	2.630154	3.126908	889.32	KRT1	keratin 1
677774	1.01e-01	8.65e-03	1.619	2.625405	4.251523	63.61	SCARNA1	small Cajal body-specific RNA 1
91137	1.01e-01	8.62e-03	1.532	-2.626765	-4.025382	40.54	SLC25A46	solute carrier family 25 member 46
2309	1.01e-01	8.65e-03	0.868	2.625393	2.279277	2458.7	FOXO3	forkhead box O3
55810	1.01e-01	8.62e-03	1.691	2.626743	4.44307	260.35	FOXJ2	forkhead box J2
2012	1.01e-01	8.65e-03	1.208	-2.625739	-3.173	582.43	EMP1	epithelial membrane protein 1
7109	1.01e-01	8.61e-03	1.376	-2.627289	-3.616141	18.97	TRAPPC10	trafficking protein particle complex subunit 10
23394	1.03e-01	8.78e-03	1.388	-2.620392	-3.637448	14.16	ADNP	activity dependent neuroprotector homeobox
162	1.03e-01	8.81e-03	1.396	-2.619411	-3.656663	42.71	AP1B1	adaptor related protein complex 1 subunit beta 1
4695	1.03e-01	8.83e-03	1.395	-2.618414	-3.652669	35.63	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
23075	1.03e-01	8.88e-03	1.031	2.616708	2.697797	519.53	SWAP70	switching B cell complex subunit SWAP70
2564	1.04e-01	8.92e-03	1.42	-2.615235	-3.714937	11.27	GABRE	gamma-aminobutyric acid type A receptor subunit epsilon
388951	1.04e-01	8.94e-03	1.653	-2.614329	-4.320736	9.31	TSPYL6	TSPY like 6
4204	1.04e-01	9.00e-03	1.751	-2.612178	-4.575196	27	MECP2	methyl-CpG binding protein 2
8665	1.05e-01	9.11e-03	0.773	2.607724	2.014623	978.6	EIF3F	eukaryotic translation initiation factor 3 subunit F
84650	1.05e-01	9.11e-03	1.595	-2.607915	-4.160262	23	EBPL	EBP like
7027	1.06e-01	9.18e-03	1.414	-2.605176	-3.682957	21.39	TFDP1	transcription factor Dp-1
84725	1.07e-01	9.27e-03	1.278	2.601978	3.324698	437.02	PLEKHA8	pleckstrin homology domain containing A8
55863	1.07e-01	9.26e-03	1.281	-2.602383	-3.334306	14.82	TMEM126B	transmembrane protein 126B
440243	1.08e-01	9.41e-03	1.746	2.596695	4.532732	43.82	GOLGA6L22	golgin A6 family like 22
102800317	1.08e-01	9.41e-03	0.754	2.596749	1.957182	827.36	TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough
1454	1.08e-01	9.41e-03	0.754	2.596953	1.95752	827.33	CSNK1E	casein kinase 1 epsilon
51300	1.08e-01	9.45e-03	1.38	-2.595363	-3.58196	29.07	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
645644	1.09e-01	9.51e-03	1.157	2.593014	3.000397	59.41	FLJ42627	uncharacterized LOC645644
84865	1.09e-01	9.56e-03	1.459	2.591491	3.781557	36.7	CCDC142	coiled-coil domain containing 142
4074	1.09e-01	9.55e-03	1.622	-2.591891	-4.204704	43.89	M6PR	mannose-6-phosphate receptor, cation dependent
3985	1.10e-01	9.68e-03	1.6	-2.586889	-4.137851	187.03	LIMK2	LIM domain kinase 2
79142	1.10e-01	9.71e-03	1.26	-2.585934	-3.259394	30.2	PHF23	PHD finger protein 23
10156	1.10e-01	9.73e-03	0.984	2.585372	2.544065	118.99	RASA4	RAS p21 protein activator 4
105379283	1.11e-01	9.79e-03	1.18	-2.583329	-3.047202	29.28	LOC105379283	uncharacterized LOC105379283
677802	1.11e-01	9.79e-03	1.18	-2.583329	-3.047202	29.28	SNORA14B	small nucleolar RNA, H/ACA box 14B
23507	1.11e-01	9.83e-03	1.488	-2.581714	-3.841296	11.86	LRRC8B	leucine rich repeat containing 8 VRAC subunit B
353139	1.11e-01	9.88e-03	0.747	2.579865	1.926703	8036.19	LCE2A	late cornified envelope 2A
285172	1.11e-01	9.90e-03	1.39	-2.579339	-3.584476	39.55	HYCC2	hyccin PI4KA lipid kinase complex subunit 2
3665	1.11e-01	9.87e-03	1.53	-2.580268	-3.947035	17.64	IRF7	interferon regulatory factor 7
5911	1.11e-01	9.87e-03	1.43	2.580193	3.690397	661.47	RAP2A	RAP2A, member of RAS oncogene family
55889	1.11e-01	9.86e-03	1.015	2.58073	2.620103	9.08	GOLGA6B	golgin A6 family member B
9351	1.11e-01	9.82e-03	1.335	2.582145	3.447924	405.62	NHERF2	NHERF family PDZ scaffold protein 2
284023	1.11e-01	9.91e-03	1.066	2.57888	2.749076	220.74	RNF227	ring finger protein 227
79009	1.11e-01	9.95e-03	1.392	-2.577451	-3.587618	7.58	DDX50	DExD-box helicase 50
51366	1.11e-01	1.00e-02	1.612	-2.575586	-4.152755	31.1	UBR5	ubiquitin protein ligase E3 component n-recognin 5
65124	1.11e-01	1.00e-02	1.126	2.575034	2.898235	322.15	SOWAHC	sosondowah ankyrin repeat domain family member C
81542	1.12e-01	1.00e-02	1.567	-2.574138	-4.033378	46.88	TMX1	thioredoxin related transmembrane protein 1
645836	1.12e-01	1.01e-02	1.409	2.573417	3.625725	68.14	USP17L3	ubiquitin specific peptidase 17 like family member 3
5939	1.13e-01	1.02e-02	0.978	2.567759	2.512288	227.16	RBMS2	RNA binding motif single stranded interacting protein 2
5685	1.13e-01	1.03e-02	1.371	-2.567071	-3.519013	17.23	PSMA4	proteasome 20S subunit alpha 4
3631	1.14e-01	1.04e-02	1.341	-2.563664	-3.43905	6.47	INPP4A	inositol polyphosphate-4-phosphatase type I A
79991	1.15e-01	1.04e-02	1.661	-2.561198	-4.254904	15.79	STN1	STN1 subunit of CST complex
401992	1.15e-01	1.05e-02	1.431	2.55968	3.663	76.34	OR2T2	olfactory receptor family 2 subfamily T member 2
138474	1.15e-01	1.05e-02	1.75	2.560046	4.479611	50.55	TAF1L	TATA-box binding protein associated factor 1 like
112802	1.15e-01	1.05e-02	0.907	2.560056	2.320907	1187.39	KRT71	keratin 71
196374	1.16e-01	1.06e-02	1.183	2.55669	3.024189	442.08	KRT78	keratin 78
100124412	1.16e-01	1.06e-02	1.433	2.555995	3.661891	22.95	FAM138E	family with sequence similarity 138 member E
10555	1.16e-01	1.07e-02	1.465	-2.553689	-3.740542	49.81	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
54764	1.16e-01	1.06e-02	0.999	2.554151	2.552171	2227.41	ZRANB1	zinc finger RANBP2-type containing 1
101928492	1.17e-01	1.07e-02	1.262	2.551349	3.218801	49.1	OR2A1-AS1	OR2A1 antisense RNA 1
54661	1.17e-01	1.08e-02	1.52	2.548802	3.874656	63.86	PCDHB17P	protocadherin beta 17 pseudogene
100142659	1.17e-01	1.08e-02	0.981	2.549074	2.501759	86.88	CTAGE8	CTAGE family member 8
80765	1.17e-01	1.08e-02	1.212	2.549265	3.090327	522.11	STARD5	StAR related lipid transfer domain containing 5
101060351	1.17e-01	1.08e-02	1.215	2.548468	3.096742	44.02	TBC1D3K	TBC1 domain family member 3K
5613	1.18e-01	1.09e-02	1.294	-2.54704	-3.296625	44.66	PRKX	protein kinase cAMP-dependent X-linked catalytic subunit
574040	1.18e-01	1.09e-02	1.271	-2.545969	-3.235104	30.53	SNORA6	small nucleolar RNA, H/ACA box 6
10605	1.18e-01	1.09e-02	1.546	-2.54535	-3.934874	99.64	PAIP1	poly(A) binding protein interacting protein 1
79767	1.18e-01	1.09e-02	1.949	2.544934	4.961103	199.68	ELMO3	engulfment and cell motility 3
7283	1.18e-01	1.09e-02	1.362	-2.545259	-3.465667	64.08	TUBG1	tubulin gamma 1
389791	1.18e-01	1.10e-02	1.851	2.543048	4.70732	158.8	PTGES2-AS1	PTGES2 antisense RNA 1 (head to head)
3603	1.18e-01	1.10e-02	1.213	2.541335	3.083766	513.94	IL16	interleukin 16
100529262	1.18e-01	1.10e-02	1.236	-2.541589	-3.141217	4.85	MIA-RAB4B	MIA-RAB4B readthrough (NMD candidate)
84220	1.19e-01	1.12e-02	1.04	-2.537921	-2.640173	8.79	RGPD5	RANBP2 like and GRIP domain containing 5
7710	1.19e-01	1.12e-02	1.189	2.53788	3.017266	66.81	ZNF154	zinc finger protein 154
386684	1.19e-01	1.12e-02	2.002	2.5375	5.080354	134.6	KRTAP12-4	keratin associated protein 12-4
441639	1.20e-01	1.13e-02	2.022	2.534623	5.124393	343.83	OR9K2	olfactory receptor family 9 subfamily K member 2
124976	1.21e-01	1.14e-02	0.834	2.529753	2.109705	3057.62	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate
488	1.22e-01	1.15e-02	1.491	-2.528457	-3.770473	72.95	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
64110	1.22e-01	1.15e-02	1.16	2.526902	2.931245	131.14	MAGEF1	MAGE family member F1
58476	1.22e-01	1.15e-02	1.378	-2.525621	-3.481326	52.17	TP53INP2	tumor protein p53 inducible nuclear protein 2
286319	1.22e-01	1.16e-02	1.81	2.524756	4.56959	252.35	TUSC1	tumor suppressor candidate 1
22919	1.23e-01	1.16e-02	1.287	2.524107	3.247359	675.44	MAPRE1	microtubule associated protein RP/EB family member 1
5733	1.23e-01	1.17e-02	1.317	2.522554	3.321337	122.8	PTGER3	prostaglandin E receptor 3
100132618	1.23e-01	1.17e-02	1.317	2.522554	3.321337	122.8	ZRANB2-AS1	ZRANB2 antisense RNA 1
107303344	1.23e-01	1.16e-02	1.419	-2.52332	-3.580433	17.42	SETDB2-PHF11	SETDB2-PHF11 readthrough
5317	1.24e-01	1.18e-02	0.836	2.518703	2.106464	2065.98	PKP1	plakophilin 1
6904	1.24e-01	1.18e-02	1.633	-2.518263	-4.112237	77.08	TBCD	tubulin folding cofactor D
116988	1.25e-01	1.19e-02	1.444	-2.515536	-3.631575	38.62	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
220213	1.27e-01	1.21e-02	1.289	2.508654	3.234136	467.92	OTUD1	OTU deubiquitinase 1
5359	1.27e-01	1.22e-02	1.567	-2.50718	-3.929244	106.56	PLSCR1	phospholipid scramblase 1
54819	1.27e-01	1.22e-02	1.488	-2.506367	-3.730186	11.48	ZCCHC10	zinc finger CCHC-type containing 10
285643	1.28e-01	1.23e-02	1.703	2.504545	4.264077	42.17	KIF4B	kinesin family member 4B
285359	1.28e-01	1.23e-02	1.412	2.502811	3.534475	11.48	PDCL3P4	PDCL3 pseudogene 4
79017	1.28e-01	1.23e-02	1.165	2.502964	2.915169	726.9	GGCT	gamma-glutamylcyclotransferase
317749	1.28e-01	1.23e-02	1.303	2.502106	3.259174	140.75	DHRS4L2	dehydrogenase/reductase 4 like 2
10687	1.29e-01	1.24e-02	1.342	2.500157	3.355494	135.32	PNMA2	PNMA family member 2
51691	1.29e-01	1.24e-02	1.417	-2.499442	-3.542447	30.05	LSM8	LSM8 homolog, U6 small nuclear RNA associated
650	1.29e-01	1.25e-02	1.233	2.497232	3.07883	926.43	BMP2	bone morphogenetic protein 2
100128553	1.30e-01	1.26e-02	0.981	2.494462	2.447749	87.62	CTAGE4	CTAGE family member 4
90827	1.30e-01	1.26e-02	1.272	2.493624	3.172494	39.4	ZNF479	zinc finger protein 479
4976	1.31e-01	1.27e-02	1.309	-2.490943	-3.260012	9.96	OPA1	OPA1 mitochondrial dynamin like GTPase
613	1.33e-01	1.29e-02	0.896	2.48661	2.227522	840.83	BCR	BCR activator of RhoGEF and GTPase
57794	1.33e-01	1.29e-02	1.834	2.486107	4.558861	78.38	SUGP1	SURP and G-patch domain containing 1
10134	1.33e-01	1.30e-02	1.31	-2.484038	-3.254038	3.54	BCAP31	B cell receptor associated protein 31
23274	1.34e-01	1.30e-02	1.499	-2.482493	-3.720265	75.21	CLEC16A	C-type lectin domain containing 16A
253832	1.34e-01	1.31e-02	1.48	-2.479738	-3.668879	215.89	ZDHHC20	zinc finger DHHC-type palmitoyltransferase 20
55898	1.35e-01	1.32e-02	1.602	-2.477566	-3.967833	59.1	UNC45A	unc-45 myosin chaperone A
441454	1.36e-01	1.33e-02	1.68	2.474608	4.157921	44.2	PTMAP11	prothymosin alpha pseudogene 11
677797	1.37e-01	1.35e-02	1.27	2.471153	3.139198	1194.93	SNORA7B	small nucleolar RNA, H/ACA box 7B
8724	1.37e-01	1.34e-02	1.55	-2.471975	-3.832548	95.57	SNX3	sorting nexin 3
55823	1.37e-01	1.35e-02	1.316	-2.471412	-3.25184	18.2	VPS11	VPS11 core subunit of CORVET and HOPS complexes
5494	1.37e-01	1.35e-02	0.963	2.470713	2.378805	574.74	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A
9266	1.37e-01	1.36e-02	1.131	-2.468752	-2.791099	37.55	CYTH2	cytohesin 2
7574	1.37e-01	1.36e-02	0.86	2.468017	2.122355	34.11	ZNF26	zinc finger protein 26
57105	1.38e-01	1.36e-02	1.999	2.467363	4.93269	73.07	CYSLTR2	cysteinyl leukotriene receptor 2
2034	1.39e-01	1.38e-02	1.44	2.462509	3.545447	207.86	EPAS1	endothelial PAS domain protein 1
5589	1.39e-01	1.38e-02	0.964	-2.462223	-2.37363	21.18	PRKCSH	protein kinase C substrate 80K-H
3439	1.41e-01	1.40e-02	1.618	2.457392	3.976356	214.64	IFNA1	interferon alpha 1
341019	1.42e-01	1.42e-02	1.665	2.452991	4.085349	110.99	DCDC1	doublecortin domain containing 1
222698	1.44e-01	1.44e-02	1.707	2.447329	4.178262	43.62	NKAPL	NFKB activating protein like
6402	1.45e-01	1.44e-02	1.56	-2.446325	-3.817379	28.37	SELL	selectin L
127064	1.46e-01	1.46e-02	1.547	2.443061	3.780598	36.31	OR2T12	olfactory receptor family 2 subfamily T member 12
55670	1.46e-01	1.46e-02	1.142	2.442523	2.789355	65.9	PEX26	peroxisomal biogenesis factor 26
440888	1.46e-01	1.46e-02	1.564	2.442026	3.819839	91.07	ACTR3BP2	ACTR3B pseudogene 2
147947	1.47e-01	1.47e-02	1.471	2.439213	3.589281	158.99	ZNF542P	zinc finger protein 542, pseudogene
94234	1.47e-01	1.47e-02	1.002	2.438673	2.443872	625.58	FOXQ1	forkhead box Q1
728377	1.47e-01	1.48e-02	1.039	2.437587	2.53225	287.52	ARHGEF34P	Rho guanine nucleotide exchange factor 34, pseudogene
64065	1.47e-01	1.49e-02	0.805	-2.435626	-1.961175	48.6	PERP	p53 apoptosis effector related to PMP22
642361	1.47e-01	1.49e-02	1.514	2.435803	3.68705	65.06	LOC642361	uncharacterized LOC642361
286140	1.47e-01	1.49e-02	1.575	2.434643	3.833667	43.1	RNF5P1	ring finger protein 5 pseudogene 1
55147	1.47e-01	1.49e-02	0.941	-2.434919	-2.290367	53.21	RBM23	RNA binding motif protein 23
7074	1.48e-01	1.49e-02	0.999	2.433842	2.430195	520.91	TIAM1	TIAM Rac1 associated GEF 1
109864273	1.48e-01	1.50e-02	0.85	2.431951	2.06815	20.15	RNA18SN4	RNA, 18S pre-ribosomal N4
7874	1.48e-01	1.51e-02	1.269	2.431108	3.086133	742.54	USP7	ubiquitin specific peptidase 7
80228	1.49e-01	1.51e-02	1.298	2.429937	3.152941	198.16	ORAI2	ORAI calcium release-activated calcium modulator 2
51131	1.49e-01	1.51e-02	1.449	-2.428817	-3.518742	15.86	PHF11	PHD finger protein 11
5467	1.49e-01	1.52e-02	0.903	2.427168	2.192104	904.83	PPARD	peroxisome proliferator activated receptor delta
64146	1.49e-01	1.52e-02	1.194	2.42728	2.897544	46.63	PDF	peptide deformylase, mitochondrial
643955	1.49e-01	1.53e-02	1.317	2.426245	3.195024	38.34	ZNF733P	zinc finger protein 733, pseudogene
147658	1.50e-01	1.53e-02	1.092	2.424756	2.647023	20.94	ZNF534	zinc finger protein 534
89777	1.50e-01	1.54e-02	1.1	2.423307	2.664746	707.04	SERPINB12	serpin family B member 12
1632	1.50e-01	1.54e-02	1.625	-2.422142	-3.93668	17.62	ECI1	enoyl-CoA delta isomerase 1
2137	1.52e-01	1.56e-02	1.324	-2.418711	-3.201363	5.67	EXTL3	exostosin like glycosyltransferase 3
255626	1.52e-01	1.56e-02	2.049	2.417909	4.955226	59.68	H2BC1	H2B clustered histone 1
10466	1.54e-01	1.58e-02	1.401	-2.41339	-3.380535	13.44	COG5	component of oligomeric golgi complex 5
219447	1.54e-01	1.58e-02	2.156	2.412987	5.202558	187.15	OR5AS1	olfactory receptor family 5 subfamily AS member 1
8644	1.54e-01	1.59e-02	1.7	2.412253	4.099737	200.98	AKR1C3	aldo-keto reductase family 1 member C3
9099	1.55e-01	1.60e-02	1.285	2.409211	3.09595	1564.88	USP2	ubiquitin specific peptidase 2
9689	1.55e-01	1.61e-02	0.831	2.407268	2.000756	1730.9	BZW1	basic leucine zipper and W2 domains 1
116151	1.55e-01	1.61e-02	1.606	-2.407596	-3.867646	31.03	FAM210B	family with sequence similarity 210 member B
84304	1.56e-01	1.62e-02	1.345	-2.405192	-3.234118	9.68	NUDT22	nudix hydrolase 22
646243	1.56e-01	1.61e-02	1.704	2.405564	4.098346	55.78	CXADRP2	CXADR pseudogene 2
729627	1.58e-01	1.64e-02	1.545	2.399195	3.705779	47.27	PRR23A	proline rich 23A
92421	1.58e-01	1.64e-02	0.977	2.399087	2.343714	852.52	CHMP4C	charged multivesicular body protein 4C
4689	1.58e-01	1.64e-02	1.564	-2.399198	-3.751437	79.53	NCF4	neutrophil cytosolic factor 4
3476	1.58e-01	1.65e-02	1.402	-2.398528	-3.362877	53.91	IGBP1	immunoglobulin binding protein 1
6278	1.58e-01	1.65e-02	1.184	-2.397286	-2.838245	861.45	S100A7	S100 calcium binding protein A7
54963	1.59e-01	1.66e-02	1.334	-2.395181	-3.194972	9.87	UCKL1	uridine-cytidine kinase 1 like 1
503582	1.59e-01	1.67e-02	1.738	2.393883	4.161334	31.91	ARGFX	arginine-fifty homeobox
109864280	1.59e-01	1.67e-02	0.846	2.394212	2.025832	20.51	RNA18SN2	RNA, 18S ribosomal N2
100124537	1.60e-01	1.68e-02	1.75	2.39024	4.183693	206.78	SNORA70B	small nucleolar RNA, H/ACA box 70B
8850	1.61e-01	1.69e-02	1.101	2.388661	2.62929	419.62	KAT2B	lysine acetyltransferase 2B
439994	1.61e-01	1.69e-02	1.271	2.388658	3.03543	78.17	LINC00863	long intergenic non-protein coding RNA 863
728340	1.61e-01	1.70e-02	1.393	-2.386414	-3.325105	10.98	GTF2H2C	GTF2H2 family member C
151516	1.62e-01	1.71e-02	0.613	2.384861	1.460845	13491.9	ASPRV1	aspartic peptidase retroviral like 1
83956	1.64e-01	1.73e-02	1.942	2.379698	4.620692	97.68	RACGAP1P1	Rac GTPase activating protein 1 pseudogene 1
119369	1.64e-01	1.74e-02	1.921	2.378589	4.568805	86.55	NUDT9P1	nudix hydrolase 9 pseudogene 1
26037	1.64e-01	1.74e-02	1.59	-2.37764	-3.779623	33.28	SIPA1L1	signal induced proliferation associated 1 like 1
84918	1.65e-01	1.75e-02	1.493	-2.375375	-3.547512	59.25	LRP11	LDL receptor related protein 11
2644	1.65e-01	1.76e-02	1.504	-2.374965	-3.570958	10.01	GCHFR	GTP cyclohydrolase I feedback regulator
9091	1.65e-01	1.75e-02	1.505	-2.376052	-3.576372	38.16	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q
81631	1.65e-01	1.75e-02	0.653	2.375761	1.551528	1501.29	MAP1LC3B	microtubule associated protein 1 light chain 3 beta
1474	1.65e-01	1.76e-02	0.806	-2.37323	-1.91258	26357.3	CST6	cystatin E/M
345651	1.66e-01	1.77e-02	1.865	2.371442	4.421857	91.1	ACTBL2	actin beta like 2
56132	1.67e-01	1.78e-02	1.526	2.36937	3.615875	39.1	PCDHB3	protocadherin beta 3
113939912	1.70e-01	1.81e-02	1.106	2.362722	2.612933	14.42	BMS1P2-AGAP9	BMS1P2-AGAP9 readthrough
