ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
2448	4.60e-01	6.17e-02	-1.8817266	-4.40222	-6.02e-02	LOC643387	TAR DNA binding protein pseudogene
29251	4.60e-01	6.18e-02	1.8816676	-4.40233	8.55e-02	SPON1	spondin 1
13403	4.60e-01	6.18e-02	1.8816085	-4.40243	7.69e-02	SFT2D2	SFT2 domain containing 2
42436	4.60e-01	6.18e-02	1.8816012	-4.40244	4.78e-02	ZNF586	zinc finger protein 586
30352	4.60e-01	6.18e-02	-1.8814304	-4.40274	-8.74e-02		
29744	4.60e-01	6.18e-02	-1.8813879	-4.40282	-1.89e-01	ERBB2	erb-b2 receptor tyrosine kinase 2
42999	4.60e-01	6.18e-02	1.8812238	-4.4031	3.85e-01	TNFRSF25	TNF receptor superfamily member 25
42735	4.60e-01	6.18e-02	-1.8811859	-4.40317	-1.54e-01	MAFF	MAF bZIP transcription factor F
12898	4.60e-01	6.18e-02	1.8811421	-4.40325	8.92e-02	KLHL20	kelch like family member 20
27857	4.60e-01	6.18e-02	1.8811212	-4.40328	6.84e-02	ZDHHC14	zinc finger DHHC-type containing 14
3611	4.60e-01	6.18e-02	1.8810562	-4.4034	8.61e-02		
43888	4.60e-01	6.18e-02	-1.8809969	-4.4035	-1.21e-01	PLCE1	phospholipase C epsilon 1
4092	4.60e-01	6.18e-02	1.8809832	-4.40353	6.31e-02	ASB7	ankyrin repeat and SOCS box containing 7
36550	4.60e-01	6.18e-02	-1.8809686	-4.40355	-8.46e-02	LMBR1	limb development membrane protein 1
42072	4.60e-01	6.18e-02	-1.8809585	-4.40357	-1.15e-01		
8697	4.60e-01	6.19e-02	-1.8808128	-4.40382	-5.74e-02	USP12	ubiquitin specific peptidase 12
17171	4.60e-01	6.19e-02	1.8807934	-4.40386	1.20e-01	PLA2G4A	phospholipase A2 group IVA
16048	4.60e-01	6.19e-02	-1.88079	-4.40386	-9.37e-02	C1orf53	chromosome 1 open reading frame 53
23022	4.60e-01	6.19e-02	-1.8805393	-4.4043	-5.85e-02	NOV	nephroblastoma overexpressed
44588	4.60e-01	6.19e-02	-1.880468	-4.40443	-8.28e-02	THUMPD1	THUMP domain containing 1
33694	4.60e-01	6.19e-02	1.8803639	-4.40461	9.61e-02		
35705	4.60e-01	6.20e-02	1.8801037	-4.40507	9.79e-02	EXTL3	exostosin like glycosyltransferase 3
6298	4.60e-01	6.20e-02	-1.8799742	-4.40529	-6.11e-02	CDC37L1	cell division cycle 37 like 1
36595	4.60e-01	6.20e-02	1.8797169	-4.40574	7.97e-02	ZNF500	zinc finger protein 500
14682	4.60e-01	6.20e-02	-1.8795294	-4.40607	-5.70e-02	ZFP2	ZFP2 zinc finger protein
17607	4.60e-01	6.21e-02	1.8794586	-4.4062	1.49e-01	HLA-A	major histocompatibility complex, class I, A
44364	4.60e-01	6.21e-02	1.8794533	-4.40621	9.67e-02	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2
17381	4.60e-01	6.21e-02	1.8794002	-4.4063	4.75e-02	SLC30A2	solute carrier family 30 member 2
3345	4.61e-01	6.21e-02	1.8792478	-4.40657	1.14e-01	SUSD1	sushi domain containing 1
18031	4.61e-01	6.21e-02	1.879041	-4.40693	1.26e-01	ANO5	anoctamin 5
10479	4.61e-01	6.21e-02	1.8789556	-4.40708	5.22e-02	DPYS	dihydropyrimidinase
23771	4.61e-01	6.21e-02	-1.8789109	-4.40716	-2.23e-01		
16180	4.61e-01	6.21e-02	-1.8788855	-4.4072	-4.66e-02	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C
23142	4.61e-01	6.21e-02	-1.8788778	-4.40721	-1.09e-01	CCPG1	cell cycle progression 1
3336	4.61e-01	6.22e-02	-1.8786754	-4.40757	-1.09e-01	ITGB3BP	integrin subunit beta 3 binding protein
39970	4.61e-01	6.22e-02	1.8786166	-4.40767	9.14e-02	BMP2K	BMP2 inducible kinase
30791	4.61e-01	6.22e-02	-1.8784952	-4.40788	-5.08e-02	C11orf87	chromosome 11 open reading frame 87
37197	4.61e-01	6.22e-02	-1.8783989	-4.40805	-1.29e-01	LGALS7B	galectin 7B
37018	4.61e-01	6.22e-02	1.8783405	-4.40815	1.20e-01	ESR1	estrogen receptor 1
38311	4.61e-01	6.22e-02	-1.8782291	-4.40835	-1.01e-01	NAT1	N-acetyltransferase 1
954	4.61e-01	6.22e-02	-1.8781458	-4.40849	-1.09e-01	RBM22	RNA binding motif protein 22
25110	4.61e-01	6.22e-02	-1.8780366	-4.40869	-7.74e-02	GPR182	G protein-coupled receptor 182
7870	4.61e-01	6.23e-02	-1.8773372	-4.40991	-1.29e-01	CC2D2A	coiled-coil and C2 domain containing 2A
35849	4.61e-01	6.24e-02	-1.8772911	-4.40999	-1.49e-01	CXCL14	C-X-C motif chemokine ligand 14
41890	4.61e-01	6.24e-02	-1.8771466	-4.41024	-7.43e-02	STAM2	signal transducing adaptor molecule 2
4957	4.62e-01	6.24e-02	-1.8768373	-4.41078	-8.52e-02	METTL12	methyltransferase like 12
6927	4.62e-01	6.24e-02	-1.8767451	-4.41094	-9.32e-02	SH3BGRL2	SH3 domain binding glutamate rich protein like 2
1891	4.62e-01	6.24e-02	-1.8766641	-4.41109	-9.08e-02		
40920	4.62e-01	6.25e-02	-1.876444	-4.41147	-1.43e-01	CETN2	centrin 2
30143	4.62e-01	6.25e-02	1.8763279	-4.41167	1.06e-01	TPRG1	tumor protein p63 regulated 1
24824	4.62e-01	6.25e-02	-1.8761853	-4.41192	-2.95e-01	LRRC73	leucine rich repeat containing 73
31146	4.62e-01	6.25e-02	1.8760749	-4.41212	6.54e-02	IZUMO4	IZUMO family member 4
3625	4.62e-01	6.26e-02	1.8757694	-4.41265	1.35e-01		
29542	4.62e-01	6.26e-02	1.875764	-4.41266	9.33e-02	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
42383	4.62e-01	6.26e-02	1.8757357	-4.41271	2.92e-01	RSPO3	R-spondin 3
43212	4.62e-01	6.26e-02	-1.8753858	-4.41332	-9.30e-02	COG6	component of oligomeric golgi complex 6
17008	4.62e-01	6.26e-02	1.8753573	-4.41337	1.01e-01	ABTB2	ankyrin repeat and BTB domain containing 2
17881	4.62e-01	6.26e-02	1.8753423	-4.4134	8.36e-02	RABEP2	rabaptin, RAB GTPase binding effector protein 2
41526	4.62e-01	6.26e-02	1.8751571	-4.41372	1.36e-01	ORC6	origin recognition complex subunit 6
43112	4.62e-01	6.27e-02	-1.8750787	-4.41386	-5.63e-02	HIPK1	homeodomain interacting protein kinase 1
1283	4.63e-01	6.27e-02	-1.8748383	-4.41428	-8.41e-02	MOSPD2	motile sperm domain containing 2
4016	4.63e-01	6.27e-02	1.8746415	-4.41462	8.30e-02	B4GALT1	beta-1,4-galactosyltransferase 1
21414	4.63e-01	6.27e-02	1.8745464	-4.41479	6.89e-02	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3
20992	4.63e-01	6.28e-02	1.8742609	-4.41528	8.83e-02	KLHL3	kelch like family member 3
6392	4.63e-01	6.28e-02	-1.8742557	-4.41529	-6.73e-02	C19orf73	chromosome 19 open reading frame 73
37295	4.63e-01	6.28e-02	-1.8742382	-4.41532	-7.84e-02	LARP1B	La ribonucleoprotein domain family member 1B
16075	4.63e-01	6.28e-02	-1.8738098	-4.41607	-7.48e-02	BCL10	B-cell CLL/lymphoma 10
35128	4.63e-01	6.28e-02	-1.8737844	-4.41612	-1.45e-01	ACTG1	actin gamma 1
10339	4.63e-01	6.29e-02	1.873661	-4.41633	6.92e-02		
7509	4.64e-01	6.29e-02	-1.8732813	-4.41699	-1.74e-01	SIPA1L1	signal induced proliferation associated 1 like 1
31328	4.64e-01	6.29e-02	1.8731674	-4.41719	6.15e-02	SPDYE1	speedy/RINGO cell cycle regulator family member E1
7937	4.64e-01	6.30e-02	-1.8729514	-4.41757	-2.52e-01		
7436	4.64e-01	6.30e-02	-1.8728676	-4.41772	-8.73e-02	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2
42646	4.64e-01	6.30e-02	-1.8727727	-4.41788	-8.70e-02	ANKRD42	ankyrin repeat domain 42
43891	4.64e-01	6.30e-02	-1.8726941	-4.41802	-5.56e-02	WIF1	WNT inhibitory factor 1
42437	4.64e-01	6.30e-02	1.8725533	-4.41827	8.48e-02		
41412	4.64e-01	6.30e-02	1.8725364	-4.41829	1.06e-01		
21383	4.64e-01	6.30e-02	1.8724627	-4.41842	1.07e-01	HLA-J	major histocompatibility complex, class I, J (pseudogene)
22984	4.64e-01	6.31e-02	1.8721249	-4.41901	8.02e-02	EBF1	early B-cell factor 1
41465	4.64e-01	6.31e-02	-1.8720558	-4.41913	-1.61e-01	SLC44A2	solute carrier family 44 member 2
6055	4.64e-01	6.31e-02	-1.8719942	-4.41924	-2.16e-01		
25036	4.64e-01	6.31e-02	-1.8719563	-4.41931	-9.16e-02	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
22701	4.64e-01	6.31e-02	1.871895	-4.41941	8.04e-02		
793	4.64e-01	6.31e-02	-1.8718338	-4.41952	-7.58e-02	THAP5	THAP domain containing 5
4360	4.64e-01	6.32e-02	-1.8713884	-4.4203	-5.80e-02		
11316	4.64e-01	6.32e-02	-1.8713358	-4.42039	-5.99e-02	RHOJ	ras homolog family member J
18959	4.64e-01	6.32e-02	1.8712616	-4.42052	8.50e-02	ZFYVE16	zinc finger FYVE-type containing 16
29575	4.64e-01	6.32e-02	1.8711032	-4.42079	7.48e-02		
13623	4.64e-01	6.32e-02	-1.8709819	-4.42101	-6.24e-02	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
43484	4.65e-01	6.33e-02	-1.8708121	-4.4213	-6.23e-02	RBL1	RB transcriptional corepressor like 1
22137	4.65e-01	6.33e-02	1.8707437	-4.42142	7.16e-02	STK11IP	serine/threonine kinase 11 interacting protein
37036	4.65e-01	6.33e-02	-1.8705163	-4.42182	-7.94e-02	TEFM	transcription elongation factor, mitochondrial
5601	4.65e-01	6.33e-02	-1.8704975	-4.42185	-1.85e-01		
3744	4.65e-01	6.33e-02	1.8704163	-4.42199	1.11e-01		
26664	4.65e-01	6.33e-02	1.8700997	-4.42254	8.94e-02	U2SURP	U2 snRNP associated SURP domain containing
24139	4.65e-01	6.34e-02	-1.8700397	-4.42265	-7.42e-02	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1
17872	4.65e-01	6.34e-02	-1.8699379	-4.42283	-5.06e-02	CEP97	centrosomal protein 97
30547	4.65e-01	6.34e-02	1.869924	-4.42285	7.72e-02	SELO	selenoprotein O
26961	4.65e-01	6.34e-02	1.8697924	-4.42308	9.83e-02	GMIP	GEM interacting protein
15731	4.65e-01	6.35e-02	1.8693802	-4.4238	6.78e-02	ACSF3	acyl-CoA synthetase family member 3
30948	4.65e-01	6.35e-02	1.8693168	-4.42391	7.53e-02	TAC1	tachykinin precursor 1
28692	4.65e-01	6.35e-02	1.8691296	-4.42423	8.59e-02	COL6A2	collagen type VI alpha 2 chain
10810	4.65e-01	6.35e-02	-1.8690573	-4.42436	-1.23e-01	FBXW9	F-box and WD repeat domain containing 9
29416	4.65e-01	6.35e-02	-1.8689624	-4.42452	-9.65e-02	TFPI	tissue factor pathway inhibitor
20758	4.65e-01	6.35e-02	1.8688348	-4.42475	6.00e-02		
14026	4.65e-01	6.35e-02	1.8688289	-4.42476	9.82e-02	HSPA2	heat shock protein family A (Hsp70) member 2
40500	4.65e-01	6.36e-02	1.8686487	-4.42507	1.32e-01		
21773	4.66e-01	6.36e-02	1.8685257	-4.42528	6.39e-02		
34758	4.66e-01	6.36e-02	-1.868251	-4.42576	-7.34e-02	CDKL3	cyclin dependent kinase like 3
26381	4.66e-01	6.36e-02	1.8681633	-4.42592	8.10e-02	GLA	galactosidase alpha
20318	4.66e-01	6.36e-02	-1.8680138	-4.42618	-5.93e-02	PGRMC2	progesterone receptor membrane component 2
760	4.66e-01	6.36e-02	-1.8679781	-4.42624	-7.97e-02		
24108	4.66e-01	6.37e-02	1.867839	-4.42648	6.13e-02	ADRA1A	adrenoceptor alpha 1A
27873	4.66e-01	6.37e-02	-1.8675165	-4.42704	-1.01e-01	ITPKB	inositol-trisphosphate 3-kinase B
30250	4.66e-01	6.37e-02	1.8674468	-4.42716	1.18e-01	DDHD1	DDHD domain containing 1
37883	4.66e-01	6.37e-02	1.8674051	-4.42724	1.03e-01	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
20471	4.67e-01	6.38e-02	-1.866744	-4.42839	-1.19e-01	TPRXL	tetrapeptide repeat homeobox like
311	4.67e-01	6.38e-02	-1.8667431	-4.42839	-1.57e-01	RGAG4	retrotransposon gag domain containing 4
41292	4.67e-01	6.38e-02	-1.8666942	-4.42847	-2.06e-01	LINC01278	long intergenic non-protein coding RNA 1278
16702	4.67e-01	6.39e-02	-1.8664324	-4.42893	-9.65e-02	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain
7164	4.67e-01	6.39e-02	-1.866283	-4.42919	-7.23e-02	ZNF280D	zinc finger protein 280D
28983	4.67e-01	6.39e-02	-1.8662583	-4.42923	-1.06e-01	TBC1D16	TBC1 domain family member 16
3661	4.67e-01	6.39e-02	1.8661821	-4.42936	1.45e-01	LOC727820	uncharacterized LOC727820
4472	4.67e-01	6.39e-02	-1.8661533	-4.42941	-1.89e-01	ADM	adrenomedullin
2554	4.67e-01	6.39e-02	-1.8659451	-4.42977	-1.37e-01	GPATCH11	G-patch domain containing 11
37102	4.67e-01	6.39e-02	1.8658721	-4.4299	9.78e-02	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1
19291	4.67e-01	6.39e-02	1.8658395	-4.42996	6.17e-02	MCM3AP-AS1	MCM3AP antisense RNA 1
25644	4.67e-01	6.40e-02	1.8656304	-4.43032	5.97e-02	ERICH1	glutamate rich 1
7662	4.67e-01	6.40e-02	-1.8655745	-4.43042	-5.98e-02		
17516	4.67e-01	6.40e-02	1.8653978	-4.43073	6.21e-02		
38602	4.67e-01	6.40e-02	1.8652588	-4.43097	1.27e-01	CCDC14	coiled-coil domain containing 14
24252	4.67e-01	6.40e-02	1.865203	-4.43107	5.05e-02		
3689	4.67e-01	6.41e-02	-1.865114	-4.43122	-8.90e-02	RRP15	ribosomal RNA processing 15 homolog
12698	4.67e-01	6.41e-02	-1.8648848	-4.43162	-1.27e-01		
22265	4.67e-01	6.41e-02	-1.8648094	-4.43175	-7.84e-02	SOWAHA	sosondowah ankyrin repeat domain family member A
16390	4.67e-01	6.41e-02	1.8647147	-4.43191	8.25e-02	GNL1	G protein nucleolar 1 (putative)
30890	4.67e-01	6.41e-02	1.8644597	-4.43236	1.11e-01	SH2D3C	SH2 domain containing 3C
38158	4.67e-01	6.41e-02	1.8644201	-4.43243	7.35e-02		
6701	4.67e-01	6.42e-02	-1.8643944	-4.43247	-1.19e-01	PLS1	plastin 1
32458	4.67e-01	6.42e-02	1.8643134	-4.43261	7.34e-02	GNL1	G protein nucleolar 1 (putative)
527	4.67e-01	6.42e-02	-1.8642437	-4.43273	-1.01e-01	RUVBL1	RuvB like AAA ATPase 1
13821	4.68e-01	6.42e-02	1.8640921	-4.433	5.83e-02		
42845	4.68e-01	6.42e-02	-1.8638498	-4.43342	-1.08e-01	NRAP	nebulin related anchoring protein
23994	4.68e-01	6.42e-02	-1.8637591	-4.43357	-1.51e-01	NFIX	nuclear factor I X
26625	4.68e-01	6.42e-02	-1.8637299	-4.43362	-7.76e-02	DPY19L1	dpy-19 like 1
21508	4.68e-01	6.43e-02	-1.8636739	-4.43372	-2.16e-01		
12425	4.68e-01	6.43e-02	1.8636273	-4.4338	7.06e-02		
34630	4.68e-01	6.43e-02	-1.8636073	-4.43384	-2.75e-01	SOX2	SRY-box 2
34426	4.68e-01	6.43e-02	-1.8634222	-4.43416	-1.80e-01	ERBB2	erb-b2 receptor tyrosine kinase 2
22573	4.68e-01	6.43e-02	1.8634133	-4.43417	8.59e-02	NSUN4	NOP2/Sun RNA methyltransferase family member 4
28247	4.68e-01	6.43e-02	1.8632564	-4.43445	9.45e-02	PHF20L1	PHD finger protein 20-like 1
27701	4.68e-01	6.43e-02	1.8632212	-4.43451	7.58e-02	GLB1	galactosidase beta 1
37888	4.68e-01	6.43e-02	1.8632172	-4.43452	8.45e-02	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene
24682	4.68e-01	6.43e-02	1.8631169	-4.43469	5.52e-02		
25832	4.68e-01	6.44e-02	1.8629773	-4.43493	7.67e-02		
252	4.68e-01	6.44e-02	-1.8628421	-4.43517	-9.68e-02		
9462	4.68e-01	6.44e-02	1.8627638	-4.4353	1.23e-01	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2
18958	4.68e-01	6.44e-02	1.8626485	-4.4355	9.67e-02	MCM6	minichromosome maintenance complex component 6
10414	4.68e-01	6.44e-02	-1.862508	-4.43575	-1.90e-01	BCAR1	BCAR1, Cas family scaffolding protein
24025	4.68e-01	6.44e-02	1.8624831	-4.43579	6.71e-02	PAX7	paired box 7
33223	4.68e-01	6.45e-02	-1.8622762	-4.43615	-1.17e-01	RHPN2	rhophilin Rho GTPase binding protein 2
40769	4.68e-01	6.45e-02	-1.8620261	-4.43658	-1.58e-01	HIST1H4D	histone cluster 1, H4d
25578	4.68e-01	6.45e-02	1.862016	-4.4366	7.65e-02	ZIC5	Zic family member 5
23305	4.68e-01	6.45e-02	-1.8620156	-4.4366	-8.09e-02	UBIAD1	UbiA prenyltransferase domain containing 1
18081	4.68e-01	6.45e-02	1.8618212	-4.43694	6.69e-02	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
20356	4.68e-01	6.45e-02	1.8617057	-4.43714	1.09e-01	NCSTN	nicastrin
34111	4.68e-01	6.45e-02	-1.8616168	-4.43729	-1.31e-01	R3HDM4	R3H domain containing 4
29034	4.68e-01	6.46e-02	-1.861537	-4.43743	-9.11e-02	GALNT4	polypeptide N-acetylgalactosaminyltransferase 4
14660	4.68e-01	6.46e-02	-1.8615251	-4.43745	-8.59e-02	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
40879	4.68e-01	6.46e-02	-1.8614759	-4.43754	-4.37e-01	CD24	CD24 molecule
39324	4.68e-01	6.46e-02	-1.8614461	-4.43759	-3.09e-01	RSPH14	radial spoke head 14 homolog
422	4.68e-01	6.46e-02	-1.8612387	-4.43795	-1.33e-01		
29578	4.68e-01	6.46e-02	-1.8612086	-4.438	-9.11e-02	RBM27	RNA binding motif protein 27
1482	4.68e-01	6.46e-02	-1.8611618	-4.43808	-1.16e-01		
34092	4.68e-01	6.46e-02	-1.8609934	-4.43837	-8.25e-02	CCNA2	cyclin A2
13887	4.68e-01	6.47e-02	1.8608744	-4.43858	1.35e-01	RPS14	ribosomal protein S14
19899	4.68e-01	6.47e-02	1.860835	-4.43865	7.58e-02	TCEAL4	transcription elongation factor A like 4
40532	4.68e-01	6.47e-02	1.8607157	-4.43886	6.97e-02		
31706	4.68e-01	6.47e-02	-1.8606189	-4.43902	-1.17e-01	PAK6	p21 (RAC1) activated kinase 6
22875	4.68e-01	6.47e-02	-1.8605504	-4.43914	-2.78e-01	KRT1	keratin 1
33468	4.68e-01	6.47e-02	-1.8604805	-4.43926	-1.43e-01		
14779	4.68e-01	6.47e-02	1.8604609	-4.4393	6.84e-02	DDX11L2	DEAD/H-box helicase 11 like 2
8702	4.68e-01	6.47e-02	1.8603723	-4.43945	1.09e-01	MYO9B	myosin IXB
26769	4.68e-01	6.47e-02	-1.8603676	-4.43946	-2.18e-01	MXRA7	matrix remodeling associated 7
16125	4.68e-01	6.48e-02	-1.8601454	-4.43984	-8.25e-02	ANKRD28	ankyrin repeat domain 28
12600	4.68e-01	6.48e-02	1.8601228	-4.43988	7.52e-02	GABPB1	GA binding protein transcription factor beta subunit 1
26476	4.68e-01	6.48e-02	-1.8600893	-4.43994	-6.16e-02	CCDC126	coiled-coil domain containing 126
44218	4.68e-01	6.48e-02	1.8598298	-4.44039	1.48e-01		
31061	4.68e-01	6.48e-02	1.8597348	-4.44056	7.95e-02	FLII	FLII, actin remodeling protein
41056	4.69e-01	6.48e-02	-1.859532	-4.44091	-7.69e-02	CCNA2	cyclin A2
28775	4.69e-01	6.48e-02	1.8594888	-4.44098	8.65e-02	LCN1	lipocalin 1
19430	4.69e-01	6.49e-02	1.8593215	-4.44127	8.62e-02	POLD1	DAN polymerase delta 1, catalytic subunit
16154	4.69e-01	6.49e-02	1.8592096	-4.44147	7.09e-02	TSFM	Ts translation elongation factor, mitochondrial
13547	4.69e-01	6.49e-02	1.8591202	-4.44162	1.13e-01	APOC1	apolipoprotein C1
1344	4.69e-01	6.49e-02	1.8588829	-4.44203	7.61e-02	LYN	LYN proto-oncogene, Src family tyrosine kinase
33333	4.69e-01	6.49e-02	-1.8588784	-4.44204	-1.14e-01	FAM13A	family with sequence similarity 13 member A
11883	4.69e-01	6.49e-02	1.8588227	-4.44214	5.37e-02		
1692	4.69e-01	6.50e-02	-1.8587493	-4.44226	-9.95e-02	CCPG1	cell cycle progression 1
41974	4.69e-01	6.50e-02	-1.8580813	-4.44342	-8.11e-02	TRIM8	tripartite motif containing 8
3688	4.70e-01	6.51e-02	1.8577494	-4.444	8.25e-02	PHKG2	phosphorylase kinase catalytic subunit gamma 2
7158	4.70e-01	6.51e-02	-1.8576612	-4.44415	-6.95e-02		
9459	4.70e-01	6.51e-02	-1.8576398	-4.44419	-9.48e-02	CENPQ	centromere protein Q
32833	4.70e-01	6.51e-02	1.8575786	-4.44429	8.72e-02		
40411	4.70e-01	6.51e-02	-1.8575551	-4.44433	-9.23e-02	ABHD17C	abhydrolase domain containing 17C
25516	4.70e-01	6.52e-02	-1.8570482	-4.44521	-7.81e-02	NPHP1	nephrocystin 1
11381	4.70e-01	6.52e-02	1.8570181	-4.44526	6.47e-02		
29630	4.70e-01	6.52e-02	-1.857013	-4.44527	-8.61e-02	KDELC1	KDEL motif containing 1
16733	4.70e-01	6.52e-02	1.857	-4.44529	1.03e-01	CD320	CD320 molecule
40161	4.70e-01	6.52e-02	-1.8569996	-4.44529	-8.04e-02	RPAP3	RNA polymerase II associated protein 3
18900	4.70e-01	6.52e-02	-1.8569769	-4.44533	-8.23e-02	PRSS3	protease, serine 3
33365	4.70e-01	6.52e-02	1.8568729	-4.44551	8.73e-02		
22990	4.70e-01	6.52e-02	-1.8567179	-4.44578	-7.41e-02	FBXO45	F-box protein 45
19288	4.70e-01	6.53e-02	-1.8565284	-4.44611	-8.71e-02	PAK1IP1	PAK1 interacting protein 1
42507	4.70e-01	6.53e-02	-1.8565157	-4.44613	-8.70e-02	ALG1L	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like
45111	4.70e-01	6.53e-02	1.8563396	-4.44644	1.13e-01	PHF20	PHD finger protein 20
44450	4.70e-01	6.53e-02	1.8560812	-4.44688	5.89e-02		
15424	4.70e-01	6.53e-02	-1.8560367	-4.44696	-7.32e-02	MYCT1	myc target 1
43474	4.70e-01	6.53e-02	-1.8560041	-4.44702	-1.08e-01		
21394	4.70e-01	6.53e-02	1.8559968	-4.44703	6.12e-02	TOMM40L	translocase of outer mitochondrial membrane 40 like
8631	4.70e-01	6.53e-02	-1.855977	-4.44706	-5.78e-02	APP	amyloid beta precursor protein
30560	4.70e-01	6.54e-02	1.8558968	-4.4472	1.17e-01		
31267	4.70e-01	6.54e-02	1.8558076	-4.44736	1.07e-01	OIP5-AS1	OIP5 antisense RNA 1
26990	4.70e-01	6.54e-02	1.8557855	-4.44739	1.23e-01	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
19455	4.70e-01	6.54e-02	1.8557477	-4.44746	6.49e-02	RNF114	ring finger protein 114
37697	4.70e-01	6.54e-02	-1.8556671	-4.4476	-1.36e-01	HIST1H2BD	histone cluster 1, H2bd
44510	4.70e-01	6.54e-02	-1.8556073	-4.4477	-4.96e-02	DSCR3	DSCR3 arrestin fold containing
34251	4.70e-01	6.54e-02	-1.8554947	-4.4479	-7.37e-02	CFAP20	cilia and flagella associated protein 20
23366	4.70e-01	6.54e-02	-1.8554274	-4.44801	-8.01e-02	DPH5	diphthamide biosynthesis 5
41522	4.70e-01	6.54e-02	1.8553776	-4.4481	1.75e-01	PLB1	phospholipase B1
3411	4.70e-01	6.54e-02	-1.8553273	-4.44819	-6.83e-02	IKZF5	IKAROS family zinc finger 5
10792	4.70e-01	6.55e-02	1.8552631	-4.4483	6.37e-02	HHIPL2	HHIP like 2
24637	4.70e-01	6.55e-02	1.8551973	-4.44841	2.09e-01	GOLGA8A	golgin A8 family member A
764	4.70e-01	6.55e-02	-1.8551431	-4.44851	-1.11e-01		
35206	4.70e-01	6.55e-02	-1.8547971	-4.4491	-7.40e-02	ZNF311	zinc finger protein 311
32638	4.71e-01	6.56e-02	1.8541792	-4.45017	1.70e-01	LY86	lymphocyte antigen 86
22821	4.71e-01	6.56e-02	-1.8540526	-4.45039	-8.32e-02	ALDH1A3	aldehyde dehydrogenase 1 family member A3
39759	4.71e-01	6.56e-02	-1.8539823	-4.45051	-7.04e-02	MTERF3	mitochondrial transcription termination factor 3
29649	4.71e-01	6.57e-02	-1.8537215	-4.45096	-8.12e-02	PTEN	phosphatase and tensin homolog
11715	4.71e-01	6.57e-02	-1.8535289	-4.4513	-1.70e-01	IRX4	iroquois homeobox 4
31613	4.71e-01	6.57e-02	1.8534789	-4.45138	9.85e-02		
106	4.71e-01	6.57e-02	-1.8534272	-4.45147	-5.46e-02	UBE2K	ubiquitin conjugating enzyme E2 K
38395	4.71e-01	6.57e-02	-1.8533966	-4.45152	-5.27e-02	LOC730961	uncharacterized LOC730961
10806	4.71e-01	6.57e-02	1.853321	-4.45166	1.16e-01		
44689	4.71e-01	6.57e-02	1.8532487	-4.45178	1.04e-01	TBC1D12	TBC1 domain family member 12
16620	4.71e-01	6.58e-02	1.8531138	-4.45201	6.31e-02	SETD5	SET domain containing 5
23831	4.71e-01	6.58e-02	1.852965	-4.45227	6.07e-02		
15888	4.71e-01	6.58e-02	-1.8529	-4.45238	-6.15e-02	LIFR-AS1	LIFR antisense RNA 1
36928	4.71e-01	6.58e-02	-1.8528747	-4.45243	-1.65e-01		
19891	4.71e-01	6.58e-02	1.8527132	-4.45271	1.04e-01	ARF3	ADP ribosylation factor 3
3617	4.71e-01	6.58e-02	-1.8526818	-4.45276	-7.82e-02	AMOT	angiomotin
42445	4.71e-01	6.58e-02	-1.8525987	-4.4529	-1.16e-01	LOC100506098	uncharacterized LOC100506098
23275	4.71e-01	6.59e-02	1.8524835	-4.4531	1.20e-01	TRA2A	transformer 2 alpha homolog
23620	4.71e-01	6.59e-02	1.8523894	-4.45326	5.11e-02	NUP85	nucleoporin 85
28135	4.71e-01	6.59e-02	1.8522684	-4.45347	5.62e-02	STK25	serine/threonine kinase 25
11533	4.71e-01	6.59e-02	1.8522373	-4.45353	8.83e-02		
15749	4.71e-01	6.59e-02	-1.8522243	-4.45355	-1.40e-01	SAP30	Sin3A associated protein 30
8107	4.71e-01	6.59e-02	-1.8521587	-4.45366	-7.37e-02		
7214	4.71e-01	6.59e-02	1.8520449	-4.45386	5.97e-02	POU2F2	POU class 2 homeobox 2
35838	4.71e-01	6.59e-02	1.8519266	-4.45406	7.88e-02	RFPL3	ret finger protein like 3
44864	4.71e-01	6.59e-02	-1.8518365	-4.45422	-1.23e-01		
8522	4.71e-01	6.60e-02	-1.8515542	-4.45471	-6.96e-02	RABL3	RAB, member of RAS oncogene family like 3
