ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1785646	0.28536	5.34e-02	-1.965457	-4.24049	-0.3279161	527317417	PMP22	peripheral myelin protein 22
ILMN_1783798	0.28544	5.34e-02	1.965141	-4.24106	0.2047541	188536042	GAS8	growth arrest specific 8
ILMN_1722218	0.28544	5.34e-02	-1.965001	-4.2413	-0.5725735	537361037	MBOAT7	membrane bound O-acyltransferase domain containing 7
ILMN_1696532	0.28544	5.34e-02	-1.964997	-4.24131	-0.1101017	300796302	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit
ILMN_1795470	0.28556	5.35e-02	-1.96471	-4.24182	-0.2325931	323639474	MTFP1	mitochondrial fission process 1
ILMN_1689160	0.28558	5.35e-02	1.964542	-4.24212	0.2861727	385862229	DPEP2	dipeptidase 2
ILMN_1766353	0.28558	5.35e-02	-1.964453	-4.24228	-0.2120401	194097434	CLK3	CDC like kinase 3
ILMN_1748124	0.28559	5.35e-02	-1.96424	-4.24266	-0.3767072	62865622	TSC22D3	TSC22 domain family member 3
ILMN_1797189	0.28559	5.35e-02	1.964216	-4.2427	0.0854242	301898340	MAP3K12	mitogen-activated protein kinase kinase kinase 12
ILMN_1716518	0.28578	5.36e-02	-1.963667	-4.24367	-0.1499521	994318266	NACA	nascent polypeptide-associated complex alpha subunit
ILMN_1657096	0.28578	5.36e-02	-1.963641	-4.24372	-0.0568242	84452149	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
ILMN_1802450	0.28578	5.36e-02	-1.963515	-4.24394	-0.0553428	115583678	CNOT6L	CCR4-NOT transcription complex subunit 6 like
ILMN_1657344	0.28578	5.36e-02	1.963481	-4.244	0.05987	NA		
ILMN_1788778	0.28601	5.37e-02	1.96301	-4.24484	0.0735774	807066287	SEPT11	septin 11
ILMN_1665932	0.2863	5.38e-02	-1.962449	-4.24584	-0.0449276	NA		
ILMN_1724504	0.2865	5.38e-02	1.961938	-4.24674	0.1229596	40068480	SETD3	SET domain containing 3
ILMN_1812208	0.2865	5.38e-02	1.961918	-4.24678	0.2365026	192447420	KMT5C	lysine methyltransferase 5C
ILMN_1654918	0.28659	5.39e-02	-1.961554	-4.24742	-0.2189974	34577119	MTRF1	mitochondrial translational release factor 1
ILMN_1730998	0.28659	5.39e-02	1.961554	-4.24742	0.4155479	523567553	TSPAN6	tetraspanin 6
ILMN_1688853	0.28676	5.39e-02	1.961176	-4.24809	0.1738786	54607143	ZBTB9	zinc finger and BTB domain containing 9
ILMN_1712107	0.28697	5.40e-02	-1.960731	-4.24888	-0.1337259	74229022	FCF1	FCF1 rRNA-processing protein
ILMN_1798790	0.28717	5.40e-02	1.960306	-4.24964	0.1747106	322812164	IL17RC	interleukin 17 receptor C
ILMN_1709593	0.28721	5.40e-02	-1.960145	-4.24992	-0.0673521	126090908	EN1	engrailed homeobox 1
ILMN_1791097	0.28725	5.40e-02	-1.959974	-4.25023	-0.1309559	754167989	RSBN1	round spermatid basic protein 1
ILMN_1705953	0.28742	5.41e-02	-1.959587	-4.25091	-0.1708491	87080812	LONRF1	LON peptidase N-terminal domain and ring finger 1
ILMN_1685582	0.28753	5.41e-02	1.959311	-4.2514	0.0382654	733215122	MYT1L	myelin transcription factor 1 like
ILMN_1704078	0.2876	5.42e-02	-1.959086	-4.2518	-0.0546825	227498240	ACTL8	actin like 8
ILMN_1767006	0.28776	5.42e-02	-1.958656	-4.25256	-0.2192833	73747874	PSMB8	proteasome subunit beta 8
ILMN_1788223	0.28776	5.42e-02	1.958616	-4.25263	0.1673267	221219051	RSPH3	radial spoke 3 homolog
ILMN_1757119	0.28786	5.42e-02	-1.958353	-4.2531	-0.0465361	NA		
ILMN_1785005	0.28802	5.43e-02	-1.957992	-4.25374	-0.253506	163644266	NCF4	neutrophil cytosolic factor 4
ILMN_1784176	0.28805	5.43e-02	1.957841	-4.254	0.0513217	574957022	ABCA5	ATP binding cassette subfamily A member 5
ILMN_1662438	0.28849	5.44e-02	1.956998	-4.2555	0.226784	48762945	SOD1	superoxide dismutase 1, soluble
ILMN_1800638	0.28849	5.44e-02	-1.95683	-4.25579	-0.2044586	134152716	CELF2	CUGBP, Elav-like family member 2
ILMN_1667114	0.28849	5.44e-02	1.95683	-4.25579	0.2025512	NA		
ILMN_1664738	0.2891	5.46e-02	-1.95569	-4.25781	-0.1233814	554506494	C11orf54	chromosome 11 open reading frame 54
ILMN_1730504	0.2891	5.46e-02	1.955647	-4.25789	0.1878254	69128030	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
ILMN_1654429	0.28913	5.46e-02	-1.955324	-4.25846	-0.0892858	987437891	PARPBP	PARP1 binding protein
ILMN_1740169	0.28913	5.46e-02	-1.955319	-4.25847	-0.2460503	295842183	TYRO3	TYRO3 protein tyrosine kinase
ILMN_1738987	0.28913	5.46e-02	-1.955277	-4.25854	-0.0415089	197382723	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
ILMN_1783636	0.2892	5.46e-02	-1.954956	-4.25911	-0.1612396	366393043	COX6A1	cytochrome c oxidase subunit 6A1
ILMN_1749410	0.2892	5.46e-02	1.954952	-4.25912	0.1873163	756398320	PKP4	plakophilin 4
ILMN_1688437	0.28933	5.47e-02	-1.954637	-4.25968	-0.1668493	422010901	MAT2B	methionine adenosyltransferase 2B
ILMN_1768394	0.28937	5.47e-02	-1.954468	-4.25997	-0.2532253	394025702	ARPC5	actin related protein 2/3 complex subunit 5
ILMN_1783337	0.28942	5.47e-02	1.954247	-4.26036	0.3094448	37675281	DECR2	2,4-dienoyl-CoA reductase 2, peroxisomal
ILMN_1798804	0.28942	5.47e-02	-1.954178	-4.26049	-0.2594526	300795014	SRPK1	SRSF protein kinase 1
ILMN_1729563	0.28947	5.48e-02	1.953958	-4.26088	0.053688	296040435	UGDH	UDP-glucose 6-dehydrogenase
ILMN_1807036	0.28947	5.48e-02	1.953821	-4.26112	0.3759451	430768621	AQP5	aquaporin 5
ILMN_1726225	0.28947	5.48e-02	1.953778	-4.26119	0.0827346	442565688	SERPINI2	serpin family I member 2
ILMN_1805007	0.2896	5.48e-02	1.953401	-4.26186	0.1644463	410651491	SEMA4F	ssemaphorin 4F
ILMN_1783806	0.2896	5.49e-02	-1.953149	-4.26231	-0.1560127	301898110	DTNBP1	dystrobrevin binding protein 1
ILMN_1669484	0.2896	5.49e-02	1.953099	-4.26239	0.2339643	1001624598	WDR6	WD repeat domain 6
ILMN_1735499	0.2896	5.49e-02	1.953072	-4.26244	0.1877423	54792128	DCBLD2	discoidin, CUB and LCCL domain containing 2
ILMN_1716407	0.2896	5.49e-02	1.953026	-4.26252	0.1396464	194733751	SORBS2	sorbin and SH3 domain containing 2
ILMN_1751743	0.28973	5.49e-02	1.952714	-4.26307	0.1149955	190684674	XRCC1	X-ray repair cross complementing 1
ILMN_1662944	0.29	5.50e-02	-1.952031	-4.26428	-0.2772124	209413720	PON1	paraoxonase 1
ILMN_1684000	0.29	5.50e-02	-1.95202	-4.2643	-0.0625725	574956989	EDA	ectodysplasin A
ILMN_1803846	0.29	5.50e-02	-1.95192	-4.26448	-0.1411269	77404355	EIF1	eukaryotic translation initiation factor 1
ILMN_1789653	0.29	5.50e-02	1.951724	-4.26482	0.0814583	74316008	PBLD	phenazine biosynthesis like protein domain containing
ILMN_1756937	0.29	5.50e-02	-1.951648	-4.26496	-0.2412011	520262188	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
ILMN_1726169	0.29	5.51e-02	1.951384	-4.26542	0.1249761	526253084	EDF1	endothelial differentiation related factor 1
ILMN_1700328	0.29	5.51e-02	-1.951346	-4.26549	-0.0505681	93587331	SCN3B	sodium voltage-gated channel beta subunit 3
ILMN_1680878	0.29	5.51e-02	-1.95129	-4.26559	-0.2521652	378677134	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component
ILMN_1683308	0.29	5.51e-02	-1.951167	-4.26581	-0.1175427	NA		
ILMN_1701298	0.29	5.51e-02	1.951039	-4.26603	0.1672159	57165416	CCT2	chaperonin containing TCP1 subunit 2
ILMN_1729816	0.29	5.51e-02	1.95101	-4.26608	0.137868	353523789	VDAC3	voltage dependent anion channel 3
ILMN_1672437	0.29	5.51e-02	-1.951005	-4.26609	-0.2197899	263192220	NAT8L	N-acetyltransferase 8 like
ILMN_1759175	0.2902	5.52e-02	-1.950554	-4.26689	-0.1892879	606215181	DUSP10	dual specificity phosphatase 10
ILMN_1723743	0.2902	5.52e-02	-1.950467	-4.26704	-0.1799307	223468706	ROM1	retinal outer segment membrane protein 1
ILMN_1681194	0.29058	5.53e-02	1.949582	-4.2686	0.1487622	110815797	OVCH1	ovochymase 1
ILMN_1723333	0.29058	5.53e-02	-1.949442	-4.26885	-0.0500927	554790329	SCGB2A2	secretoglobin family 2A member 2
ILMN_1788810	0.29058	5.53e-02	1.949433	-4.26887	0.1347171	291190307	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
ILMN_1792825	0.29058	5.53e-02	1.949366	-4.26898	0.1469979	955471909	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
ILMN_1710899	0.29058	5.53e-02	-1.949274	-4.26915	-0.0731	283135198	TSPAN18	tetraspanin 18
ILMN_1780422	0.29058	5.53e-02	-1.949165	-4.26934	-0.0513294	38371743	KRTAP12-4	keratin associated protein 12-4
ILMN_1691584	0.29058	5.54e-02	1.949098	-4.26946	0.0533287	192448441	F8	coagulation factor VIII
ILMN_1796629	0.29058	5.54e-02	1.949009	-4.26962	0.0422881	260593648	EDNRA	endothelin receptor type A
ILMN_1803338	0.2906	5.54e-02	-1.948872	-4.26986	-0.0710802	564730532	CCDC80	coiled-coil domain containing 80
ILMN_1714222	0.29087	5.55e-02	-1.948343	-4.27079	-0.0548916	258613920	C1orf105	chromosome 1 open reading frame 105
ILMN_1792829	0.29093	5.55e-02	1.948141	-4.27114	0.1344377	114326551	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking
ILMN_1749846	0.29096	5.55e-02	-1.947951	-4.27148	-0.0812524	176865970	OMD	osteomodulin
ILMN_1701877	0.29096	5.55e-02	1.94779	-4.27176	0.3052543	520260376	AXL	AXL receptor tyrosine kinase
ILMN_1660554	0.29096	5.55e-02	1.947748	-4.27184	0.0898358	NA		
ILMN_1677108	0.29096	5.55e-02	1.947557	-4.27217	0.2609796	41152100	CAPN13	calpain 13
ILMN_1673410	0.29096	5.55e-02	-1.947548	-4.27219	-0.0838242	50845426	IL20	interleukin 20
ILMN_1757259	0.29096	5.56e-02	-1.947411	-4.27243	-0.0619513	52353285	OR8B4	olfactory receptor family 8 subfamily B member 4 (gene/pseudogene)
ILMN_1720243	0.29096	5.56e-02	1.947269	-4.27268	0.048792	291045205	IL25	interleukin 25
ILMN_1737751	0.29096	5.56e-02	-1.947244	-4.27273	-0.1077246	164565426	BOLL	boule homolog, RNA binding protein
ILMN_1740436	0.29096	5.56e-02	1.947128	-4.27293	0.0737253	519666768	ACKR4	atypical chemokine receptor 4
ILMN_1686868	0.29098	5.56e-02	-1.946984	-4.27319	-0.0480101	74271916	FAIM	Fas apoptotic inhibitory molecule
ILMN_1672200	0.29098	5.56e-02	1.94689	-4.27335	0.1963635	284807153	PPARD	peroxisome proliferator activated receptor delta
ILMN_1655474	0.29113	5.57e-02	1.946549	-4.27395	0.05737	126723775	RNASE9	ribonuclease A family member 9 (inactive)
ILMN_1718285	0.29118	5.57e-02	-1.946353	-4.2743	-0.1679196	45580721	HOXC8	homeobox C8
ILMN_1704912	0.29119	5.57e-02	-1.946245	-4.27449	-0.1596181	227497995	RAB28	RAB28, member RAS oncogene family
ILMN_1711361	0.29126	5.57e-02	-1.945947	-4.27501	-0.1639242	756398275	ZNF319	zinc finger protein 319
ILMN_1686151	0.29126	5.57e-02	-1.945914	-4.27507	-0.0539143	154813206	MED14	mediator complex subunit 14
ILMN_1768784	0.29131	5.58e-02	1.945635	-4.27556	0.1648114	325053650	PSMC2	proteasome 26S subunit, ATPase 2
ILMN_1667594	0.29131	5.58e-02	-1.945576	-4.27567	-0.1283404	514388114	KLF10	Kruppel like factor 10
ILMN_1672302	0.29131	5.58e-02	-1.945511	-4.27578	-0.0914765	974141112	STK32C	serine/threonine kinase 32C
ILMN_1665572	0.29135	5.58e-02	1.945348	-4.27607	0.0843598	48255911	TSPAN12	tetraspanin 12
ILMN_1750718	0.29135	5.58e-02	1.945233	-4.27627	0.1129116	156766041	GIGYF2	GRB10 interacting GYF protein 2
ILMN_1789095	0.29136	5.58e-02	1.945113	-4.27648	0.0821279	189339276	BMPR2	bone morphogenetic protein receptor type 2
ILMN_1686538	0.29138	5.59e-02	-1.944975	-4.27672	-0.0444574	111118973	COL2A1	collagen type II alpha 1 chain
ILMN_1760332	0.29161	5.59e-02	1.944408	-4.27772	0.0825279	110224469	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
ILMN_1803357	0.29161	5.59e-02	1.944405	-4.27773	0.0719594	122937198	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)
ILMN_1706612	0.29162	5.60e-02	1.944193	-4.2781	0.1589374	NA		
ILMN_1786016	0.29162	5.60e-02	1.944089	-4.27828	0.2475746	373428659	CHD1L	chromodomain helicase DNA binding protein 1 like
ILMN_1727840	0.29162	5.60e-02	1.94404	-4.27837	0.1165804	523704332	SLC35B1	solute carrier family 35 member B1
ILMN_1670490	0.29162	5.60e-02	-1.943961	-4.27851	-0.2496915	54792059	PDPN	podoplanin
ILMN_1738922	0.29164	5.60e-02	1.9437	-4.27897	0.0733212	164519093	HSPB7	heat shock protein family B (small) member 7
ILMN_1684923	0.29164	5.60e-02	-1.943691	-4.27898	-0.0462513	525507339	ANP32E	acidic nuclear phosphoprotein 32 family member E
ILMN_1719403	0.29164	5.60e-02	-1.943606	-4.27913	-0.1662008	597955329	MTX1	metaxin 1
ILMN_1800130	0.29183	5.61e-02	1.943148	-4.27994	0.0534104	663071166	ETNK2	ethanolamine kinase 2
ILMN_1798014	0.29183	5.61e-02	1.94306	-4.28009	0.1299519	939320330	EIF2S2	eukaryotic translation initiation factor 2 subunit beta
ILMN_1797698	0.29183	5.61e-02	1.942992	-4.28021	0.1283292	311893285	RBM12	RNA binding motif protein 12
ILMN_1728132	0.29186	5.61e-02	1.942694	-4.28074	0.1123252	937827786	LDHB	lactate dehydrogenase B
ILMN_1740252	0.29186	5.62e-02	1.942628	-4.28085	0.171177	545478449	SEPT2	septin 2
ILMN_1681520	0.29186	5.62e-02	-1.942598	-4.28091	-0.1233868	359751387	DGAT2	diacylglycerol O-acyltransferase 2
ILMN_1663381	0.29186	5.62e-02	1.942521	-4.28104	0.0705299	802084020	TRAF3IP2	TRAF3 interacting protein 2
ILMN_1775082	0.29189	5.62e-02	-1.942358	-4.28133	-0.0693872	116734852	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
ILMN_1703330	0.29189	5.62e-02	-1.942243	-4.28153	-0.1706758	36030993	FEM1C	fem-1 homolog C
ILMN_1775138	0.29189	5.62e-02	-1.942152	-4.28169	-0.1112179	226423925	ZIM2	zinc finger imprinted 2
ILMN_1705093	0.2919	5.62e-02	1.941868	-4.28219	0.205858	309243098	ORC5	origin recognition complex subunit 5
ILMN_1709817	0.2919	5.63e-02	1.941797	-4.28232	0.1296137	428229665	SLC35A5	solute carrier family 35 member A5
ILMN_1752247	0.2919	5.63e-02	1.941739	-4.28242	0.2086335	395759205	AKAP13	A-kinase anchoring protein 13
ILMN_1729515	0.2919	5.63e-02	1.941711	-4.28247	0.0598075	282847474	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
ILMN_1726289	0.2919	5.63e-02	-1.94161	-4.28264	-0.4748879	256773221	KIAA1551	KIAA1551
ILMN_1766765	0.29203	5.63e-02	1.941302	-4.28319	0.0524506	663429509	ANGEL2	angel homolog 2
ILMN_1771957	0.29207	5.63e-02	1.941133	-4.28348	0.1838005	365824289	MAN1B1	mannosidase alpha class 1B member 1
ILMN_1676248	0.29238	5.64e-02	1.94053	-4.28454	0.0493282	322302904	SEMA4G	semaphorin 4G
ILMN_1663541	0.2925	5.64e-02	1.940241	-4.28505	0.1608824	262231741	B4GALT7	beta-1,4-galactosyltransferase 7
ILMN_1739156	0.29293	5.65e-02	1.939458	-4.28642	0.1199402	315709508	DOPEY1	dopey family member 1
ILMN_1809639	0.29314	5.66e-02	-1.939003	-4.28722	-0.0863729	970259820	TMEM26	transmembrane protein 26
ILMN_1694475	0.29314	5.66e-02	1.938881	-4.28744	0.1057815	555290030	GTPBP2	GTP binding protein 2
ILMN_1783497	0.29314	5.66e-02	1.938813	-4.28756	0.049673	328887886	PANK1	pantothenate kinase 1
ILMN_1794828	0.29314	5.66e-02	1.938714	-4.28773	0.1712068	429903861	VPS51	VPS51, GARP complex subunit
ILMN_1721741	0.29344	5.67e-02	1.938133	-4.28875	0.1038122	88759336	GPN2	GPN-loop GTPase 2
ILMN_1656409	0.29344	5.67e-02	-1.938034	-4.28892	-0.0491888	310703589	STON1-GTF2A1L	STON1-GTF2A1L readthrough
ILMN_1683766	0.29353	5.68e-02	1.937673	-4.28956	0.0949534	971825942	INVS	inversin
ILMN_1802389	0.29353	5.68e-02	-1.937638	-4.28962	-0.0518745	221139808	CT55	cancer/testis antigen 55
ILMN_1749044	0.29353	5.68e-02	1.93755	-4.28977	0.1129993	222136610	NECTIN4	nectin cell adhesion molecule 4
ILMN_1751886	0.29353	5.68e-02	1.937397	-4.29004	0.4541422	115430230	REC8	REC8 meiotic recombination protein
ILMN_1811973	0.29353	5.68e-02	1.937359	-4.29011	0.0705372	284807153	PPARD	peroxisome proliferator activated receptor delta
ILMN_1683538	0.29356	5.68e-02	1.937179	-4.29042	0.1672126	338968927	CSDE1	cold shock domain containing E1
ILMN_1691606	0.29356	5.68e-02	-1.937109	-4.29055	-0.1260343	31652254	LYG2	lysozyme g2
ILMN_1661488	0.29365	5.69e-02	-1.936861	-4.29098	-0.1666338	56699462	TPST2	tyrosylprotein sulfotransferase 2
ILMN_1713184	0.29366	5.69e-02	1.93661	-4.29142	0.3187876	117553612	CCDC151	coiled-coil domain containing 151
ILMN_1742330	0.29366	5.69e-02	1.936596	-4.29145	0.3253002	574956974	PLXNB1	plexin B1
ILMN_1713088	0.29366	5.69e-02	-1.936466	-4.29168	-0.1679685	1016080538	MSI2	musashi RNA binding protein 2
ILMN_1809400	0.29366	5.69e-02	-1.936421	-4.29175	-0.0588021	377520144	FAM49B	family with sequence similarity 49 member B
ILMN_1781795	0.29408	5.70e-02	-1.935599	-4.2932	-0.1712816	194018470	ERH	enhancer of rudimentary homolog (Drosophila)
ILMN_1750597	0.29408	5.71e-02	1.935381	-4.29358	0.0421211	208431803	NR0B2	nuclear receptor subfamily 0 group B member 2
ILMN_1765620	0.29408	5.71e-02	-1.935259	-4.29379	-0.0491697	666335574	VSTM2A	V-set and transmembrane domain containing 2A
ILMN_1744046	0.29408	5.71e-02	1.93525	-4.29381	0.1543796	189242611	DIAPH2	diaphanous related formin 2
ILMN_1652505	0.29408	5.71e-02	1.935219	-4.29386	0.1853507	414144886	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2
ILMN_1727753	0.29408	5.71e-02	-1.935129	-4.29402	-0.0471969	260099695	CR2	complement component 3d receptor 2
ILMN_1745251	0.29423	5.71e-02	1.934724	-4.29473	0.102639	555943896	DTL	denticleless E3 ubiquitin protein ligase homolog
ILMN_1734365	0.29423	5.71e-02	-1.934688	-4.29479	-0.0464521	1003701518	PAX2	paired box 2
ILMN_1731853	0.29438	5.72e-02	-1.934339	-4.2954	-0.1091089	634743322	MSRA	methionine sulfoxide reductase A
ILMN_1807232	0.29443	5.72e-02	1.934142	-4.29575	0.0496448	115298662	STIL	SCL/TAL1 interrupting locus
ILMN_1812616	0.29443	5.72e-02	1.933839	-4.29628	0.2028884	124494246	MYO1C	myosin IC
ILMN_1666507	0.29443	5.73e-02	-1.933775	-4.29639	-0.243075	318037604	PLAUR	plasminogen activator, urokinase receptor
ILMN_1669352	0.29443	5.73e-02	1.933763	-4.29641	0.0656669	344313161	LY6G6C	lymphocyte antigen 6 complex, locus G6C
ILMN_1679721	0.29443	5.73e-02	1.933739	-4.29645	0.0497827	63054827	CYB561	cytochrome b561
ILMN_1664516	0.29447	5.73e-02	1.933566	-4.29676	0.0747235	55770833	CENPF	centromere protein F
ILMN_1778242	0.29458	5.73e-02	1.933293	-4.29724	0.1639252	260656023	CALM1	calmodulin 1
ILMN_1754370	0.29476	5.74e-02	1.932911	-4.2979	0.2229269	27502372	SPAG8	sperm associated antigen 8
ILMN_1724479	0.29492	5.74e-02	-1.932556	-4.29853	-0.1944072	619329025	NR2C2	nuclear receptor subfamily 2 group C member 2
ILMN_1715179	0.29502	5.75e-02	1.932181	-4.29918	0.1614854	1005261157	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
ILMN_1723287	0.29502	5.75e-02	1.932135	-4.29926	0.174133	55749588	SLC6A16	solute carrier family 6 member 16
ILMN_1709814	0.29502	5.75e-02	1.932079	-4.29936	0.2459088	762006037	NMRAL1	NmrA like redox sensor 1
ILMN_1751464	0.29502	5.75e-02	-1.931972	-4.29955	-0.1428732	209954675	TNFSF9	tumor necrosis factor superfamily member 9
ILMN_1739887	0.2951	5.75e-02	-1.931729	-4.29997	-0.0801419	1043392488	RBP5	retinol binding protein 5
ILMN_1736940	0.2951	5.75e-02	-1.931643	-4.30012	-0.1797343	164518913	HPRT1	hypoxanthine phosphoribosyltransferase 1
ILMN_1764285	0.29518	5.75e-02	1.931414	-4.30053	0.2049301	NA		
ILMN_1769566	0.2954	5.76e-02	-1.930962	-4.30132	-0.1521274	523704483	ATG3	autophagy related 3
ILMN_1715828	0.29544	5.76e-02	-1.930798	-4.3016	-0.0578005	523498715	P2RY12	purinergic receptor P2Y12
ILMN_1724169	0.29551	5.77e-02	-1.93046	-4.30219	-0.1771871	304282223	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
ILMN_1654518	0.29551	5.77e-02	1.930316	-4.30245	0.4027663	584277043	LRCH4	leucine rich repeats and calponin homology domain containing 4
ILMN_1772455	0.29551	5.77e-02	1.930297	-4.30248	0.1267868	157266338	HDAC3	histone deacetylase 3
ILMN_1670130	0.29551	5.77e-02	-1.930263	-4.30254	-0.3132231	118026938	ARID3A	AT-rich interaction domain 3A
ILMN_1800261	0.29574	5.78e-02	1.9298	-4.30335	0.2337839	57013275	TUBA1B	tubulin alpha 1b
ILMN_1725510	0.29582	5.78e-02	1.929583	-4.30373	0.1969096	114155130	DHCR24	24-dehydrocholesterol reductase
ILMN_1699798	0.296	5.78e-02	1.929188	-4.30442	0.0496845	968121899	HRAS	HRas proto-oncogene, GTPase
ILMN_1782538	0.29601	5.78e-02	1.929065	-4.30463	0.2341606	240849334	VIM	vimentin
ILMN_1725417	0.2962	5.79e-02	1.92867	-4.30532	0.2122275	223029468	NELL2	neural EGFL like 2
ILMN_1655108	0.29642	5.80e-02	-1.928229	-4.30609	-0.1210726	528524503	ZFYVE1	zinc finger FYVE-type containing 1
ILMN_1760909	0.29642	5.80e-02	-1.928019	-4.30646	-0.0978854	15011922	FGF19	fibroblast growth factor 19
ILMN_1672545	0.29642	5.80e-02	1.928014	-4.30647	0.04402	752992652	GIPC2	GIPC PDZ domain containing family member 2
ILMN_1804938	0.29648	5.80e-02	-1.927816	-4.30682	-0.2543418	NA		
ILMN_1694593	0.29672	5.81e-02	-1.927341	-4.30765	-0.0847351	215422410	FAHD1	fumarylacetoacetate hydrolase domain containing 1
ILMN_1782754	0.29673	5.81e-02	-1.927215	-4.30787	-0.0390029	974141109	PAGE4	PAGE family member 4
ILMN_1798975	0.29677	5.81e-02	1.927051	-4.30815	0.0820473	41327737	EGFR	epidermal growth factor receptor
ILMN_1732375	0.2969	5.81e-02	1.926749	-4.30868	0.1060683	740922493	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific
ILMN_1772387	0.29699	5.82e-02	-1.926505	-4.30911	-0.3727417	974005300	TLR2	toll like receptor 2
ILMN_1771987	0.29703	5.82e-02	-1.926334	-4.3094	-0.2178765	222831611	SLC44A2	solute carrier family 44 member 2
ILMN_1672022	0.29716	5.82e-02	1.926037	-4.30992	0.0709994	751557654	EPHA4	EPH receptor A4
ILMN_1793859	0.29716	5.83e-02	1.925834	-4.31028	0.3989679	325910902	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)
ILMN_1714847	0.29716	5.83e-02	-1.925791	-4.31035	-0.2126823	558472803	DCAF10	DDB1 and CUL4 associated factor 10
ILMN_1758529	0.29716	5.83e-02	1.925516	-4.31083	0.2447987	518832032	P2RX1	purinergic receptor P2X 1
ILMN_1655880	0.29716	5.83e-02	-1.925512	-4.31084	-0.1365629	291219905	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11
ILMN_1653443	0.29716	5.83e-02	-1.925505	-4.31085	-0.1829408	589811554	CDK2	cyclin dependent kinase 2
ILMN_1741219	0.29723	5.83e-02	1.925265	-4.31127	0.1430792	194440689	RRAGB	Ras related GTP binding B
ILMN_1763467	0.29723	5.83e-02	1.925194	-4.31139	0.0961125	262118211	LY6G5C	lymphocyte antigen 6 complex, locus G5C
ILMN_1719183	0.29725	5.84e-02	-1.92503	-4.31168	-0.1874062	301601647	ELSPBP1	epididymal sperm binding protein 1
ILMN_1772366	0.29725	5.84e-02	1.924935	-4.31185	0.116333	95147554	MAP1A	microtubule associated protein 1A
ILMN_1739032	0.29725	5.84e-02	-1.924839	-4.31201	-0.1447511	289191374	TMEM70	transmembrane protein 70
ILMN_1654890	0.2974	5.84e-02	1.924329	-4.3129	0.0738581	612407823	LENG8	leukocyte receptor cluster member 8
ILMN_1728180	0.2974	5.85e-02	1.924284	-4.31298	0.0588272	256542311	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
ILMN_1762312	0.2974	5.85e-02	1.924202	-4.31312	0.1974784	315113912	FOXRED1	FAD dependent oxidoreductase domain containing 1
ILMN_1664012	0.2974	5.85e-02	-1.924191	-4.31314	-0.1983908	229577437	CANT1	calcium activated nucleotidase 1
ILMN_1695187	0.2974	5.85e-02	-1.924083	-4.31333	-0.1668752	149408156	GYPE	glycophorin E (MNS blood group)
ILMN_1654545	0.29751	5.85e-02	1.923726	-4.31395	0.1834505	56676370	CPSF1	cleavage and polyadenylation specific factor 1
ILMN_1745533	0.29751	5.85e-02	1.923574	-4.31422	0.0453879	215422359	FAM117A	family with sequence similarity 117 member A
ILMN_1749610	0.29751	5.85e-02	-1.923528	-4.3143	-0.0481226	46389561	ENSA	endosulfine alpha
ILMN_1707099	0.29751	5.86e-02	1.923496	-4.31435	0.0854234	82799478	PIGP	phosphatidylinositol glycan anchor biosynthesis class P
ILMN_1737050	0.29768	5.86e-02	1.923125	-4.315	0.1195645	370879165	NSUN4	NOP2/Sun RNA methyltransferase family member 4
ILMN_1653591	0.29787	5.86e-02	-1.922739	-4.31567	-0.0465158	557636679	TRIM40	tripartite motif containing 40
ILMN_1718754	0.29815	5.87e-02	-1.922189	-4.31663	-0.2528194	557357744	CD207	CD207 molecule
ILMN_1685792	0.29821	5.87e-02	-1.921967	-4.31702	-0.1111636	66346707	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
ILMN_1670097	0.29821	5.88e-02	1.921886	-4.31716	0.1567159	612339309	HECTD1	HECT domain E3 ubiquitin protein ligase 1
ILMN_1761527	0.29825	5.88e-02	1.921649	-4.31757	0.0443097	NA		
ILMN_1768534	0.29825	5.88e-02	-1.921626	-4.31761	-0.30721	197276631	BHLHE40	basic helix-loop-helix family member e40
