ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
21916	0.4173689	6.65e-02	-1.85	-4.4786115	-8.24e-02	PPP4R1L	protein phosphatase 4 regulatory subunit 1 like (pseudogene)
17516	0.4174026	6.66e-02	-1.85	-4.478923	-6.32e-02		
21011	0.4174026	6.66e-02	-1.85	-4.4790657	-8.83e-02		
38050	0.4174026	6.66e-02	-1.85	-4.4791391	-1.06e-01	PTPN23	protein tyrosine phosphatase, non-receptor type 23
37196	0.4174026	6.66e-02	1.85	-4.4791431	6.61e-02	TMEM17	transmembrane protein 17
25649	0.4174026	6.66e-02	1.85	-4.4792274	7.92e-02	MRPL3	mitochondrial ribosomal protein L3
9246	0.4175001	6.66e-02	1.85	-4.4798754	2.05e-01		
34685	0.4175001	6.66e-02	-1.85	-4.4798792	-5.52e-02	FAM71B	family with sequence similarity 71 member B
29407	0.4175001	6.67e-02	-1.85	-4.4801571	-1.20e-01	PLAU	plasminogen activator, urokinase
30133	0.4175001	6.67e-02	-1.85	-4.4802005	-1.13e-01		
2041	0.4175001	6.67e-02	1.85	-4.4802612	1.13e-01		
8013	0.4175001	6.67e-02	-1.85	-4.4802944	-7.31e-02	TMEM260	transmembrane protein 260
12823	0.4175001	6.67e-02	1.85	-4.4803847	5.01e-02		
12949	0.4175001	6.67e-02	-1.85	-4.4804537	-7.83e-02		
18267	0.4175001	6.67e-02	1.85	-4.4805147	7.21e-02	KIZ	kizuna centrosomal protein
28892	0.4175001	6.67e-02	1.85	-4.4805897	2.21e-01	MUC1	mucin 1, cell surface associated
20178	0.4175001	6.67e-02	-1.85	-4.4806887	-9.01e-02	MCRS1	microspherule protein 1
9562	0.4175001	6.67e-02	-1.85	-4.4807379	-5.34e-02	CYP1A2	cytochrome P450 family 1 subfamily A member 2
5306	0.4175001	6.67e-02	1.85	-4.4808455	5.53e-02	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
16954	0.4175071	6.67e-02	-1.85	-4.4810282	-7.69e-02	GUCY2F	guanylate cyclase 2F, retinal
36192	0.4175071	6.67e-02	1.85	-4.481079	7.73e-02	RFWD3	ring finger and WD repeat domain 3
23328	0.4175383	6.67e-02	-1.85	-4.4812775	-1.26e-01	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
31534	0.4175383	6.68e-02	-1.85	-4.4813584	-7.94e-02	POLR2H	RNA polymerase II subunit H
1539	0.4175467	6.68e-02	1.85	-4.4814843	1.02e-01	LOC105377162	uncharacterized LOC105377162
1455	0.4176012	6.68e-02	-1.85	-4.4817869	-1.27e-01	PLAU	plasminogen activator, urokinase
28431	0.4176012	6.68e-02	-1.85	-4.4818077	-8.55e-02	LOC399716	uncharacterized LOC399716
27723	0.4176112	6.68e-02	1.85	-4.4820347	2.65e-01	CASP8	caspase 8
20134	0.4176112	6.68e-02	-1.85	-4.4820467	-2.11e-01	SIGLEC1	sialic acid binding Ig like lectin 1
15866	0.4176159	6.68e-02	-1.85	-4.4821655	-7.80e-02	PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1
28172	0.4177103	6.69e-02	-1.85	-4.48254	-7.99e-02	WDFY2	WD repeat and FYVE domain containing 2
39097	0.4177103	6.69e-02	1.85	-4.4825645	8.57e-02	GTF2E2	general transcription factor IIE subunit 2
389	0.4178829	6.69e-02	-1.85	-4.4830629	-1.16e-01	MALT1	MALT1 paracaspase
10000	0.4178829	6.69e-02	1.85	-4.4832468	1.17e-01	HIST2H2BD	histone cluster 2, H2bd (pseudogene)
41873	0.4178829	6.69e-02	1.85	-4.4833111	1.53e-01	C20orf202	chromosome 20 open reading frame 202
24266	0.4178829	6.69e-02	-1.85	-4.4833741	-7.99e-02	CAPN8	calpain 8
20037	0.4178829	6.69e-02	1.85	-4.4834905	9.22e-02	MTDH	metadherin
23195	0.4178829	6.69e-02	-1.85	-4.483551	-9.29e-02		
23553	0.41801	6.70e-02	-1.85	-4.4839148	-1.69e-01		
1771	0.41801	6.70e-02	1.85	-4.4840114	5.52e-02		
37033	0.4182741	6.70e-02	1.85	-4.4848182	1.06e-01	IQCE	IQ motif containing E
23053	0.4182741	6.71e-02	-1.85	-4.4850743	-6.02e-02	ZNF252P	zinc finger protein 252, pseudogene
17542	0.4182741	6.71e-02	-1.85	-4.4850772	-4.21e-02		
14344	0.4182741	6.71e-02	1.85	-4.4851952	5.66e-02		
41012	0.4182741	6.71e-02	-1.85	-4.4852315	-4.36e-02	IL9	interleukin 9
13188	0.4182741	6.71e-02	-1.85	-4.4852674	-2.15e-01	STMN3	stathmin 3
8234	0.4182741	6.71e-02	1.85	-4.4852797	6.74e-02		
35449	0.4183008	6.71e-02	1.85	-4.4854549	9.43e-02	GPHB5	glycoprotein hormone beta 5
36353	0.4183008	6.71e-02	1.85	-4.4856571	7.44e-02	KCNK6	potassium two pore domain channel subfamily K member 6
42165	0.4183008	6.71e-02	1.85	-4.4857042	7.87e-02	PPP2CB	protein phosphatase 2 catalytic subunit beta
36505	0.4183008	6.71e-02	-1.85	-4.4858517	-7.97e-02	TNKS	tankyrase
27154	0.4183008	6.71e-02	-1.85	-4.4859274	-8.04e-02	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27
1006	0.4183008	6.71e-02	1.85	-4.4860036	6.13e-02	SLC4A3	solute carrier family 4 member 3
39953	0.4183008	6.72e-02	-1.85	-4.4860975	-9.31e-02	TNRC6B	trinucleotide repeat containing 6B
29950	0.4183129	6.72e-02	1.85	-4.48623	9.09e-02	COX7A2L	cytochrome c oxidase subunit 7A2 like
5477	0.4184141	6.72e-02	1.85	-4.4865312	4.32e-02	ALPPL2	alkaline phosphatase, placental like 2
3744	0.4187413	6.73e-02	-1.85	-4.4872851	-1.19e-01		
26985	0.4187413	6.73e-02	-1.85	-4.4873689	-5.21e-02	ETV1	ETS variant 1
18184	0.4188803	6.73e-02	1.85	-4.4879225	8.69e-02	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
26327	0.4188803	6.73e-02	-1.85	-4.4881154	-1.03e-01	FLJ20021	uncharacterized LOC90024
45054	0.4188803	6.73e-02	1.85	-4.4881714	1.58e-01		
19466	0.4188803	6.73e-02	-1.85	-4.4883722	-2.52e-01	PLK2	polo like kinase 2
26644	0.4188803	6.74e-02	-1.85	-4.4884129	-8.69e-02	RNASEK	ribonuclease K
34418	0.4188803	6.74e-02	-1.85	-4.4884584	-5.76e-02	GATS	GATS, stromal antigen 3 opposite strand
43860	0.4188803	6.74e-02	1.85	-4.4884988	5.64e-02		
43156	0.4188803	6.74e-02	-1.85	-4.488655	-7.72e-02	CCNB2	cyclin B2
31900	0.4188803	6.74e-02	1.85	-4.4888721	1.98e-01		
1895	0.4188803	6.74e-02	-1.85	-4.4889806	-1.23e-01	PLAU	plasminogen activator, urokinase
29371	0.4188803	6.74e-02	-1.85	-4.488984	-9.00e-02	PCSK7	proprotein convertase subtilisin/kexin type 7
20959	0.4188803	6.74e-02	1.85	-4.4889961	1.51e-01	SLC16A11	solute carrier family 16 member 11
5047	0.4188803	6.74e-02	-1.85	-4.4892721	-8.66e-02		
27127	0.4188803	6.74e-02	-1.85	-4.489277	-8.50e-02	TICRR	TOPBP1 interacting checkpoint and replication regulator
12789	0.4188803	6.74e-02	-1.85	-4.4893785	-9.26e-02	CCDC88C	coiled-coil domain containing 88C
7827	0.4188803	6.74e-02	1.85	-4.4895249	8.89e-02	OR51B2	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)
32871	0.4188803	6.75e-02	-1.85	-4.4895964	-9.69e-02	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2
17370	0.4188803	6.75e-02	1.85	-4.4895998	7.33e-02	CFL2	cofilin 2
21767	0.4189567	6.75e-02	1.85	-4.4898534	2.46e-01	UCHL1	ubiquitin C-terminal hydrolase L1
41618	0.4190548	6.75e-02	1.85	-4.4903977	7.84e-02	TRA2B	transformer 2 beta homolog (Drosophila)
41723	0.4190548	6.75e-02	1.85	-4.4904571	5.86e-02	CSNK1G1	casein kinase 1 gamma 1
10303	0.4190548	6.75e-02	1.85	-4.4905195	1.06e-01		
8196	0.4190548	6.75e-02	1.85	-4.4905466	1.07e-01	ZNF107	zinc finger protein 107
41880	0.4190548	6.75e-02	1.85	-4.4905844	6.69e-02		
1141	0.41914	6.76e-02	1.85	-4.4908612	6.44e-02	SLC25A51	solute carrier family 25 member 51
1661	0.41914	6.76e-02	1.85	-4.4909635	6.60e-02		
12586	0.4191848	6.76e-02	1.85	-4.4911571	5.32e-02		
383	0.4192137	6.76e-02	-1.85	-4.4913207	-7.04e-02	BRD8	bromodomain containing 8
26147	0.4192829	6.76e-02	1.85	-4.4915604	7.17e-02	COMMD2	COMM domain containing 2
9656	0.4193508	6.76e-02	1.85	-4.4917975	2.01e-01	IFNG	interferon gamma
16995	0.4193914	6.77e-02	1.85	-4.4919852	7.70e-02	PPP4R2	protein phosphatase 4 regulatory subunit 2
31520	0.4193914	6.77e-02	1.85	-4.4920921	1.61e-01	FAM178B	family with sequence similarity 178 member B
30409	0.419395	6.77e-02	-1.85	-4.4922078	-2.46e-01		
11551	0.4193982	6.77e-02	1.85	-4.4923227	6.39e-02	CACTIN	cactin, spliceosome C complex subunit
42746	0.4194952	6.77e-02	1.84	-4.4926148	8.86e-02	BRF2	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit
12844	0.4195418	6.77e-02	-1.84	-4.4928115	-7.68e-02	CDK9	cyclin dependent kinase 9
44535	0.4196699	6.78e-02	-1.84	-4.493162	-8.97e-02		
588	0.4197157	6.78e-02	-1.84	-4.4934515	-7.61e-02	HNRNPU	heterogeneous nuclear ribonucleoprotein U
28253	0.4197157	6.78e-02	-1.84	-4.4935321	-8.31e-02	WWTR1	WW domain containing transcription regulator 1
2083	0.4197157	6.78e-02	1.84	-4.4935749	7.24e-02	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A
15733	0.4198524	6.78e-02	1.84	-4.4940848	2.26e-01	LINC00167	long intergenic non-protein coding RNA 167
23997	0.4198524	6.78e-02	1.84	-4.4941871	1.16e-01	NPM1	nucleophosmin
169	0.4198524	6.79e-02	1.84	-4.4942467	9.45e-02		
37441	0.4198524	6.79e-02	1.84	-4.4942678	8.44e-02	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
27705	0.4199042	6.79e-02	-1.84	-4.4945044	-1.10e-01	NOTCH2NL	notch 2 N-terminal like
30416	0.4199042	6.79e-02	-1.84	-4.4945829	-1.08e-01	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
6320	0.4200393	6.79e-02	1.84	-4.4951117	7.12e-02	CD2AP	CD2 associated protein
38793	0.4200393	6.79e-02	-1.84	-4.4951576	-5.90e-02		
34544	0.4200393	6.79e-02	-1.84	-4.4951635	-9.11e-02		
35235	0.4204293	6.80e-02	1.84	-4.4961347	7.29e-02	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
622	0.4204293	6.80e-02	1.84	-4.4961361	6.34e-02	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
6602	0.4204293	6.80e-02	1.84	-4.4962237	8.46e-02	TMEM105	transmembrane protein 105
26144	0.4204641	6.80e-02	-1.84	-4.4963997	-7.94e-02	PLCB1	phospholipase C beta 1
33785	0.4204641	6.80e-02	1.84	-4.4965063	8.02e-02	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
34179	0.4204783	6.81e-02	-1.84	-4.4966417	-6.86e-02		
31489	0.4207979	6.81e-02	-1.84	-4.4974083	-8.77e-02	PNPLA1	patatin like phospholipase domain containing 1
44737	0.4207979	6.81e-02	1.84	-4.4974598	5.95e-02	ADGRA3	adhesion G protein-coupled receptor A3
19266	0.420898	6.82e-02	-1.84	-4.4978305	-5.00e-02	PRPF38B	pre-mRNA processing factor 38B
29487	0.420898	6.82e-02	1.84	-4.497865	6.23e-02	ZDHHC13	zinc finger DHHC-type containing 13
27574	0.4209625	6.82e-02	-1.84	-4.4980947	-4.91e-02	ZNF45	zinc finger protein 45
43790	0.4210114	6.82e-02	1.84	-4.4982949	7.87e-02	DBF4	DBF4 zinc finger
5278	0.4210901	6.82e-02	1.84	-4.4985514	7.01e-02	GNAT1	G protein subunit alpha transducin 1
14129	0.421151	6.82e-02	1.84	-4.4987741	7.76e-02	LCA5	LCA5, lebercilin
15956	0.4211772	6.83e-02	1.84	-4.4989317	1.26e-01	C7orf34	chromosome 7 open reading frame 34
28469	0.4213591	6.83e-02	-1.84	-4.4997511	-1.36e-01	CCDC125	coiled-coil domain containing 125
41207	0.4213591	6.83e-02	-1.84	-4.4998314	-1.05e-01		
27773	0.4213591	6.83e-02	1.84	-4.4998368	8.67e-02	MRPL35	mitochondrial ribosomal protein L35
30297	0.4213591	6.83e-02	-1.84	-4.4998391	-8.51e-02	IFI30	IFI30, lysosomal thiol reductase
12049	0.4213591	6.83e-02	-1.84	-4.4999024	-9.24e-02	BCKDK	branched chain ketoacid dehydrogenase kinase
43272	0.4213591	6.83e-02	1.84	-4.4999234	6.94e-02	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5
14381	0.4213804	6.84e-02	-1.84	-4.5000724	-1.20e-01	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
11074	0.4213804	6.84e-02	-1.84	-4.5004891	-7.85e-02	CCDC50	coiled-coil domain containing 50
18403	0.4213804	6.84e-02	-1.84	-4.5005065	-1.29e-01	CBWD5	COBW domain containing 5
15174	0.4213804	6.84e-02	1.84	-4.5005222	7.70e-02	SLC9B1	solute carrier family 9 member B1
38939	0.4213804	6.84e-02	-1.84	-4.50054	-5.44e-02		
25119	0.4213804	6.84e-02	-1.84	-4.5006524	-8.36e-02		
9375	0.4213804	6.84e-02	1.84	-4.5007213	7.84e-02	KMT5B	lysine methyltransferase 5B
25944	0.421532	6.84e-02	-1.84	-4.501114	-1.03e-01		
37359	0.4215393	6.85e-02	-1.84	-4.5012357	-1.19e-01		
18811	0.4218428	6.85e-02	1.84	-4.501913	5.65e-02		
2288	0.4219051	6.85e-02	1.84	-4.5021379	5.53e-02	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)
13865	0.4220192	6.86e-02	1.84	-4.50246	7.07e-02	PLPPR4	phospholipid phosphatase related 4
35975	0.4220512	6.86e-02	-1.84	-4.5028062	-8.58e-02	EP400	E1A binding protein p400
794	0.4220512	6.86e-02	1.84	-4.5028542	7.78e-02	UCHL5	ubiquitin C-terminal hydrolase L5
3435	0.4220512	6.86e-02	-1.84	-4.5029951	-1.60e-01		
24532	0.4220512	6.86e-02	1.84	-4.5030434	8.12e-02	CPSF2	cleavage and polyadenylation specific factor 2
199	0.4220512	6.86e-02	1.84	-4.5030979	1.06e-01	MYH15	myosin heavy chain 15
275	0.4220512	6.86e-02	1.84	-4.5031683	8.46e-02	POLE2	DNA polymerase epsilon 2, accessory subunit
13532	0.4222044	6.87e-02	1.84	-4.5037876	7.83e-02	KIF5A	kinesin family member 5A
29359	0.4222044	6.87e-02	1.84	-4.5037966	8.80e-02	CWC27	CWC27 spliceosome associated protein homolog
7447	0.4222044	6.87e-02	-1.84	-4.5040062	-1.55e-01		
24967	0.4222044	6.87e-02	-1.84	-4.5040299	-7.73e-02		
13068	0.4222044	6.87e-02	1.84	-4.5040487	1.75e-01	ZSWIM8	zinc finger SWIM-type containing 8
37541	0.4222044	6.87e-02	1.84	-4.504103	7.55e-02	UCHL5	ubiquitin C-terminal hydrolase L5
14144	0.4223967	6.87e-02	-1.84	-4.5045709	-6.51e-02	MRGBP	MRG/MORF4L binding protein
6999	0.4226635	6.88e-02	1.84	-4.5052628	7.31e-02	CEBPA-AS1	CEBPA antisense RNA 1 (head to head)
730	0.4226635	6.88e-02	1.84	-4.5053759	6.77e-02	MTRF1L	mitochondrial translational release factor 1 like
24333	0.4226635	6.88e-02	1.84	-4.5054776	1.60e-01	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
29626	0.4226635	6.88e-02	-1.84	-4.5056628	-1.13e-01	TAPBPL	TAP binding protein like
8969	0.4226635	6.88e-02	-1.84	-4.505709	-8.04e-02	NSFL1C	NSFL1 cofactor
27456	0.4226635	6.88e-02	1.84	-4.5057172	9.98e-02	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
3210	0.4226836	6.89e-02	-1.84	-4.5058627	-1.14e-01	IGHA1	immunoglobulin heavy constant alpha 1
1478	0.4226904	6.89e-02	1.84	-4.5059972	1.35e-01		
43469	0.4226904	6.89e-02	1.84	-4.5060909	7.43e-02	CSNK1G3	casein kinase 1 gamma 3
22990	0.4227937	6.89e-02	1.84	-4.5063918	8.03e-02	FBXO45	F-box protein 45
24057	0.4228823	6.89e-02	-1.84	-4.5068945	-9.76e-02	KNTC1	kinetochore associated 1
28656	0.4228823	6.89e-02	-1.84	-4.5069068	-1.08e-01		
33630	0.4228823	6.90e-02	-1.84	-4.5070759	-1.11e-01	RPN1	ribophorin I
30387	0.4228823	6.90e-02	1.84	-4.5071462	5.58e-02	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4
13015	0.4228823	6.90e-02	1.84	-4.5071949	5.25e-02	MPP4	membrane palmitoylated protein 4
8997	0.4228823	6.90e-02	1.84	-4.5072153	8.48e-02	SRD5A1	steroid 5 alpha-reductase 1
11434	0.4228823	6.90e-02	1.84	-4.5073111	6.98e-02		
15814	0.4229045	6.90e-02	1.84	-4.5074604	1.29e-01	GNG7	G protein subunit gamma 7
23070	0.4232332	6.91e-02	1.84	-4.508182	2.58e-01	CASP8	caspase 8
4939	0.4232711	6.91e-02	1.84	-4.508449	1.25e-01	SRP9	signal recognition particle 9
10562	0.4232711	6.91e-02	-1.84	-4.5086318	-7.70e-02	LOC202181	SUMO interacting motifs containing 1 pseudogene
7559	0.4232711	6.91e-02	1.84	-4.5086424	1.31e-01	ELN	elastin
34930	0.4232711	6.91e-02	-1.84	-4.5086829	-4.82e-02	RGS17	regulator of G-protein signaling 17
25640	0.4232777	6.91e-02	-1.84	-4.5088027	-5.27e-02	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
13432	0.4233627	6.91e-02	-1.84	-4.5090691	-1.37e-01	LINC00342	long intergenic non-protein coding RNA 342
28050	0.423388	6.91e-02	1.84	-4.5092238	7.18e-02		
28533	0.4234044	6.92e-02	-1.84	-4.5094569	-9.08e-02		
11544	0.4234044	6.92e-02	1.83	-4.5094692	7.09e-02		
37008	0.4234126	6.92e-02	-1.83	-4.509592	-9.82e-02	CPSF1	cleavage and polyadenylation specific factor 1
21813	0.4235532	6.92e-02	-1.83	-4.5101224	-8.15e-02	PXN	paxillin
34725	0.4235532	6.92e-02	-1.83	-4.5101658	-9.17e-02		
24862	0.4235532	6.92e-02	-1.83	-4.5101766	-5.44e-02	KSR1	kinase suppressor of ras 1
3617	0.4235738	6.93e-02	1.83	-4.5106047	6.76e-02	AMOT	angiomotin
15147	0.4235738	6.93e-02	-1.83	-4.5106575	-1.08e-01	SIK2	salt inducible kinase 2
28374	0.4235738	6.93e-02	-1.83	-4.5107382	-8.87e-02	DLG4	discs large MAGUK scaffold protein 4
8142	0.4235738	6.93e-02	1.83	-4.5107387	1.15e-01		
582	0.4235738	6.93e-02	-1.83	-4.5107516	-1.24e-01	WDR26	WD repeat domain 26
3495	0.4235965	6.93e-02	1.83	-4.5109048	8.56e-02	FSIP1	fibrous sheath interacting protein 1
42738	0.4235965	6.93e-02	1.83	-4.5110683	8.74e-02	TNFRSF1A	TNF receptor superfamily member 1A
523	0.4235965	6.93e-02	1.83	-4.5111158	1.23e-01		
15029	0.4236507	6.93e-02	1.83	-4.5114757	1.70e-01		
35795	0.4236507	6.94e-02	-1.83	-4.5115243	-1.38e-01	SLC11A1	solute carrier family 11 member 1
34881	0.4236507	6.94e-02	1.83	-4.5116546	2.46e-01	PRL	prolactin
768	0.4236507	6.94e-02	1.83	-4.5117979	1.25e-01		
20742	0.4236507	6.94e-02	1.83	-4.5118551	6.88e-02	TMEM68	transmembrane protein 68
26762	0.4236507	6.94e-02	-1.83	-4.5118602	-8.81e-02		
33110	0.423725	6.94e-02	-1.83	-4.5121398	-9.26e-02	ANKRD11	ankyrin repeat domain 11
37817	0.423725	6.94e-02	-1.83	-4.5122131	-6.27e-02		
3065	0.423799	6.94e-02	1.83	-4.5124581	1.67e-01		
28089	0.4240905	6.95e-02	-1.83	-4.5131085	-1.62e-01	HEG1	heart development protein with EGF like domains 1
28481	0.424168	6.95e-02	-1.83	-4.5133599	-5.77e-02		
38523	0.4243259	6.95e-02	1.83	-4.513761	8.55e-02	GAD1	glutamate decarboxylase 1
39275	0.4243311	6.96e-02	-1.83	-4.5138776	-8.65e-02	PAXBP1-AS1	PAXBP1 antisense RNA 1
8274	0.424676	6.96e-02	1.83	-4.5146264	8.07e-02	COX7A2L	cytochrome c oxidase subunit 7A2 like
14843	0.4246842	6.96e-02	-1.83	-4.5147833	-6.00e-02		
28345	0.4246842	6.96e-02	-1.83	-4.5148557	-2.62e-01	SLC8A1-AS1///SLC8A1	SLC8A1 antisense RNA 1///solute carrier family 8 member A1
33458	0.4246968	6.97e-02	-1.83	-4.5149861	-1.10e-01	GUSBP3	glucuronidase, beta pseudogene 3
40367	0.4248847	6.97e-02	-1.83	-4.5154678	-1.16e-01	SNHG12	small nucleolar RNA host gene 12
12380	0.4248847	6.97e-02	-1.83	-4.5155494	-8.76e-02	ACAD8	acyl-CoA dehydrogenase family member 8
22519	0.4250444	6.97e-02	1.83	-4.515953	5.13e-02	FAM160B1	family with sequence similarity 160 member B1
22088	0.4250486	6.98e-02	-1.83	-4.5160679	-8.95e-02		
25545	0.4250924	6.98e-02	1.83	-4.5162562	7.63e-02	ZNF569	zinc finger protein 569
22442	0.4251085	6.98e-02	1.83	-4.5164916	8.29e-02	KPNA4	karyopherin subunit alpha 4
28010	0.4251085	6.98e-02	-1.83	-4.5166982	-5.47e-02	YIPF7	Yip1 domain family member 7
44272	0.4251085	6.98e-02	1.83	-4.5167281	9.60e-02	TMEM232	transmembrane protein 232
930	0.4251085	6.98e-02	1.83	-4.5169957	7.80e-02		
36801	0.4251085	6.98e-02	1.83	-4.5170384	8.17e-02	KCTD10	potassium channel tetramerization domain containing 10
5311	0.4251085	6.98e-02	-1.83	-4.5171038	-1.30e-01	MCL1	BCL2 family apoptosis regulator
11623	0.4251085	6.98e-02	-1.83	-4.5171065	-1.09e-01	MLKL	mixed lineage kinase domain like
242	0.4251085	6.98e-02	1.83	-4.5171406	8.31e-02	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
38952	0.4251357	6.99e-02	1.83	-4.5172979	1.18e-01	JAG1	jagged 1
12734	0.4251614	6.99e-02	1.83	-4.5174524	1.74e-01	DEAF1	DEAF1, transcription factor
15878	0.4252115	6.99e-02	-1.83	-4.5176522	-9.50e-02	PPFIA1	PTPRF interacting protein alpha 1
13812	0.4252149	6.99e-02	-1.83	-4.5178018	-1.19e-01	LOC100133039	uncharacterized LOC100133039
16576	0.4252149	6.99e-02	1.83	-4.5178925	5.30e-02	CCDC138	coiled-coil domain containing 138
14026	0.4252149	6.99e-02	-1.83	-4.5179785	-9.61e-02	HSPA2	heat shock protein family A (Hsp70) member 2
43577	0.4253654	7.00e-02	1.83	-4.5184576	1.04e-01	RPS15A	ribosomal protein S15a
37860	0.4253654	7.00e-02	-1.83	-4.5184713	-7.09e-02	PGLYRP2	peptidoglycan recognition protein 2
8444	0.4253892	7.00e-02	-1.83	-4.5186221	-1.82e-01		
6805	0.4254141	7.00e-02	1.83	-4.5189237	9.09e-02	LRRN4	leucine rich repeat neuronal 4
11863	0.4254141	7.00e-02	1.83	-4.5189708	5.31e-02		
33383	0.4254141	7.00e-02	1.83	-4.5190253	8.95e-02	SOCS2	suppressor of cytokine signaling 2
13855	0.4254141	7.00e-02	1.83	-4.5190946	8.03e-02	ALOX12B	arachidonate 12-lipoxygenase, 12R type
671	0.4258944	7.01e-02	1.83	-4.520092	1.07e-01	PLCH2	phospholipase C eta 2
39392	0.4259791	7.01e-02	1.83	-4.5203556	8.54e-02	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
2133	0.4260568	7.02e-02	1.83	-4.5206579	9.08e-02	MSH6	mutS homolog 6
1053	0.4260568	7.02e-02	1.83	-4.5207126	1.05e-01	SHH	sonic hedgehog
797	0.4261599	7.02e-02	1.83	-4.52101	9.69e-02	GPR31	G protein-coupled receptor 31
24348	0.4262568	7.02e-02	1.83	-4.5212959	8.96e-02		
21555	0.4263148	7.02e-02	1.83	-4.5216095	1.37e-01		
22126	0.4263148	7.02e-02	1.83	-4.5216162	2.94e-01	OVOL1	ovo like transcriptional repressor 1
42961	0.4265609	7.03e-02	-1.83	-4.5221781	-1.01e-01		
35799	0.4266331	7.03e-02	-1.83	-4.5224396	-2.24e-01		
28764	0.4266331	7.03e-02	-1.83	-4.5226907	-1.33e-01	IMPAD1	inositol monophosphatase domain containing 1
39678	0.4266331	7.03e-02	1.83	-4.5227362	8.35e-02	GSTP1	glutathione S-transferase pi 1
34522	0.4266331	7.03e-02	1.83	-4.5227372	5.69e-02		
32297	0.4266382	7.04e-02	-1.83	-4.5228874	-9.12e-02		
34758	0.4266382	7.04e-02	1.83	-4.523125	6.80e-02	CDKL3	cyclin dependent kinase like 3
41983	0.4266382	7.04e-02	-1.83	-4.5231704	-1.76e-01		
17394	0.4266382	7.04e-02	-1.83	-4.5232648	-1.09e-01	GM2A	GM2 ganglioside activator
1700	0.4266382	7.04e-02	1.83	-4.5234771	7.59e-02		
37267	0.4266382	7.04e-02	-1.83	-4.5234857	-8.00e-02		
10844	0.4266382	7.04e-02	1.83	-4.5234906	9.11e-02	RBM34	RNA binding motif protein 34
2957	0.4266573	7.04e-02	1.83	-4.5236323	7.28e-02		
30525	0.4269615	7.05e-02	-1.83	-4.5243546	-9.41e-02	EID3	EP300 interacting inhibitor of differentiation 3
4088	0.4269615	7.05e-02	-1.83	-4.5244072	-2.01e-01	CYP1A2	cytochrome P450 family 1 subfamily A member 2
32856	0.4270479	7.05e-02	-1.83	-4.5248467	-9.87e-02		
26356	0.4270479	7.05e-02	-1.83	-4.5248846	-5.82e-02	TSTD2	thiosulfate sulfurtransferase like domain containing 2
43188	0.4270479	7.05e-02	1.83	-4.5248852	1.17e-01	SRP9	signal recognition particle 9
19500	0.4270961	7.06e-02	1.83	-4.5250805	4.79e-02		
12048	0.4271019	7.06e-02	-1.83	-4.5251973	-9.52e-02	SNX27	sorting nexin family member 27
14514	0.4271421	7.06e-02	-1.83	-4.5253776	-9.47e-02	STK11IP	serine/threonine kinase 11 interacting protein
12020	0.4271538	7.06e-02	1.83	-4.5255052	4.16e-02		
35764	0.4272686	7.06e-02	1.83	-4.5258235	8.19e-02	C2orf70	chromosome 2 open reading frame 70
29662	0.4273342	7.07e-02	1.83	-4.5261804	6.09e-02		
8917	0.4273342	7.07e-02	1.83	-4.5262411	6.94e-02	COX11	COX11, cytochrome c oxidase copper chaperone
31002	0.4273342	7.07e-02	-1.83	-4.5262627	-2.21e-01	LOC644450	uncharacterized LOC644450
33251	0.4273751	7.07e-02	1.83	-4.5264442	1.30e-01	TRIM14	tripartite motif containing 14
43258	0.4277402	7.07e-02	-1.82	-4.5272903	-1.10e-01	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2
16190	0.4277402	7.08e-02	-1.82	-4.5273298	-1.54e-01	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
35989	0.4278254	7.08e-02	1.82	-4.5275929	1.12e-01	GGH	gamma-glutamyl hydrolase
20154	0.427897	7.08e-02	-1.82	-4.5278308	-5.23e-02	RBM48	RNA binding motif protein 48
